StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,"antibiotics_accept ",continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,water_know,water_accept,electrons,electrons_confirm,antibiotics,antibiotics_confirm,continents,continents_confirm,sex,sex_confirm,lasers,"lasers_confirm ",orbit,"orbit_confirm ",diamonds,"diamonds_confirm ",speed,"speed_confirm ",salt,"salt_confirm ",water,"water_confirm ",Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,reason_agreement,reason_agreement_3_TEXT,"reason_followup ",Q1,education,comments,PROLIFIC_PID
2024-04-22 17:31:15,2024-04-22 17:34:23,0,69.119.218.18,100,187,1,2024-04-22 17:34:24,R_8LLttuGilIgxvbv,,,,,41.1729,-74.3791,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,1,1,7,1,11,1,11,1,11,1,,,,,,,,,,,,,,,,,,,,,,100,90,90,70,80,5,,6,7,6,5,5,8,7,5,7,2,,,,2,,"I don't know ",,3,,5e5c88c3be924d475ff0fc34
2024-04-22 17:29:47,2024-04-22 17:34:46,0,67.164.121.110,100,298,1,2024-04-22 17:34:47,R_5dAALLbjtrc32yR,,,,,37.245,-121.9541,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,80,90,100,60,50,9,,1,1,7,9,1,9,2,3,9,1,,,,3,Because it is true.,,,6,,58c3c835334d5b0001d6374e
2024-04-22 17:23:52,2024-04-22 17:37:03,0,76.39.105.5,100,790,1,2024-04-22 17:37:03,R_1FLofnPMW51Jn1K,,,,,45.0925,-87.6709,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,70,90,100,50,80,8,,9,7,7,7,5,7,5,5,5,3,,,,1,,,,4,,5d6685743002780001a967c9
2024-04-22 17:29:36,2024-04-22 17:37:39,0,107.77.235.52,100,482,1,2024-04-22 17:37:39,R_72bAvjEapGyr1jn,,,,,33.7485,-84.3871,anonymous,EN,1,1,1,1,8,1,1,1,1,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,5,The conclusions drawn related to the questions asked have been determined for many years by multiple scientific sources. People are encouraged to follow current scientists without the same level of experimentation and review. Trusting science related to the first does not necessarily translate to trusting the second.,65e3573918e580e20c6a9628
2024-04-22 17:33:08,2024-04-22 17:38:48,0,135.26.125.251,100,339,1,2024-04-22 17:38:48,R_2Ge8zbnx644UHo5,,,,,30.3228,-95.5298,anonymous,EN,1,1,1,1,1,1,1,1,7,1,7,1,10,1,1,1,1,1,11,2,1,1,,,,,,,,,,,,,,,,,"I meant to agree, I did not know the answer.",4,,,,80,90,60,60,70,8,,6,6,6,5,4,7,5,7,7,4,3,3,2,,,,,5,,603710141b1ed2313448234a
2024-04-22 17:35:21,2024-04-22 17:39:42,0,38.40.58.74,100,261,1,2024-04-22 17:39:43,R_3oIsnvtv1igOWt7,,,,,31.7841,-82.3511,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,90,100,90,90,90,9,,1,3,9,9,1,7,5,5,9,1,,,,3,,,,3,,644123f5b400058bcb5b2e7a
2024-04-22 17:28:33,2024-04-22 17:40:19,0,174.245.88.235,100,706,1,2024-04-22 17:40:20,R_21HXMhG299UsXTN,,,,,35.2296,-80.843,anonymous,EN,1,1,1,1,8,1,1,1,9,1,7,1,10,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,70,80,50,50,70,7,,2,5,3,3,3,6,3,3,5,1,,,,1,,,,3,,65de28298e9a6e841cf8e02e
2024-04-22 17:32:51,2024-04-22 17:40:58,0,24.31.189.218,100,486,1,2024-04-22 17:40:58,R_5zTsgv5PQG01Leh,,,,,39.9401,-82.8965,anonymous,EN,1,1,1,1,7,1,1,1,9,1,7,1,10,1,1,1,11,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,70,70,70,60,80,7,,6,8,7,6,3,8,5,9,8,2,3,3,3,,,,,5,,65f9a91cdd36336301655cde
2024-04-22 17:39:43,2024-04-22 17:51:38,0,24.255.58.34,100,715,1,2024-04-22 17:51:39,R_2sibk3uA0mafpbs,,,,,31.5402,-110.267,anonymous,EN,1,1,3,2,8,1,7,2,7,1,7,1,10,1,1,1,1,1,1,1,1,1,"I don't think electrons are smaller, just because that is what we were taught in science",7,,,"This is something we are taught academically in science, it may not be true",7,,,,,,,,,,,,,,,,90,80,90,90,90,9,,9,8,8,7,5,5,8,2,5,8,1,1,1,,,,,2,,5c55c45f53fba80001bcf323
2024-04-22 17:50:11,2024-04-22 17:55:40,0,75.225.244.255,100,329,1,2024-04-22 17:55:41,R_2PISXt009pnFCQ9,,,,,41.2442,-95.9599,anonymous,EN,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,,Either I already knew the information or after reading the information I can to my conclusion,,3,,615628491d10d2dda4037437
2024-04-22 17:47:40,2024-04-22 17:56:25,0,73.103.107.234,100,524,1,2024-04-22 17:56:25,R_2OUPRnwkDeRLztn,,,,,40.4484,-86.1394,anonymous,EN,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,,,I think there are two different kinds of antibiotics. One type kills bacteria infections and the other type kills viral infections,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,,"My wife has taken two different kinds of antibiotics, one for viral infections and one for bacterial infections ",,2,No,628fa8e2c2516fe9c6bfe0be
2024-04-22 17:38:09,2024-04-22 17:57:05,0,68.114.134.184,100,1135,1,2024-04-22 17:57:05,R_3fdhUf8aCH7OkRO,,,,,36.5246,-87.3465,anonymous,EN,1,1,1,1,8,1,7,2,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,"I don't have a reason to believe Earth has been here for millions of years, so I don't agree with the consensus. Of course, I know I could be wrong.",7,,,,,,,,,,,,,,,,100,90,20,90,90,8,,8,5,6,7,7,7,5,1,8,5,4,4,3,,,,,7,"I couldn't properly answer the question about dinosaurs, evolution, and scientists faking the fossil record because those are three different questions/statements.  I believe dinosaurs existed. I do not believe in evolution. I believe most scientists are honest, but some could be faking fossil records.",5c1976c90d57c30001b4162c
2024-04-22 17:47:21,2024-04-22 17:57:56,0,172.58.0.14,100,634,1,2024-04-22 17:57:56,R_7xGr6KiFrQLVslj,,,,,33.7838,-84.4455,anonymous,EN,1,1,1,1,7,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,90,100,100,100,9,,7,9,8,7,5,9,9,9,5,5,,,,2,,I independently verified the information by doing a lot of research and comparing studies.,,4,,65c14037bc242a29a176b12c
2024-04-22 17:49:43,2024-04-22 18:01:34,0,67.8.108.20,100,711,1,2024-04-22 18:01:35,R_2wyLhobXCC1YHCN,,,,,29.2866,-81.0869,anonymous,EN,1,1,1,1,8,1,1,1,7,1,1,1,1,1,1,1,11,1,1,1,11,1,,,,,,,,,,,,,,,,,,,,,,100,90,30,50,90,8,,5,7,5,6,1,5,5,6,5,7,,,,3,"I can't say that I trust scientists on many things, but on most in this survey. However, while I believe the continents have moved around, I don't believe the earth is millions of years old, as I'm a Christian. Though God never notes exactly how old the earth is, so it could be millions of years old.",,,2,"Nothing comes to mind. Thank you. ",62e19208352cd518d7b2f085
2024-04-22 17:53:44,2024-04-22 18:04:09,0,107.77.218.13,100,624,1,2024-04-22 18:04:11,R_1L4KnLtcPaCuSak,,,,,29.7638,-95.4924,anonymous,EN,1,1,1,1,8,1,7,2,7,1,1,1,10,1,1,1,1,1,11,1,1,1,,,,,This information is based in evolution which is a theory.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,Agreed due to vague knowledge about the subject.,,,5,None at this time.,62ad17e032a85a4ca119b289
2024-04-22 18:01:22,2024-04-22 18:05:35,0,108.196.91.31,100,253,1,2024-04-22 18:05:36,R_3pXLGsjtDYzrA5n,,,,,35.1063,-89.941,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,10,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,I do my own research.,,3,none.,5cbcfce214b3cb0015f03471
2024-04-22 17:57:59,2024-04-22 18:06:11,0,174.203.73.75,100,492,1,2024-04-22 18:06:12,R_7aqSgGJwAm3JjTl,,,,,30.4509,-91.1563,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,90,80,20,70,7,,1,8,4,5,1,9,8,9,5,1,3,3,3,,,,,6,,65b7df79bd16de5cd6a3a12b
2024-04-22 18:05:35,2024-04-22 18:09:43,0,98.198.193.136,100,247,1,2024-04-22 18:09:43,R_3iEodIbEI2DP93b,,,,,30.0043,-95.1747,anonymous,EN,1,1,1,1,7,1,1,1,7,1,1,1,10,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,,,,3,,61766e9e5daf1f0ae95530f8
2024-04-22 18:06:25,2024-04-22 18:11:48,0,172.56.84.223,100,322,1,2024-04-22 18:11:48,R_8ycsbGAOXVkEbfj,,,,,33.4602,-112.1334,anonymous,EN,1,1,3,1,8,1,7,2,9,2,7,1,10,1,7,2,1,1,11,1,1,1,,,,,,5,,4,,,,,,4,,,,,,,,100,100,100,50,100,9,,5,9,9,5,5,1,5,5,7,5,3,3,3,,,,,2,"None ",5d54b8ec05ac770018f22718
2024-04-22 18:10:56,2024-04-22 18:13:28,0,71.62.228.24,100,152,1,2024-04-22 18:13:28,R_71aOVUh2YhXveSW,,,,,39.0448,-77.6042,anonymous,EN,1,1,1,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,,,,3,,65ec884f351767d75ba74d1f
2024-04-22 18:09:20,2024-04-22 18:17:12,0,64.82.180.42,100,472,1,2024-04-22 18:17:13,R_39psE6M4xx5qX5P,,,,,34.4833,-89.0075,anonymous,EN,1,1,1,1,8,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,100,80,100,100,9,,5,2,9,1,1,8,5,9,1,1,2,2,2,,,,,6,,59dc4083ae9f950001d83b4b
2024-04-22 18:01:46,2024-04-22 18:17:16,0,174.165.170.150,100,929,1,2024-04-22 18:17:16,R_13q3ZjG9hLCo3cd,,,,,47.8561,-121.9467,anonymous,EN,1,1,1,1,8,1,7,2,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,"I partially agree that continents have moved due to plate tectonics. But I don't believe the Earth is as old as it mentions in the explanation, and is much younger. I also disagree with scientific consensus and there is really no such thing. Because with science, when you base things on evidence and then find new evidence, you have to change your theory. So there is really no such thing as consensus, there is data, facts and theories. ",7,,,,,,,,,,,,,,,,100,90,70,90,100,7,,9,8,9,9,9,8,8,7,7,8,2,2,1,,,,,3,I didn't have any problems. Thank you!,55b6ed4afdf99b437183fa6f
2024-04-22 18:12:17,2024-04-22 18:17:23,0,99.105.115.27,100,305,1,2024-04-22 18:17:24,R_7TlddyCAyyQ8T9T,,,,,35.056,-89.8598,anonymous,EN,1,1,1,1,8,1,1,1,9,1,1,1,10,1,7,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,9,,9,9,9,9,9,9,9,9,5,5,1,3,1,,,,,3,,60fee7d1e674a0c1c1c7bd3d
2024-04-22 18:00:56,2024-04-22 18:20:35,0,23.124.178.134,100,1179,1,2024-04-22 18:20:36,R_2AKy7QDhjCMouyd,,,,,35.6173,-87.0317,anonymous,EN,1,1,1,1,8,1,1,1,7,1,1,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,80,100,80,90,100,6,,5,9,8,7,1,6,2,6,7,9,3,3,3,,,,,4,none,5fc6e3a0040c3f0e7cb45c8a
2024-04-22 18:05:32,2024-04-22 18:21:05,0,68.185.146.82,100,933,1,2024-04-22 18:21:06,R_5eQxHWS4L8bsLgk,,,,,32.3886,-86.1691,anonymous,EN,1,1,6,1,1,2,1,1,7,1,1,1,1,1,7,1,11,2,1,2,11,1,,,"No ",4,,,,,,,,,,,"No ",4,"No ",4,,,,90,100,50,60,30,7,,1,8,8,8,1,6,8,5,5,2,3,3,3,,,,,5,,613366e345d6b43d9fd2988e
2024-04-22 18:21:46,2024-04-22 18:26:02,0,24.52.164.67,100,256,1,2024-04-22 18:26:03,R_3gMnNq1FPRjJzsg,,,,,40.4136,-89.7928,anonymous,EN,1,1,6,1,1,1,1,1,7,1,1,1,1,1,7,1,11,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,1,,,,3,no,6584d87dfcbd1dc12f74be98
2024-04-22 18:27:12,2024-04-22 18:30:43,0,142.255.120.252,100,211,1,2024-04-22 18:30:44,R_2f0IKTP3uZj6eVI,,,,,40.6631,-73.7601,anonymous,EN,1,1,1,1,8,1,1,1,9,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,100,80,80,90,8,,9,7,6,9,6,7,5,1,4,5,,,,2,,I guess I haven't independently verified the information.,,5,Thank you.,65ca9c729a13f898ae374552
2024-04-22 18:24:23,2024-04-22 18:31:00,0,174.79.0.147,100,396,1,2024-04-22 18:31:00,R_6kscGOYuhAN9CXn,,,,,32.6117,-83.8059,anonymous,EN,1,1,1,1,8,1,1,1,9,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,70,100,20,50,60,6,,1,7,5,3,1,3,1,7,5,1,3,4,4,,,,,2,No.,6016b656600dc185acab2cc1
2024-04-22 18:30:32,2024-04-22 18:33:19,0,76.184.132.45,100,167,1,2024-04-22 18:33:20,R_7WBS9gvUdDALc4h,,,,,25.9729,-97.4695,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,50,90,60,30,60,8,,1,1,5,1,1,5,5,3,5,1,,,,2,,wikipedia articles and google searches,,3,,5b6bc3927f92050001a51696
2024-04-22 18:34:55,2024-04-22 18:38:43,0,206.192.253.209,100,227,1,2024-04-22 18:38:44,R_7Wvf5R5UgPG0XRc,,,,,43.2246,-123.5053,anonymous,EN,1,1,6,1,7,2,1,1,9,2,7,1,1,1,7,1,1,1,1,1,1,1,,,Not really. I thought they killed virus' but maybe I am wrong. heh.,4,,,I thought both male and female decided the fate of the babies gender.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,,,,2,thanks! have a great day!,632a1ae0d2c0c28e680e9c5a
2024-04-22 18:35:04,2024-04-22 18:41:00,0,71.30.27.70,100,355,1,2024-04-22 18:41:01,R_7KLZIyRj97xt1eh,,,,,31.1211,-83.4226,anonymous,EN,1,1,6,1,1,1,1,1,7,1,1,1,10,1,7,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,1,,,,4,,65c140b80efce0ed096216e3
2024-04-22 18:39:03,2024-04-22 18:43:57,0,172.58.253.80,100,294,1,2024-04-22 18:43:58,R_5G6UHL7trQvM18s,,,,,35.2296,-80.843,anonymous,EN,1,1,3,1,8,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,11,1,,,,,,,,,,,,,,,,,,,,,,90,100,70,100,90,9,,6,9,8,7,5,7,5,8,5,6,3,2,1,,,,,2,"Enjoyed! ",6500a0fad9712a314c43f1d0
2024-04-22 18:38:17,2024-04-22 18:44:21,0,166.198.202.13,100,363,1,2024-04-22 18:44:21,R_7doTcc5YBPmvv93,,,,,29.6584,-98.4987,anonymous,EN,1,1,6,1,7,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,"The questions I got wrong were facts that I had simply forgotten. Once made aware of the correct answer, I remembered that it was in fact the correct answer.",,2,,65f7befe8f857b187132a2ec
2024-04-22 18:39:59,2024-04-22 18:44:45,0,68.83.24.200,100,286,1,2024-04-22 18:44:46,R_5wtCiHWqTEA1DAR,,,,,39.8952,-75.0347,anonymous,EN,1,1,1,1,8,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,80,90,60,50,90,8,,5,3,7,5,1,1,2,5,5,1,3,3,3,,,,,3,none,5efe6daf6a2551378201893e
2024-04-22 18:39:22,2024-04-22 18:46:53,0,40.142.223.227,100,450,1,2024-04-22 18:46:53,R_7E1eg4RQd99X1Km,,,,,40.7799,-79.5281,anonymous,EN,1,1,6,1,8,2,1,1,9,1,1,2,10,1,7,1,1,1,1,2,11,1,,,"antibotics only kill bacteria ",4,,,,,I thought they light was a lot faster than sound waves,4,,,,,,,not sure,4,,,,60,80,40,20,10,6,,2,5,7,8,1,7,8,8,7,1,,,,2,,heard of it before,,2,,5dd1df8fb48da3240ca85c45
2024-04-22 18:40:52,2024-04-22 18:48:57,0,99.105.231.129,100,484,1,2024-04-22 18:48:58,R_3i4clZwau2AQ13C,,,,,36.3519,-94.2197,anonymous,EN,1,1,1,1,8,1,1,1,7,1,1,1,1,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,100,100,70,100,9,,5,9,8,9,1,5,6,9,7,1,,,,2,,"I used the links provided and then googled the question if I was unsure ",,5,,6571d0350d34775921b333c5
2024-04-22 18:45:14,2024-04-22 18:49:03,0,63.150.197.50,100,229,1,2024-04-22 18:49:04,R_1D17GVjmuFD2sPx,,,,,36.6694,-93.2449,anonymous,EN,1,1,1,1,8,1,1,1,9,1,7,1,10,1,1,1,1,1,1,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,,,,3,,5914b7b50a4b9d0001add64f
2024-04-22 18:47:37,2024-04-22 18:50:51,0,71.208.125.51,100,193,1,2024-04-22 18:50:52,R_1HNXoxfYrrklQVK,,,,,26.6615,-81.6116,anonymous,EN,1,1,6,1,8,1,1,1,7,1,7,1,1,1,7,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,4,,60fb024cbfd74cc251c6f9b0
2024-04-22 18:30:47,2024-04-22 18:50:56,0,72.217.124.122,100,1209,1,2024-04-22 18:50:57,R_3Yx0YGWcAITU7es,,,,,33.4793,-112.3121,anonymous,EN,1,1,3,1,8,1,1,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,100,90,80,100,9,,9,9,8,8,9,9,8,9,5,5,,,,2,,"It is an obvious pattern whenever these events happen that there is a coverup, you just have to research the track record",,5,N/A,65d219ae5dfcb3e376af3e01
2024-04-22 18:46:20,2024-04-22 18:56:52,0,174.202.66.148,100,631,1,2024-04-22 18:56:52,R_8yBg9f5qIAPudeF,,,,,39.7661,-86.1735,anonymous,EN,1,1,6,1,1,1,1,1,9,1,7,1,1,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,,,,4,N/A,642c9e92b3a29facaa9f48a0
2024-04-22 18:52:55,2024-04-22 19:02:56,0,45.36.243.153,100,601,1,2024-04-22 19:02:57,R_5xB088PNm2uD9Jf,,,,,36.0217,-79.7839,anonymous,EN,1,1,1,1,8,1,1,1,9,1,7,1,10,1,1,1,1,1,11,1,11,1,,,,,,,,,,,,,,,,,,,,,,100,100,90,100,100,9,,1,7,7,7,1,4,3,9,7,4,3,3,2,,,,,4,"I have seen a lot of stuff in this world. A lot of it is suppressed and or not privy to those who do not delve into it. Roswell aliens and covid lab in China.  The media will lie to you as usual. I wont say the end of times. But if not, it sure is putting up a front for it. Thank you, and have a good day. ",5c65b3d45416680001bed9fa
2024-04-22 18:41:51,2024-04-22 19:03:36,0,184.98.75.181,100,1305,1,2024-04-22 19:03:37,R_11EByk8pWYk7R9F,,,,,33.6563,-112.1706,anonymous,EN,1,1,6,1,7,1,7,2,9,1,1,1,10,1,7,1,1,1,1,1,11,1,,,,,"YES, I believe in a young earth.  I do not accept the tax supported theory of evolution.",,,,,,,,,,,,,,,,,100,100,100,60,100,9,,9,9,9,7,5,9,9,1,9,7,,,,2,,"I'm unsure of which question, you asked several.  it's a bit confusing. the vaccine question has been verified by personal treatment and independent studies that were banned on social platforms",,3,"Yes, in one of the questions you tied in 3 questions at once. One of them asking if I believe if dinosaurs exist...which I do.  The other two questions were regarding fossil fuels, and the other one I don't remember but I completely disagree with.  They should have been asked as three separate questions.  ",661c72551ca02274ef3b9129
2024-04-22 18:57:18,2024-04-22 19:07:22,0,172.58.146.83,100,604,1,2024-04-22 19:07:23,R_4xQQVLUztAYvkqE,,,,,36.0571,-86.6729,anonymous,EN,1,1,6,1,7,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,,,"I was confused. ",4,,,,,,,,,,,,,,,,,,70,80,100,20,80,8,,1,5,5,1,1,5,5,5,5,1,4,4,4,,,,,1,,642c4f6e95f13dc4c1b54712
2024-04-22 18:56:48,2024-04-22 19:08:06,0,71.203.144.14,100,677,1,2024-04-22 19:08:06,R_7QlVDNzAkuGE0v5,,,,,30.45,-81.6624,anonymous,EN,1,1,1,1,8,1,1,1,9,1,7,1,10,1,7,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,100,30,100,100,9,,1,5,7,2,1,4,3,7,2,1,,,,2,,I used the information and links given to verify it.,,5,,63d193c45e01ccb694993e7f
2024-04-22 18:52:39,2024-04-22 19:08:11,0,184.57.198.45,100,932,1,2024-04-22 19:08:12,R_7rP6zCHXYHiby61,,,,,39.2413,-84.5455,anonymous,EN,1,1,1,1,8,1,7,2,7,1,7,1,10,2,1,1,1,1,11,1,1,1,,,,,Continental drift is an unproven theory. I have seen no actual evidence for it. Flooding and receding of waters are more likely the cause of coastline changes throughout history.,7,,,,,"There is no scientific evidence that the earth moves at all except for earthquakes. The sun is clearly moving around the earth in a daily circular pattern. The sun is much smaller and closer than we have been taught. ",5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,,"I have been studying this information for many years. Real science is not consensus alone. Peer review is rigged and fraudulent. We are not being given the truth about many things and most ""scientists"" don't even know that they are wrong and refuse to reinvestigate the topics.",,3,,6286883dfdadd2d772aa2a72
2024-04-22 19:06:58,2024-04-22 19:11:22,0,72.225.57.253,100,264,1,2024-04-22 19:11:23,R_6wQXK4B4RKfBCi4,,,,,43.1806,-77.5948,anonymous,EN,1,1,1,1,1,1,1,1,7,1,1,1,10,1,7,1,1,1,11,1,11,1,,,,,,,,,,,,,,,,,,,,,,100,90,90,90,90,9,,5,9,9,8,9,9,9,9,4,5,3,3,4,,,,,3,,6085e7b2cefdf1c11ed41546
2024-04-22 19:06:35,2024-04-22 19:20:41,0,67.174.71.52,100,846,1,2024-04-22 19:20:42,R_56eChgSRNL7DicV,,,,,38.0936,-78.5623,anonymous,EN,1,1,1,1,8,1,7,1,7,1,7,1,10,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,70,70,80,70,80,6,,6,7,6,6,5,9,5,8,6,3,,,,1,,,,3,,5b6d9fa021dca60001d13f02
2024-04-22 19:12:27,2024-04-22 19:21:31,0,47.17.253.110,100,543,1,2024-04-22 19:21:31,R_4QWDJtVgfWHIblB,,,,,40.6844,-73.4183,anonymous,EN,1,1,1,1,8,1,7,1,7,1,7,1,10,1,1,1,1,1,11,1,11,1,,,,,,,,,,,,,,,,,,,,,,70,100,60,80,90,7,,1,8,8,6,1,9,5,6,7,1,3,3,3,,,,,2,This was a fun study....thank you!!!!,660ea96849b96ac7f24c6878
2024-04-22 19:19:25,2024-04-22 19:24:45,0,99.179.4.21,100,319,1,2024-04-22 19:24:46,R_1hlwcPX4xwQQlPl,,,,,30.1503,-97.2865,anonymous,EN,1,1,6,1,8,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,Have an educational background in anthropology and took a lot of science courses. I trust scientists generally but not always the way the findings are relayed.,,5,,65f772f3aa9026db59ec6685
2024-04-22 19:25:12,2024-04-22 19:28:44,0,35.145.52.102,100,212,1,2024-04-22 19:28:45,R_1D64DhFtfQIBhm5,,,,,28.5727,-80.8206,anonymous,EN,1,1,1,1,7,1,7,2,7,1,7,1,10,1,1,1,1,1,1,1,11,1,,,,,,5,,,,,,,,,,,,,,,,100,100,100,100,100,9,,9,9,9,9,9,9,9,9,9,9,,,,2,,"My own research, we were lied to in school",,5,,5a5da588f6c51700019527c4
2024-04-22 19:21:26,2024-04-22 19:32:44,0,66.45.147.204,100,677,1,2024-04-22 19:32:45,R_6t3Unk4oTdO6i0F,,,,,43.5229,-96.786,anonymous,EN,1,1,1,1,8,1,1,1,7,1,1,1,10,1,1,1,11,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,8,,4,6,6,2,2,8,5,8,5,1,3,3,4,,,,,2,,653f2424042d03012eb92ef5
2024-04-22 19:25:42,2024-04-22 19:36:11,0,107.116.253.53,100,628,1,2024-04-22 19:36:11,R_22lZ9DkKo25zJXw,,,,,42.4652,-83.3713,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,10,1,1,1,11,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,9,,6,7,8,7,7,8,7,4,6,6,2,2,2,,,,,5,N/A,655e6b9b6bc36290dedd1bdf
2024-04-22 19:15:29,2024-04-22 19:38:52,0,108.4.114.122,100,1402,1,2024-04-22 19:38:53,R_7mGQDkGNw9pjUhH,,,,,37.5453,-77.9187,anonymous,EN,1,1,1,1,8,1,1,1,7,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,90,80,70,80,90,7,,5,8,9,2,1,7,5,9,8,1,3,3,3,,,,,5,,6593443d4000890470adb313
2024-04-22 19:38:33,2024-04-22 19:48:21,0,66.52.86.182,100,588,1,2024-04-22 19:48:22,R_3ACwRVszHRIiu0V,,,,,30.2256,-95.3535,anonymous,EN,1,1,1,1,8,1,1,1,1,1,7,1,10,1,1,1,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,30,30,70,40,70,4,,8,4,7,6,6,6,4,5,6,7,,,,1,,,,3,,602b456e7cdd702772f52e13
