StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,antibiotics_accept,continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,water_know,water_accept,electrons,electrons_confirm,antibiotics,antibiotics_confirm,continents,continents_confirm,sex,sex_confirm,lasers,lasers_confirm,orbit,orbit_confirm,diamonds,diamonds_confirm,speed,speed_confirm,salt,salt_confirm,water,water_confirm,Q1...60,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,BCTI_autism,BCTI_polio,BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,reason_agreement,other_reason_agreement,reason_followup,Q1...84,education,comments,PROLIFIC_PID,Submission id,Status.y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Covid-19 vaccination,Covid-19 vaccine opinions,Vaccine opinions 2,age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,gender,duration_mins,id,BCTI_avg,CMQ_avg,avg_acceptance,avg_knowledge,avg_acceptance_initial
2024-04-22T17:49:43Z,2024-04-22T18:01:34Z,IP Address,67.8.108.20,100,711,True,2024-04-22 18:01:35,R_2wyLhobXCC1YHCN,NA,NA,NA,NA,29.2866,-81.0869,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,90,30,50,90,8,NA,5,7,5,6,1,5,5,6,5,7,NA,NA,NA,other,"I can't say that I trust scientists on many things, but on most in this survey. However, while I believe the continents have moved around, I don't believe the earth is millions of years old, as I'm a Christian. Though God never notes exactly how old the earth is, so it could be millions of years old.",NA,NA,High School / GED,Nothing comes to mind. Thank you.,62e19208352cd518d7b2f085,662686bb599ef1937a88ec8d,AWAITING REVIEW,Not Applicable,2024-04-22T15:49:36Z,2024-04-22T16:01:41Z,NA,2024-04-22T16:26:10Z,725,CR9UHRS6,1695,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),34,Male,White,United States,United States,United States,English,No,Full-Time,male,11.85,101,5.2,72,1,0.5,1
2024-04-22T17:53:44Z,2024-04-22T18:04:09Z,IP Address,107.77.218.13,100,624,True,2024-04-22 18:04:11,R_1L4KnLtcPaCuSak,NA,NA,NA,NA,29.7638,-95.4924,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,This information is based in evolution which is a theory.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,other,Agreed due to vague knowledge about the subject.,NA,NA,3- or 4-year College Degree,None at this time.,62ad17e032a85a4ca119b289,66268742823b1ba635384307,AWAITING REVIEW,Not Applicable,2024-04-22T15:53:39Z,2024-04-22T16:04:24Z,NA,2024-04-22T16:26:22Z,646,CR9UHRS6,2445,No,Against (I feel negatively about the vaccines),2 (DISAGREE),44,Male,Other,United States,United States,United States,English,No,Full-Time,male,10.416666666666666,102,NA,NA,0.9,0.8,0.9
2024-04-22T18:01:22Z,2024-04-22T18:05:35Z,IP Address,108.196.91.31,100,253,True,2024-04-22 18:05:36,R_3pXLGsjtDYzrA5n,NA,NA,NA,NA,35.1063,-89.941,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,independent verification,NA,I do my own research.,NA,Some College,none.,5cbcfce214b3cb0015f03471,662689c9823b1ba6353843aa,AWAITING REVIEW,Not Applicable,2024-04-22T16:01:19Z,2024-04-22T16:05:38Z,NA,2024-04-22T16:26:30Z,259,CR9UHRS6,7506,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),45,Male,White,United States,United States,United States,English,Yes,Full-Time,male,4.216666666666667,103,NA,NA,1,0.9,1
2024-04-22T17:57:59Z,2024-04-22T18:06:11Z,IP Address,174.203.73.75,100,492,True,2024-04-22 18:06:12,R_7aqSgGJwAm3JjTl,NA,NA,NA,NA,30.4509,-91.1563,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,90,80,20,70,7,NA,1,8,4,5,1,9,8,9,5,1,3,3,3,NA,NA,NA,NA,Master's Degree,NA,65b7df79bd16de5cd6a3a12b,662688fda1fb1f02b718ee08,AWAITING REVIEW,Not Applicable,2024-04-22T15:57:53Z,2024-04-22T16:06:14Z,NA,2024-04-22T16:26:33Z,501,CR9UHRS6,767,No,Against (I feel negatively about the vaccines),2 (DISAGREE),33,Female,Other,United States,United States,United States,English,No,Full-Time,female,8.2,104,5.1,72,1,0.8,1
2024-04-22T18:05:35Z,2024-04-22T18:09:43Z,IP Address,98.198.193.136,100,247,True,2024-04-22 18:09:43,R_3iEodIbEI2DP93b,NA,NA,NA,NA,30.0043,-95.1747,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,trust in scientists,NA,NA,NA,Some College,NA,61766e9e5daf1f0ae95530f8,66268ac769ebdbcf14ae25e1,AWAITING REVIEW,Not Applicable,2024-04-22T16:05:33Z,2024-04-22T16:09:45Z,NA,2024-04-22T16:26:46Z,253,CR9UHRS6,2706,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),30,Female,White,United States,United States,United States,English,No,Full-Time,female,4.133333333333334,105,NA,NA,1,0.7,1
2024-04-22T18:06:25Z,2024-04-22T18:11:48Z,IP Address,172.56.84.223,100,322,True,2024-04-22 18:11:48,R_8ycsbGAOXVkEbfj,NA,NA,NA,NA,33.4602,-112.1334,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,100,100,100,50,100,9,NA,5,9,9,5,5,1,5,5,7,5,3,3,3,NA,NA,NA,NA,High School / GED,None,5d54b8ec05ac770018f22718,66268af8f3e9c0482300d22c,AWAITING REVIEW,Not Applicable,2024-04-22T16:06:22Z,2024-04-22T16:11:50Z,NA,2024-04-22T16:26:50Z,329,CR9UHRS6,807,No,Against (I feel negatively about the vaccines),2 (DISAGREE),30,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),female,5.383333333333334,106,5.6,90,1,0.6,0.7
2024-04-22T18:10:56Z,2024-04-22T18:13:28Z,IP Address,71.62.228.24,100,152,True,2024-04-22 18:13:28,R_71aOVUh2YhXveSW,NA,NA,NA,NA,39.0448,-77.6042,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,trust in scientists,NA,NA,NA,Some College,NA,65ec884f351767d75ba74d1f,66268c04231e708677771b00,AWAITING REVIEW,Not Applicable,2024-04-22T16:10:51Z,2024-04-22T16:13:30Z,NA,2024-04-22T16:26:54Z,160,CR9UHRS6,282,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),33,Female,Asian,United States,United States,United States,English,No,Part-Time,female,2.533333333333333,107,NA,NA,1,0.6,1
2024-04-22T18:09:20Z,2024-04-22T18:17:12Z,IP Address,64.82.180.42,100,472,True,2024-04-22 18:17:13,R_39psE6M4xx5qX5P,NA,NA,NA,NA,34.4833,-89.0075,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,80,100,100,9,NA,5,2,9,1,1,8,5,9,1,1,2,2,2,NA,NA,NA,NA,Master's Degree,NA,59dc4083ae9f950001d83b4b,66268ba548da200b33928887,AWAITING REVIEW,Not Applicable,2024-04-22T16:09:17Z,2024-04-22T16:17:17Z,NA,2024-04-22T16:27:03Z,481,CR9UHRS6,3664,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),51,Female,White,United States,United States,United States,English,No,Full-Time,female,7.866666666666666,108,4.2,96,1,0.7,1
2024-04-22T18:01:46Z,2024-04-22T18:17:16Z,IP Address,174.165.170.150,100,929,True,2024-04-22 18:17:16,R_13q3ZjG9hLCo3cd,NA,NA,NA,NA,47.8561,-121.9467,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,"I partially agree that continents have moved due to plate tectonics. But I don't believe the Earth is as old as it mentions in the explanation, and is much younger. I also disagree with scientific consensus and there is really no such thing. Because with science, when you base things on evidence and then find new evidence, you have to change your theory. So there is really no such thing as consensus, there is data, facts and theories.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,90,70,90,100,7,NA,9,8,9,9,9,8,8,7,7,8,2,2,1,NA,NA,NA,NA,Some College,I didn't have any problems. Thank you!,55b6ed4afdf99b437183fa6f,662688d1b1a59547e2d60c6e,AWAITING REVIEW,Not Applicable,2024-04-22T16:01:44Z,2024-04-22T16:17:19Z,NA,2024-04-22T16:27:04Z,936,CR9UHRS6,5231,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),51,Female,White,United States,United States,United States,English,No,Full-Time,female,15.5,109,8.2,90,0.9,0.9,0.9
2024-04-22T18:12:17Z,2024-04-22T18:17:23Z,IP Address,99.105.115.27,100,305,True,2024-04-22 18:17:24,R_7TlddyCAyyQ8T9T,NA,NA,NA,NA,35.056,-89.8598,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,9,9,9,9,5,5,1,3,1,NA,NA,NA,NA,Some College,NA,60fee7d1e674a0c1c1c7bd3d,66268c57c72c3a60d32058d8,AWAITING REVIEW,Not Applicable,2024-04-22T16:12:14Z,2024-04-22T16:17:26Z,NA,2024-04-22T16:27:03Z,313,CR9UHRS6,1315,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),30,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),female,5.1,110,8.2,100,1,0.6,1
2024-04-22T18:00:56Z,2024-04-22T18:20:35Z,IP Address,23.124.178.134,100,1179,True,2024-04-22 18:20:36,R_2AKy7QDhjCMouyd,NA,NA,NA,NA,35.6173,-87.0317,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,100,80,90,100,6,NA,5,9,8,7,1,6,2,6,7,9,3,3,3,NA,NA,NA,NA,2-year College Degree,none,5fc6e3a0040c3f0e7cb45c8a,662689af013f4dccf508d1c5,AWAITING REVIEW,Not Applicable,2024-04-22T16:00:54Z,2024-04-22T16:20:46Z,NA,2024-04-22T16:27:10Z,1193,CR9UHRS6,6166,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),34,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",female,19.65,111,6,90,1,0.9,1
2024-04-22T18:05:32Z,2024-04-22T18:21:05Z,IP Address,68.185.146.82,100,933,True,2024-04-22 18:21:06,R_5eQxHWS4L8bsLgk,NA,NA,NA,NA,32.3886,-86.1691,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,No,FALSE,Yes,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,90,100,50,60,30,7,NA,1,8,8,8,1,6,8,5,5,2,3,3,3,NA,NA,NA,NA,3- or 4-year College Degree,NA,613366e345d6b43d9fd2988e,66268ac43b9d4770edb40c0e,AWAITING REVIEW,Not Applicable,2024-04-22T16:05:30Z,2024-04-22T16:21:09Z,NA,2024-04-22T16:27:12Z,940,CR9UHRS6,2225,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),42,Female,Black,United States,United States,United States,English,Yes,Full-Time,female,15.55,112,5.2,66,1,0.2,0.7
2024-04-22T18:21:46Z,2024-04-22T18:26:02Z,IP Address,24.52.164.67,100,256,True,2024-04-22 18:26:03,R_3gMnNq1FPRjJzsg,NA,NA,NA,NA,40.4136,-89.7928,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,trust in scientists,NA,NA,NA,Some College,no,6584d87dfcbd1dc12f74be98,66268e90f0b617e27c73aefe,AWAITING REVIEW,Not Applicable,2024-04-22T16:21:43Z,2024-04-22T16:26:10Z,NA,2024-04-22T16:28:31Z,267,CR9UHRS6,699,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),43,Female,White,United States,United States,United States,English,No,Part-Time,female,4.266666666666667,113,NA,NA,1,0.4,1
2024-04-22T18:27:12Z,2024-04-22T18:30:43Z,IP Address,142.255.120.252,100,211,True,2024-04-22 18:30:44,R_2f0IKTP3uZj6eVI,NA,NA,NA,NA,40.6631,-73.7601,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,80,80,90,8,NA,9,7,6,9,6,7,5,1,4,5,NA,NA,NA,independent verification,NA,I guess I haven't independently verified the information.,NA,3- or 4-year College Degree,Thank you.,65ca9c729a13f898ae374552,66268f4c3ccd1019c4c4623f,AWAITING REVIEW,Not Applicable,2024-04-22T16:27:08Z,2024-04-22T16:30:45Z,NA,2024-04-22T16:32:40Z,217,CR9UHRS6,492,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),36,Female,Black,United States,United States,United States,English,No,Other,female,3.5166666666666666,114,5.9,90,1,0.9,1
2024-04-22T18:24:23Z,2024-04-22T18:31:00Z,IP Address,174.79.0.147,100,396,True,2024-04-22 18:31:00,R_6kscGOYuhAN9CXn,NA,NA,NA,NA,32.6117,-83.8059,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,100,20,50,60,6,NA,1,7,5,3,1,3,1,7,5,1,3,4,4,NA,NA,NA,NA,High School / GED,No.,6016b656600dc185acab2cc1,66268f2fabf053b76c8cbd4c,AWAITING REVIEW,Not Applicable,2024-04-22T16:24:22Z,2024-04-22T16:31:02Z,NA,2024-04-22T16:33:06Z,401,CR9UHRS6,2180,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),29,Female,White,United States,United States,United States,English,No,Part-Time,female,6.616666666666666,115,3.4,60,1,0.9,1
2024-04-22T18:30:32Z,2024-04-22T18:33:19Z,IP Address,76.184.132.45,100,167,True,2024-04-22 18:33:20,R_7WBS9gvUdDALc4h,NA,NA,NA,NA,25.9729,-97.4695,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,90,60,30,60,8,NA,1,1,5,1,1,5,5,3,5,1,NA,NA,NA,independent verification,NA,wikipedia articles and google searches,NA,Some College,NA,5b6bc3927f92050001a51696,66269036d6e8b7d5606a9246,AWAITING REVIEW,Not Applicable,2024-04-22T16:30:07Z,2024-04-22T16:33:21Z,NA,2024-04-22T16:35:06Z,194,CR9UHRS6,5783,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),31,Female,White,United States,United States,United States,English,No,Full-Time,female,2.783333333333333,116,2.8,58,1,1,1
2024-04-22T18:34:55Z,2024-04-22T18:38:43Z,IP Address,206.192.253.209,100,227,True,2024-04-22 18:38:44,R_7Wvf5R5UgPG0XRc,NA,NA,NA,NA,43.2246,-123.5053,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,Not really. I thought they killed virus' but maybe I am wrong. heh.,Yes,NA,NA,I thought both male and female decided the fate of the babies gender.,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,trust in scientists,NA,NA,NA,High School / GED,thanks! have a great day!,632a1ae0d2c0c28e680e9c5a,662691a7652dbcff631ba705,AWAITING REVIEW,Not Applicable,2024-04-22T16:34:52Z,2024-04-22T16:38:48Z,NA,2024-04-22T16:40:04Z,236,CR9UHRS6,172,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),39,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),male,3.8,117,NA,NA,1,0.4,0.8
2024-04-22T18:35:04Z,2024-04-22T18:41:00Z,IP Address,71.30.27.70,100,355,True,2024-04-22 18:41:01,R_7KLZIyRj97xt1eh,NA,NA,NA,NA,31.1211,-83.4226,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,trust in scientists,NA,NA,NA,2-year College Degree,NA,65c140b80efce0ed096216e3,662691a57f1eb94ecc6fb1b3,AWAITING REVIEW,Not Applicable,2024-04-22T16:34:58Z,2024-04-22T16:41:16Z,NA,2024-04-22T16:42:34Z,378,CR9UHRS6,294,No,Against (I feel negatively about the vaccines),2 (DISAGREE),36,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",female,5.933333333333334,118,NA,NA,1,0.6,1
2024-04-22T18:39:03Z,2024-04-22T18:43:57Z,IP Address,172.58.253.80,100,294,True,2024-04-22 18:43:58,R_5G6UHL7trQvM18s,NA,NA,NA,NA,35.2296,-80.843,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,100,70,100,90,9,NA,6,9,8,7,5,7,5,8,5,6,3,2,1,NA,NA,NA,NA,High School / GED,Enjoyed!,6500a0fad9712a314c43f1d0,6626929c6431f30a73b6f291,AWAITING REVIEW,Not Applicable,2024-04-22T16:39:00Z,2024-04-22T16:44:00Z,NA,2024-04-22T16:45:18Z,301,CR9UHRS6,574,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),33,Female,White,United States,United States,United States,English,No,Part-Time,female,4.9,119,6.6,90,1,0.8,1
2024-04-22T18:38:17Z,2024-04-22T18:44:21Z,IP Address,166.198.202.13,100,363,True,2024-04-22 18:44:21,R_7doTcc5YBPmvv93,NA,NA,NA,NA,29.6584,-98.4987,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,independent verification,NA,"The questions I got wrong were facts that I had simply forgotten. Once made aware of the correct answer, I remembered that it was in fact the correct answer.",NA,High School / GED,NA,65f7befe8f857b187132a2ec,6626926f441da04f6b14cebe,AWAITING REVIEW,Not Applicable,2024-04-22T16:38:13Z,2024-04-22T16:44:24Z,NA,2024-04-22T16:45:47Z,372,CR9UHRS6,87,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),50,Female,White,United States,United States,United States,English,No,Other,female,6.066666666666666,120,NA,NA,1,0.8,1
2024-04-22T18:39:59Z,2024-04-22T18:44:45Z,IP Address,68.83.24.200,100,286,True,2024-04-22 18:44:46,R_5wtCiHWqTEA1DAR,NA,NA,NA,NA,39.8952,-75.0347,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,90,60,50,90,8,NA,5,3,7,5,1,1,2,5,5,1,3,3,3,NA,NA,NA,NA,Some College,none,5efe6daf6a2551378201893e,662692be320addb314fda1ac,AWAITING REVIEW,Not Applicable,2024-04-22T16:39:57Z,2024-04-22T16:44:50Z,NA,2024-04-22T16:46:10Z,294,CR9UHRS6,3389,No,Against (I feel negatively about the vaccines),2 (DISAGREE),52,Male,White,United States,United States,United States,English,No,Part-Time,male,4.766666666666667,121,3.5,74,1,0.7,1
2024-04-22T18:39:22Z,2024-04-22T18:46:53Z,IP Address,40.142.223.227,100,450,True,2024-04-22 18:46:53,R_7E1eg4RQd99X1Km,NA,NA,NA,NA,40.7799,-79.5281,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,No,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,NA,NA,antibotics only kill bacteria,Yes,NA,NA,NA,NA,I thought they light was a lot faster than sound waves,Yes,NA,NA,NA,NA,NA,NA,not sure,Yes,NA,NA,NA,60,80,40,20,10,6,NA,2,5,7,8,1,7,8,8,7,1,NA,NA,NA,independent verification,NA,heard of it before,NA,High School / GED,NA,5dd1df8fb48da3240ca85c45,662692b27da9f3042477f547,AWAITING REVIEW,Not Applicable,2024-04-22T16:39:19Z,2024-04-22T16:46:56Z,NA,2024-04-22T16:48:28Z,457,CR9UHRS6,2092,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),48,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",female,7.516666666666667,122,5.4,42,1,0.4,0.7
2024-04-22T18:40:52Z,2024-04-22T18:48:57Z,IP Address,99.105.231.129,100,484,True,2024-04-22 18:48:58,R_3i4clZwau2AQ13C,NA,NA,NA,NA,36.3519,-94.2197,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,70,100,9,NA,5,9,8,9,1,5,6,9,7,1,NA,NA,NA,independent verification,NA,I used the links provided and then googled the question if I was unsure,NA,3- or 4-year College Degree,NA,6571d0350d34775921b333c5,6626930aef0a0d2517ca08a7,AWAITING REVIEW,Not Applicable,2024-04-22T16:40:49Z,2024-04-22T16:49:00Z,NA,2024-04-22T16:51:56Z,492,CR9UHRS6,639,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),37,Male,White,United States,United States,United States,English,Yes,Full-Time,male,8.083333333333334,123,6,94,1,0.8,1
