DOI,Title,include
10.1017/epi.2023.46,partisan epistemology and misplaced trust,no
10.4324/9781003190363-15,using mimetic and rhetorical theory to critique a disinformation consensus: the problem of “personal vigilance”,no
10.1007/978-3-031-14717-3_13,the role of the media in the management of pandemic situations in africa. an application of selected health communication theories,no
10.1080/00913367.2023.2261027,through the partisan looking glass: evidence of asymmetric credibility and persuasion effects of unverified negative brand information on social media,no
10.1037/xge0001463,the contingent reputational benefits of selective exposure to partisan information,no
10.1080/10510974.2023.2246210,does tone of comments matter?: exploring the role of uncivil comments and political orientation on weakening belief in fake news and eliciting anger,yes
10.1177/02666669231206784,analyzing patterns of political news evaluation among university students in northeast thailand,yes
10.1017/pan.2023.21,the effect of fox news on health behavior during covid-19,no
10.21409/K44N-5W76,digital disinformation campaign around the war in ukraine:â€‰ case of alternative media in switzerland; [campagne de désinformation digital autour de la guerre en ukraine: cas des médias alternatifs en suisse],no
10.14456/tureview.2023.10,conceptualizing a framework for social media data sharing,no
10.1007/s10579-023-09678-9,run-as: a novel approach to annotate news reliability for disinformation detection,no
10.37016/mr-2020-130,what do we study when we study misinformation? a scoping review of experimental research (2016-2022),no
10.1080/10584609.2023.2291538,"right-wing authoritarian attitudes, fast-paced decision-making, and the spread of misinformation about covid-19 vaccines",no
10.1177/09579265231211490,mining misinformation discourse on social media within the ‘ideological square’,no
10.1515/commun-2023-0010,with time comes trust? the development of misinformation perceptions related to covid-19 over a six-month period: evidence from a five-wave panel survey study in the netherlands,yes
10.1007/s13164-023-00716-7,conspiracy theory belief: a sane response to an insane world?,no
10.4324/9781003119456-18,from suspension of disbelief to production of belief: the case of alternate reality games,no
10.1177/14648849231196080,checking verifications during the 2022 brazilian run-off election: how fact-checking organizations exposed falsehoods and contributed to the accuracy of the public debate,no
NA,anti-government extremism in australia: understanding the australian anti-lockdown freedom movement as a complex anti-government social movement,no
10.1080/21670811.2023.2254820,ai as an apolitical referee: using alternative sources to decrease partisan biases in the processing of fact-checking messages,no
10.3389/fpsyg.2023.1295130,iranian scientists and french showers: collaborative fact-checking of identity-salient online information,no
10.4324/9781003224495-28,the covid-19 infodemic on twitter: dialogic contraction within the echo chambers,no
10.1177/14648849231212737,what feels like news? young people’s perceptions of news on instagram,no
10.1080/17512786.2023.2279339,a misinformation insurrection: examining the influence of political affiliation on media hostility and news credibility,no
10.26522/ssj.v17i3.3909,living among confederate icons: perpetuating white supremacist beliefs and blindness to black suffering,no
10.1177/14614448231199664,assessing the perceived credibility of deepfakes: the impact of system-generated cues and video characteristics,no
10.2196/49183,chatgpt versus consultants: blinded evaluation on answering otorhinolaryngology case–based questions,no
10.4324/9781003245131-52,"fake news, truth, and democracy",no
10.1590/1807-01912023292304,"misinformation, political preferences, and cognitive traits: a look at the brazilian electorate; [désinformation, préférences politiques et traits cognitifs: un regard sur l’électorat brésilien]; [misinformação, preferências políticas e traços cognitivos: um olhar sobre o eleitorado brasileiro]; [desinformación, preferencias políticas y rasgos cognitivos: una mirada al electorado brasileño]",no
10.1017/XPS.2023.20,testing the effect of information on discerning the veracity of news in real time,yes
10.4324/9781003224495-6,a model for understanding and assessing semi-fake scientific news reporting,no
10.1177/14648849231215190,"analysis of news credibility in the digital press. source types have a limited effect, while age, gender, and education are differential factors",no
10.1080/24750158.2023.2235646,the impact and management of mis/disinformation at university libraries in australia,no
10.1111/1475-6765.12646,mistakenly misinformed or intentionally deceived? mis- and disinformation perceptions on the russian war in ukraine among citizens in 19 countries,yes
10.1177/08969205231214806,certainty in an uncertain world: toward a critical theory of opinion,no
10.1177/14614448231199247,unraveling whatsapp group dynamics to understand the threat of misinformation in messaging apps,no
10.1080/01296612.2023.2279343,accuracy or confidence? analyzing the impact of online misinformation on filipino youth voting likelihood,no
10.3389/fpsyg.2023.1165039,"evaluation of misinformation among pro-ukrainian latvians – the role of prior attitude, analytical thinking, and emotions",yes
10.1093/poq/nfad032,all the president's lies: repeated false claims and public opinion,no
10.1080/0965254X.2023.2253824,investigating the effect of social media fake news on consumer behavior: an empirical study with multiple moderations,no
10.1080/15534510.2023.2279662,the price of (dis)trust–profiling believers of (dis)information in the hungarian context,no
NA,do not use this hashtag: fat acceptance (mis)information and discursive boundary-work as content moderation on instagram,no
10.1080/17524032.2023.2239516,climate change-related counter-attitudinal fake news exposure and its effects on search and selection behavior,no
10.37016/mr-2020-128,increasing accuracy motivations using moral reframing does not reduce republicans’ belief in false news,yes
10.17645/mac.v11i4.7071,distrust profiles: identifying the factors that shape journalism’s credibility crisis,no
10.4324/9781003119456-20,fake news and fictional news1,no
10.7195/ri14.v21i1.1988,perceptions of spanish citizens about disinformation in times of covid-19: effects and mechanisms to fight against false news; [perceções dos cidadãos espanhóis sobre a desinformação em tempos de covid-19: efeitos e mecanismos de combate às notícias falsas]; [percepciones de la ciudadanía española ante la desinformación en tiempos de la covid-19: efectos y mecanismos de lucha contra las noticias falsas],no
10.1007/978-3-031-15119-4_6,“enquiring minds want to know”: president bill clinton and the blurring of news and gossip,no
10.16888/interd.2023.40.2.20,impact of an educational intervention on the knowledge of cervical cancer prevention in nursing students and their families; [impacto de una intervención educativa en el conocimiento de la prevención de la neoplasia del cuello uterino en estudiantes de enfermería y sus familias],no
10.3389/fpsyg.2023.1109064,afraid but misinformed: conspiracist beliefs cancel the positive influence of fear of covid-19 on vaccination intentions - findings from a romanian sample,no
10.1007/978-94-024-2225-2_6,the battle between the thai government and thai netizens over mis/disinformation during covid-19,no
10.17645/mac.v11i2.6381,vulnerability to disinformation in relation to political affiliation in north macedonia,yes
10.1177/01461672231154886,on the disposition to think analytically: four distinct intuitive-analytic thinking styles,no
10.1080/23311983.2023.2224601,social media: a watchdog or a conspiracy breeder?: covid-19 disinformation among iraqi students,yes
10.1007/s10677-023-10382-4,is rational manipulation permissible?,no
10.3389/fpsyg.2023.1155280,the role of self-efficacy beliefs in dealing with misinformation among adolescents,no
10.1037/xge0001374,tribalism and tribulations: the social costs of not sharing fake news,no
10.37016/mr-2020-117,support for “doing your own research” is associated with covid-19 misperceptions and scientific mistrust,no
10.3389/fsoc.2023.1150753,disinformation a problem for democracy: profiling and risks of consensus manipulation,no
10.1177/00187208231173263,"who gets caught in the web of lies?: understanding susceptibility to phishing emails, fake news headlines, and scam text messages",yes
10.1080/08941920.2022.2158255,supporting women landowners in wetland conservation,no
10.1177/13675494231173536,simple solutions to wicked problems: cultivating true believers of anti-vaccine conspiracies during the covid-19 pandemic,no
10.1080/03637751.2023.2202728,estimating the impact of immediate versus delayed corrections on belief accuracy,yes
10.1080/10410236.2023.2206177,what influences audience susceptibility to fake health news: an experimental study using a dual model of information processing in credibility assessment,yes
10.1007/978-94-024-2225-2_15,misinformation in open and closed online platforms: impacts and countermeasures,no
10.1177/00027642231174335,the influence of fact-checking is disputed! the role of party identification in processing and sharing fact-checked social media posts,no
10.1080/10510974.2023.2219704,using message strategies to attenuate the effects of disinformation on credibility,yes
10.22034/ijism.2023.1977768.0,covid-19 misinformation and the role of the information professional,no
10.1080/21670811.2023.2210616,the alternative truth kept hidden from us: the effects of multimodal disinformation disseminated by ordinary citizens and alternative hyper-partisan media: evidence from the us and india,no
10.1177/00332941231164073,state mindfulness and misinformation susceptibility,yes
10.1016/j.cresp.2023.100111,a moth to a flame? fulfilling connectedness needs through romantic relationships protects conspiracy theorists against covid-19 misinformation,no
10.1080/01402382.2023.2211836,analysing the political effects of ‘fake news’ deflections in the uk,no
10.1080/10584609.2023.2222070,uninformed or misinformed in the digital news environment? how social media news use affects two dimensions of political knowledge,no
10.1177/14614448231179941,not all skepticism is “healthy” skepticism: theorizing accuracy- and identity-motivated skepticism toward social media misinformation,no
10.3389/fcomm.2023.1231301,science journalism in pandemic times: perspectives on the science-media relationship from covid-19 researchers in southern europe,no
10.1080/01495933.2023.2182107,the need to up our game in countering disinformation,no
10.1007/978-3-031-10971-3_19,disinformation and diplomacy,no
10.1177/14614448231172964,misinformation rules!? could “group rules” reduce misinformation in online personal messaging?,no
10.1590/1807-7692bar2023220014,opportunism and the role of financial incentives: an experimental analysis based on game theory,no
10.1080/09658211.2023.2216910,preference for cheap-and-easy memory verification strategies is strongest among people with high memory distrust,no
10.1007/s12144-023-04464-w,are accuracy discernment and sharing of covid-19 misinformation associated with older age and lower neurocognitive functioning?,yes
10.3389/fpsyg.2023.1172094,the moderating influence of perceived government information transparency on covid-19 pandemic information adoption on social media systems,no
10.1080/10410236.2023.2212443,attitudes and misconceptions of coronavirus disease and vaccination among african americans in rural mississippi,no
10.1080/15456870.2023.2202402,tweeting about the covid-19 vaccine: a content analysis,no
10.1515/commun-2022-0020,crisis alert: (dis)information selection and sharing in the covid-19 pandemic,no
10.30827/publicaciones.v53i2.26819,reciprocal teaching influenced by information literacy levels in students of communication sciences; [通信科学专业学生信息素养水平对互惠教学的影响]; [взаимное обучение в зависимости от уровня информационной грамотности студентов коммуникационных наук]; [enseñanza recíproca influenciado por los niveles de alfabetización informacional en estudiantes de ciencias de la comunicación],no
10.1007/978-94-024-2225-2_8,"no “me” in misinformation: the role of social groups in the spread of, and fight against, fake news",no
10.1080/10584609.2023.2175398,an agenda for studying credibility perceptions of visual misinformation,no
10.1080/10584609.2023.2201940,“we never really talked about politics”: race and ethnicity as foundational forces structuring information disorder within the vietnamese diaspora,no
10.37016/mr-2020-116,less reliable media drive interest in anti-vaccine information,no
10.1080/08838151.2023.2201506,correcting e-cigarette misinformation on social media: responses from uae nationals who smoke,no
10.1007/s11191-023-00447-2,exploring the role of multiplist epistemic beliefs on covid-19 conspiracies and prevention among undergraduates,no
10.37016/mr-2020-115,"explaining beliefs in electoral misinformation in the 2022 brazilian election: the role of ideology, political trust, social media, and messaging apps",yes
10.1080/00909882.2023.2165885,a comparative analysis of u.s. state government communication and resident compliance to cdc covid-19 guidelines,no
10.1371/journal.pone.0280460,"attitudes, perceptions, and preferences towards sars cov-2 testing and vaccination among african american and hispanic public housing residents, new york city: 2020–2021",no
10.17645/mac.v11i2.6301,the (un)intended consequences of emphasizing the threats of mis-and disinformation,no
10.1177/14614448231176551,in different worlds: the contributions of polarization and platforms to partisan (mis)perceptions,no
10.22363/2312-9220-2023-28-2-381-396,exposure of fake news to the indian social media users; [разоблачение фейковых новостей для индийских пользователей социальных сетей],no
10.17645/mac.v11i2.6506,combating disinformation or reinforcing cognitive bias: effect of weibo poster’s location disclosure,no
10.1080/15213269.2023.2208363,"believing and sharing false news on social media: the role of news presentation, epistemic motives, and deliberative thinking",yes
10.1017/epi.2023.25,knowledge and disinformation,no
10.1177/00027642231174329,"detecting covid-19 fake news on twitter: followers, emotions, relationships, and uncertainty",no
10.3758/s13428-023-02153-x,the (mis)information game: a social media simulator,no
10.1007/978-3-031-34111-3_33,fake news detection utilizing textual cues,no
10.1080/09658211.2023.2198327,lost in the mall again: a preregistered replication and extension of loftus & pickrell (1995),no
10.1177/00332941231161789,perceived government transparency and covid-19 conspiracy beliefs: the mediating role of conspiracy mentality,no
10.1007/978-3-031-32225-9_17,inoculating adolescents against climate change misinformation,yes
10.1080/1051144X.2023.2217572,social studies teachers’ perceptions of the credibility and meaning of data visualisations for teaching,no
10.1080/03623319.2023.2216965,how does fact-check labeling impact the evaluations of inadvertently placed brand ads?,no
10.1080/10599231.2023.2197418,using cascade theories to explain the spread of fake news in the asian context,no
10.1080/21670811.2023.2200196,the role of trust and attitudes toward democracy in the dissemination of disinformation—a comparative analysis of six democracies,no
10.1037/mac0000108,the effect of parental bias on the reliability of children’s event reports and children’s memory for suggestive parental questioning,no
10.1111/gove.12808,fueling conspiracy beliefs: political conservatism and the backlash against covid-19 containment policies,no
10.3389/fpsyg.2023.1175571,the role of conspiracy mindset in reducing support for child vaccination for covid-19 in the united states,no
10.1080/13504630.2023.2207460,"covid-19, communalism, and islamophobia: india facing the disease",no
10.17645/mac.v11i2.6315,an overview of the fake news phenomenon: from untruth‐driven to post‐truth‐driven approaches,no
10.1007/s11218-023-09777-z,addressing racial misinformation at school: a psycho-social intervention aimed at reducing ethnic moral disengagement in adolescents,no
10.1007/s12144-023-04953-y,conspiracy beliefs predicting health behaviors: an integration of the theory of planned behavior and health belief model,no
10.1177/00027642231174334,this is clearly fake! mis- and disinformation beliefs and the (accurate) recognition of pseudo-information—evidence from the united states and the netherlands,yes
10.7195/ri14.v21i1.1933,professional perception of the journalistic sector about the effect of disinformation and fake news in the media ecosystem; [avaliação profissional do setor jornalístico sobre o efeito da desinformação e fake news no ecossistema midiático]; [valoración profesional del sector periodístico sobre el efecto de la desinformación y las fake news en el ecosistema mediático],no
10.1177/14614448231183617,bursts of contemporaneous publication among high- and low-credibility online information providers,no
10.23860/JMLE-2023-15-2-3,elementary school students' information literacy: instructional design and evaluation of a pilot training focused on misinformation,no
10.37016/mr-2020-114,how effective are tiktok misinformation debunking videos?,yes
10.1515/opis-2022-0143,covid-19 in mass media: manufacturing mass perceptions of the virus among older adults,no
10.1007/978-3-031-34111-3_36,mining the discussion of monkeypox misinformation on twitter using roberta,no
10.1080/1461670X.2023.2187652,can fighting misinformation have a negative spillover effect? how warnings for the threat of misinformation can decrease general news credibility,yes
10.1080/17512786.2023.2183235,strategies for the minimisation of misinformation spread through the local media environment,no
10.17645/mac.v11i2.6628,"pre‐truth: fake news, semiological guerrilla warfare, and some other media and communication “revolutions”",no
10.1080/21670811.2023.2180404,uninformed and misinformed: advancing a theoretical model for social media news use and political knowledge,no
10.1108/GKMC-08-2022-0190,an exploration of perceptions and use of misinformation on the social web in oman,no
10.1037/xge0001381,truth sensitivity and partisan bias in responses to misinformation,yes
10.1080/20445911.2023.2241699,the influence of involvement and emotional valence on accuracy judgments and sharing intention of fake news,yes
10.17645/mac.v11i1.6098,how politicians’ attacks on science communication influence public perceptions of journalists and scientists,no
10.3389/fnins.2022.1037659,effect of doctor–patient news-induced moral judgments on pain empathy for doctors and patients in china,no
10.1007/978-3-031-08608-3_6,"postpandemic technopolitical democracy: algorithmic nations, data sovereignty, digital rights, and data cooperatives",no
10.1037/xap0000394,warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: the critical importance of timing,no
10.47989/irisic2221,"‘confused, scared, hopeless, unsure.’ teens looking for information about covid-19",no
10.1007/s11191-021-00306-y,socioscientific issues thinking and action in the midst of science-in-the-making,no
10.1080/03623319.2020.1728508,"partisan online media use, political misinformation, and attitudes toward partisan issues",yes
10.1371/journal.pone.0275534,promoting engagement with quality communication in social media,no
10.1080/17512786.2022.2153075,"truth on demand: influences on how journalists in italy, spain, and bulgaria responded to covid-19 misinformation and disinformation",no
10.1080/09612025.2022.2147915,"a tale of two feminisms: gender critical feminism, trans inclusive feminism and the case of kathleen stock",no
10.1007/978-3-031-20364-0_30,eu4all: for a strategic communication on the democratic values highlighted by the european parliament to groups vulnerable to information,no
NA,communicating medical content now and then: fact or fiction?,no
10.1080/10410236.2022.2027640,moralization of e-cigarette use and regulation: a mixed-method computational analysis of opinion polarization,no
10.1093/joc/jqac031,populist attitudes and politicians' disinformation accusations: effects on perceptions of media and politicians,no
10.1038/s41598-022-22014-5,conspiratorial thinking as a precursor to opposition to covid-19 vaccination in the us: a multi-year study from 2018 to 2021,no
10.1080/15456870.2021.2021910,initial development and testing of a measure of credibility of mobile health apps: a clinical study among women seeking prenatal care,no
10.1093/joc/jqac023,"what should i believe? a conjoint analysis of the influence of message characteristics on belief in, perceived credibility of, and intent to share political posts",yes
10.1371/journal.pone.0278554,"when peppa pig and confucius meet, joining forces on the battlefield of health literacy–a qualitative analysis of covid-19 educational materials for children and adolescents from china, the usa, and europe",no
10.1371/journal.pone.0279929,an equitable vaccine delivery system: lessons from the covid-19 vaccine rollout in canada,no
10.1016/j.pubrev.2022.102251,narrative counters: understanding the efficacy of narratives in combating anecdote-based vaccine misinformation,no
10.1177/19401612211031457,"knowledge and the news: an investigation of the relation between news use, news avoidance, and the presence of (mis)beliefs",yes
10.1007/s44204-022-00042-2,"people, posts, and platforms: reducing the spread of online toxicity by contextualizing content and setting norms",no
10.1080/01900692.2021.2004605,trust in government during covid-19 pandemic in bangladesh: an analysis of social media users’ perception of misinformation and knowledge about government measures,no
10.1038/s41598-022-09656-1,in.to. covid-19 socio-epidemiological co-causality,no
10.1177/00027162231174320,social media data for firearms research: promise and perils,no
10.1016/j.socscimed.2022.115497,when the influencer says jump! how influencer signaling affects engagement with covid-19 misinformation,no
10.3389/fpsyg.2022.903506,motivators and barriers to covid-19 vaccination of healthcare workers in latvia,no
10.1080/14681811.2022.2028614,using tiktok to teach about abortion: combatting stigma and miseducation in the united states and beyond,no
10.1038/s41598-022-15769-4,a continuous time meta-analysis of the relationship between conspiracy beliefs and individual preventive behavior during the covid-19 pandemic,no
10.1080/17512786.2021.1908839,"reporting conflict from afar: journalists, social media, communication technologies, and war",no
10.1371/journal.pone.0276790,"social distancing, community stigma, and implications for psychological distress in the aftermath of ebola virus disease",no
10.1016/j.socscimed.2022.115522,increased belief in vaccination conspiracy theories predicts increases in vaccination hesitancy and powerlessness: results from a longitudinal study,no
10.1177/13591053211037730,the role of behavioural immune system and belief in covid-19 misinformation on covid-19 protective behaviours in indonesia,no
10.1002/jip.1604,drawing conclusions: instructing witnesses to draw what happened to them,no
10.1080/17419166.2022.2111305,"secondhand conspiracy theories: the social, emotional and political tolls on loved ones of qanon followers",no
10.1080/0092623X.2022.2065392,“don’t just randomly grab someone’s neck during intercourse!” an analysis of internet articles about choking/strangulation during sex,no
10.1093/ia/iiac053,the 2020 belarusian presidential election and conspiracy theories in the russo-ukrainian conflict,no
10.1558/jasr.22810,"selling (con)spirituality and covid-19 in australia: convictions, complexity and countering dis/misinformation",no
10.3389/fpsyg.2022.797904,"noise, fake news, and tenacious bayesians",no
10.1108/IJPL-08-2021-0048,the massive spreads and fatalities of covid-19 pandemic in the usa: symptoms of leadership failure,no
10.11591/ijere.v11i2.22339,instrument evaluation of conspiracy theory about covid-19: exploratory factor analysis and confirmatory factor analysis,no
10.1177/01914537221089363,‘lost in the marketplace of ideas: towards a new constitution for free speech after trump and twitter?’,no
10.1177/14614448211063185,double lockdown: the effects of digital exclusion on undocumented immigrants during the covid-19 pandemic,no
10.1016/j.socscimed.2022.115112,sociopolitical and psychological correlates of covid-19 vaccine hesitancy in the united states during summer 2021,no
10.1016/j.paid.2022.111522,believing in nothing and believing in everything: the underlying cognitive paradox of anti-covid-19 vaccine attitudes,no
10.1177/14648849211060628,beyond verification: flesh witnessing and the significance of embodiment in conflict news,no
10.1371/journal.pone.0268133,"corona was scary, lockdown was worse: a mixed-methods study of community perceptions on covid-19 from urban informal settlements of mumbai",no
10.1093/ct/qtab011,an empirical procedure to evaluate misinformation rejection and deception in mediated communication contexts,no
10.1177/09717218211003413,"anti-science misinformation and conspiracies: covid–19, post-truth, and science & technology studies (sts)",yes
NA,academic librarians’ activities in creating social-media authority in three selected nigerian university libraries,no
10.1177/09670106221101725,"cybersecurity, race, and the politics of truth",no
10.1371/journal.pone.0266397,covid-19 vaccination readiness among multiple racial and ethnic groups in the san francisco bay area: a qualitative analysis,no
10.3390/philosophies7030054,"different roles for multiple perspectives and rigorous testing in scientific theories and models: towards more open, context-appropriate verificationism",no
10.1177/09610006211016519,"information and information resources in covid-19: awareness, control, and prevention",no
10.1002/jcpy.1290,how misinformation taints our belief system: a focus on belief updating and relational reasoning,no
10.3389/fpsyg.2022.936917,"the mediating roles of attitude toward covid-19 vaccination, trust in science and trust in government in the relationship between anti-vaccine conspiracy beliefs and vaccination intention",no
10.3758/s13421-021-01232-8,the role of discomfort in the continued influence effect of misinformation,no
10.1093/pnasnexus/pgac137,the advantage of the right in social media news sharing,no
10.1371/journal.pone.0269606,understanding determinants of vaccine hesitancy and acceptance in india: a qualitative study of government officials and civil society stakeholders,no
10.1111/1468-5922.12807,observations on psychic vulnerability to media dissemination of false political-ideological messages (fake news),yes
10.1038/s41586-022-04805-y,c﻿ommunicating doctors’ consensus persistently increases covid-19 vaccinations,no
10.3389/fpsyg.2022.983681,would you believe an intoxicated witness? the impact of witness alcohol intoxication status on credibility judgments and suggestibility,no
10.1016/j.tbs.2022.03.005,misinformation and misperception in the market for parking,no
10.3390/journalmedia3010005,fake news explosion in portugal and brazil the pandemic and journalists’ testimonies on disinformation,no
10.5860/crl.83.5.765,"information literacy, diversity, and one-shot “pedagogies of the practical”",no
10.3390/journalmedia3010014,gatekeepers as safekeepers—mapping audiences’ attitudes towards news media’s editorial oversight functions during the covid-19 crisis,no
10.3390/journalmedia3010001,verification systems and programs in regional television stations that are members of the circom network,no
10.1016/j.tranpol.2022.04.011,"the deceitful connected and autonomous vehicle: defining the concept, contextualising its dimensions and proposing mitigation policies",no
10.1002/acp.3988,"children's memory and suggestibility years later: age, distress, and attachment",no
10.1017/err.2021.48,governing fake news: the regulation of social media and the right to freedom of expression in the era of emergency,no
10.1371/journal.pone.0266602,the new normal: covid-19 risk perceptions and support for continuing restrictions past vaccinations,no
10.1177/1464884920924527,‘we are a neeeew generation’: early adolescents’ views on news and news literacy,no
10.1371/journal.pone.0274323,"covid-19 related stigma, empathy and intention for testing in jordan",no
10.1093/jcmc/zmac008,the detection of political deepfakes,no
10.1371/journal.pone.0268270,a potential mechanism for low tolerance feedback loops in social media flagging systems,no
10.1016/j.jksus.2021.101805,a novel pixel's fractional mean-based image enhancement algorithm for better image splicing detection,no
10.3389/fpos.2022.648061,racialized pandemic: the effect of racial attitudes on covid-19 conspiracy theory beliefs,no
NA,disinformation as a widespread problem and vulnerability factors toward it: evidence from a quasi-experimental survey in spain,yes
10.1080/15398285.2022.2056370,covid-19 information needs and information-seeking behavior of cardiovascular patients: a qualitative study,no
10.1080/02691728.2022.2052994,climate change and culpable ignorance: the case of pseudoscience,no
NA,the search for agreement on logical fallacy annotation of an infodemic,no
10.37016/mr-2020-90,hide and seek: the connection between false beliefs and perceptions of government transparency,no
10.1016/B978-0-323-90570-1.00009-7,lying trolls: detecting deception and text-based disinformation using machine learning,no
10.1080/01292986.2021.2023594,hiding in the echo chamber: fact-checking failures and individual tactics of accuracy determination on whatsapp in india,no
10.1177/09610006221142032,"information literacy, well-being, and rural older adults in a pandemic",no
10.1093/poq/nfac034,factual corrections eliminate false beliefs about covid-19 vaccines,yes
NA,telling a lie: analyzing the language of information and misinformation during global health events,no
NA,‘we cannot trust everything on social media’ — personal experiences and social media literacy skills in fighting fake news during covid-19,no
NA,sharing truths about the self: theorizing news reposting on social media,no
10.48009/2_iis_2022_105,analytics and visualization of detecting fake news contents accuracy,no
10.1080/10584609.2022.2123580,issue importance and the correction of misinformation,no
10.1037/h0101868,providing eyewitness confidence judgments during versus after eyewitness interviews does not affect the confidence–accuracy relationship,no
10.1177/02666669221144622,impact of health-related internet use on disease management behavior of chronic patients: mediating role of perceived credibility of online information,no
10.1017/S0007123420000198,political knowledge and misinformation in the era of social media: evidence from the 2015 uk election,yes
NA,"twitter and endorsed (fake) news: the influence of endorsement by strong ties, celebrities, and a user majority on credibility of fake news during the covid-19 pandemic",yes
NA,"how ""loco"" is the loco corpus? annotating the language of conspiracy theories",no
10.1007/978-3-030-99987-2_9,disinformation analysis and citizen activism in the “post-truth” era: the case of debunkeu.org,no
10.1080/27703371.2022.2076003,silencing queerness–community and family relationships with young ethnic queers in aotearoa new zealand,no
10.1177/00332941221144606,"workplace deceptions during the pandemic: differences in conspiracy beliefs, psychological functioning, and covid-19 experiences",no
10.1017/can.2021.29,"algorithms, manipulation, and democracy",no
10.37016/mr-2020-96,partisan reasoning in a high stakes environment: assessing partisan informational gaps on covid-19,no
10.1007/s12144-022-03625-7,coping styles mediating the relationship between perceived chronic stress and conspiracy beliefs about covid-19,no
10.1007/978-3-031-11976-7_24,digital media literacy with sati (mindfulness): the combining approach underlying the thai contexts,no
10.4324/9781003154730-30,misinformation effect,no
10.1080/1369118X.2022.2027501,cloaked science: the yan reports,no
10.1080/23279095.2022.2096453,age and neurocognition are associated with credibility evaluations of health websites,no
10.20911/21768757v54n3p703/2022,pope francis and the challenge of ecclesial introversion: where is he coming from? where is he going?,no
10.1016/j.jecp.2021.105274,a focus on accuracy in misinformed mothers puts young children at risk for false memories,no
10.1386/jams_00087_1,"conspiracy theories, misinformation, disinformation and the coronavirus: a burgeoning of post-truth in the social media",no
10.37016/mr-2020-102,audio misinformation on whatsapp: a case study from lebanon,yes
NA,from believing to sharing: examining the effects of partisan media’s correction of covid-19 vaccine misinformation,yes
10.37016/mr-2020-87,research note: fighting misinformation or fighting for information?,no
10.1080/10811680.2022.2154071,emerging transparency systems for news governance to protect media independence and credibility in the digital infosphere,no
NA,a first attempt at unreliable news detection in swedish,no
10.1037/stl0000332,where do neuromyths come from? sources and strength of psychological misconceptions,no
NA,"seeing and believing pro-trump fake news: the interacting roles of online news sources, partisanship, and education",yes
10.17576/JKMJC-2022-3802-16,disseminating information through social media during covid-19 pandemic among university students,no
10.37016/mr-2020-103,legislator criticism of a candidate’s conspiracy beliefs reduces support for the conspiracy but not the candidate: evidence from marjorie taylor greene and qanon,no
10.1163/15691330-bja10069,"what happened to ethiopian youth during the covid-19 pandemic? evolved risk beliefs, contributing factors, and lessons from the global south",no
10.29038/eejpl.2022.9.2.isa,the psycholinguistics of propaganda: mechanisms of subjugation and how to challenge them; [психолінгвістика пропаганди: механізми підпорядкування і як їм протистояти.],no
10.17323/JLE.2021.13371,the language of russian fake stories: a corpus-based study of the topical change in the viral disinformation,no
10.1080/02635143.2020.1776243,a method and framework for video-based pedagogy analysis,no
10.1002/9781119743347.ch14,"rumoring, disinformation, and contentious politics in the digital age: the case of china and beyond",no
10.1016/j.jarmac.2021.08.001,double misinformation: effects on eyewitness remembering,no
10.1016/j.pubrev.2021.102105,examining characteristics of prebunking strategies to overcome pr disinformation attacks,no
10.1177/00953997211009897,administrative neutrality in the wake of trumpism,no
10.1080/09658211.2021.1917618,resisting misinformation via discrepancy detection: effects of an unaware suspicion cue,yes
10.1038/s41598-021-01487-w,dynamics of online hate and misinformation,no
10.3758/s13421-021-01255-1,are witnesses able to avoid highly accessible misinformation? examining the efficacy of different warnings for high and low accessibility postevent misinformation,no
10.1002/9781119743347.ch4,do you believe in fake after all? whatsapp disinformation campaign during the brazilian 2018 presidential election,yes
10.1177/00027642211003156,cascading crises: society in the age of covid-19,no
10.1080/23251042.2021.1973656,‘scientists don’t care about truth anymore’: the climate crisis and rejection of science in canada’s oil country,no
10.1016/j.heliyon.2021.e08132,reactions to the media coverage during the first wave of covid-19 in bangladesh,no
10.1002/9781119743347.ch13,understanding which factors promote exposure to online disinformation,no
10.1002/acp.3883,can clarifying instructions mitigate the effects of multifaceted questions on susceptibility to suggestion?,no
10.1111/ajps.12616,american politics in two dimensions: partisan and ideological identities versus anti-establishment orientations,no
10.3390/journalmedia2040037,football misinformation matrix: a comparative study of 2020 winter transfer news in four european sports media outlets,no
10.1007/978-3-030-84989-4_9,nazi broadcasts to a neutral country: disseminating fear in portugal during the second world war,no
10.1007/978-3-030-77131-7_4,african american mental health: challenges and opportunities,no
10.3389/fpsyg.2021.666707,mediators and moderators of reinforced self-affirmation as a method for reducing the memory misinformation effect,no
10.1038/s41598-021-95514-5,detection of fake-video uploaders on social media using naive bayesian model with social cues,no
10.1080/10357718.2021.1985964,foreign interference and australian electoral security in the digital era,no
10.1139/FACETS-2021-0062,the right to burn: barriers and opportunities for indigenous-led fire stewardship in canada,no
NA,extremist exploitation of the context created by covid-19 and the implications for australian security,no
10.1007/s10612-020-09514-4,anatomy of moral panic: the “list of 88” and runaway constructionism,no
10.1386/jammr_00032_1,digital communication and ramadan at the time of covid-19,no
10.1126/sciadv.abn0481,how do you solve a problem like misinformation?,no
10.3390/soc11040133,libraries fight disinformation: an analysis of online practices to help users’ generations in spotting fake news,no
