DOI,Title,include
10.34044/j.kjss.2023.44.4.32,when fake news comes with translation: a study of perception toward coronavirus-related news translation into thai,No
10.1371/journal.pone.0284107,exploring parents’ views of the use of narratives to promote childhood vaccination online,No
10.1371/journal.pone.0287870,scientists' deficit perception of the public impedes their behavioral intentions to correct misinformation,No
10.3390/philosophies8050078,is it virtuous to love truth and hate falsehood?,No
10.1038/s41562-023-01644-3,a taxonomy of anti-vaccination arguments from a systematic literature review and text modelling,No
10.1038/s41598-023-42614-z,"examining the association between social media fatigue, cognitive ability, narcissism and misinformation sharing: cross-national evidence from eight countries",No
10.21833/ijaas.2023.08.021,exploring the impact of trust dimensions on covid-19 vaccination intention and behavior: a quantitative analysis,No
10.1145/3583780.3614936,interpretable fake news detection with graph evidence,No
10.1027/1016-9040/a000492,"countering misinformation: evidence, knowledge gaps, and implications of current interventions",No
10.1038/s41598-023-34629-3,deep fake detection and classification using error-level analysis and deep learning,No
10.1007/s11229-023-04336-7,fake news and epistemic flooding,No
10.1016/j.techfore.2023.122598,panic buying and fake news in urban vs. rural england: a case study of twitter during covid-19,No
10.1111/bjhp.12670,how to debunk misinformation? an experimental online study investigating text structures and headline formats,No
10.1371/journal.pone.0287298,fake news stance detection using selective features and fakenet,No
10.1016/j.techfore.2023.122640,concept-drift detection index based on fuzzy formal concept analysis for fake news classifiers,No
10.28991/ESJ-2023-07-04-015,stand up against bad intended news: an approach to detect fake news using machine learning,No
10.1038/s41598-023-37072-6,predictors and motives for mask-wearing behavior and vaccination intention,No
10.1177/10755470231207611,"exploring covid-19 vaccine misinformation exposure, beliefs, fear, and information avoidance via the stimulus–organism–response framework",No
10.1177/14407833231161369,one day of eating: tracing misinformation in ‘what i eat in a day’ videos,No
10.1057/s41284-022-00347-0,countering fake information as a guarantee of state information security,No
10.1038/s41598-023-39807-x,the relation between authoritarian leadership and belief in fake news,No
10.1098/rsos.221036,the role of perceived minority-group status in the conspiracy beliefs of factual majority groups,No
10.1038/s41598-023-40716-2,tokenization of social media engagements increases the sharing of false (and other) news but penalization moderates it,No
10.1093/pnasnexus/pgad246,covid-19 and social media: beyond polarization,No
10.1007/s11098-023-02031-4,too humble for words,No
10.1007/s10639-023-11730-8,development and validation of a scale for assessing university students' new online media and reporting literacy,No
10.1111/spc3.12815,"“they'll take a gun to me before i get that shot”: rationalization, emotions, and misinformation in covid-19 vaccine hesitancy",No
10.1177/23727322231219684,using behavioral science for infodemic preparedness: the case of vaccination misinformation,No
10.1177/2379298121997056,a customizable information quality activity in business and management courses: recommendations for research,No
10.1098/rsos.221097,correcting covid-19 vaccine misinformation in 10 countries,No
10.22550/REP81-2-2023-04,adolescents’ vulnerability to disinformation: its measurement and relationship to critical thinking and moral disengagement; [la vulnerabilidad de los adolescentes frente a la desinformación: su medición y su relación con el pensamiento crítico y la desconexión moral],No
10.3758/s13421-022-01351-w,text validation: overlooking consistency effect discrepancies,No
10.1037/law0000401,the impact of viewing social media images on eyewitness identification,No
10.26615/978-954-452-085-4_017,nlp ssn cse@dravidianlangtech-2023: fake news detection in dravidian languages using transformer models,No
10.11645/17.1.3360,sharing in the echo chamber: examining instagram users’ engagement with infographics through the frame of digital literacy,No
10.1007/s10919-022-00419-0,the gestural misinformation effect in child interviews in switzerland,No
10.1037/xge0001395,gamified inoculation interventions do not improve discrimination between true and fake news: reanalyzing existing research with receiver operating characteristic analysis,Yes
10.4185/RLCS-2023-1914,fighting disinformation through source management: a comparison between journalistic models in the context of covid-19; [combatir la desinformación desde la gestión de fuentes: comparativa entre modelos periodísticos en el contexto del covid-19],No
10.1017/XPS.2023.1,do survey questions spread conspiracy beliefs?,No
10.1007/978-3-031-13698-6_7,disinformation in the age of the covid-19 pandemic: how does belief in fake news and conspiracy theories affect canadians' reactions to the crisis?,No
10.57230/EJPLT231AOA,privacy invasion and disinformation: navigating the challenges of information and communication technologies; [invasione della privacy e disinformazione: come affrontare le sfide delle tecnologie dell'informazione e della comunicazione],No
10.1371/journal.pone.0282308,information battleground: conflict perceptions motivate the belief in and sharing of misinformation about the adversary,No
10.1027/1864-9335/a000509,hippies next to right-wing extremists: identifying subgroups of antilockdown protesters in germany using latent profile analysis,No
10.1037/dec0000223,numeracy does not polarize climate change judgments: numerate people are more knowledgeable and knowledge is power,No
10.1177/10755470231186396,polarization or mainstreaming? how covid-19 news exposure affects perceived seriousness of the pandemic and the susceptibility to covid-19 misinformation?,No
10.3390/socsci12030137,"covid-19 pandemic and the crisis of care: wellness discourses, neoliberal self-care, and (dis)infodemic",No
10.1002/sce.21790,science education in an age of misinformation,No
10.1016/j.datak.2023.102176,leveraging relevant summarized information and multi-layer classification to generalize the detection of misleading headlines,No
10.1371/journal.pone.0283238,learning about informal fallacies and the detection of fake news: an experimental intervention,No
10.1016/j.socscimed.2023.115863,promoting covid-19 vaccine confidence through public responses to misinformation: the joint influence of message source and message content,No
10.1007/s11406-022-00608-7,the unique depictive damage of gombrichian schemata in cartoons,No
10.1037/mac0000149,"evaluating tweets reduces the influence of inaccurate content, but does “liking” a tweet reflect evaluation?",No
10.1037/xap0000458,effects of inductive learning and gamification on news veracity discernment,Yes
10.1016/j.actpsy.2023.103930,is the covid-19 bad news game good news? testing whether creating and disseminating fake news about vaccines in a computer game reduces people's belief in anti-vaccine arguments,No
10.1371/journal.pone.0282202,effective mitigation of the belief perseverance bias after the retraction of misinformation: awareness training and counter-speech,No
10.1086/724220,the credibility effect: defamation law and audiences,No
10.1371/journal.pone.0281777,moral leniency towards belief-consistent disinformation may help explain its spread on social media,No
10.3390/jintelligence11020027,actively open-minded thinking and its measurement,No
10.26615/978-954-452-085-4_008,overview of the shared task on fake news detection from social media text,No
10.1086/722345,latino-targeted misinformation and the power of factual corrections,No
10.1177/07311214221117294,the ongoing process of hiv-stigma (re)production,No
10.26615/978-954-452-085-4_026,nlpt malayalm@dravidianlangtech-ranlp 2023: fake news detection in malayalam using optimized xlm-roberta model,No
10.1007/s12119-023-10194-9,a cross-sectional comparative study analyzing the quality of youtube videos as a source of information for treatment of erectile dysfunction in english and hindi language,No
10.1093/pnasnexus/pgad078,moralization and extremism robustly amplify myside sharing,No
10.1016/j.actpsy.2023.103945,trust in science and belief in misinformation mediate the effects of political orientation on vaccine hesitancy and intention to be vaccinated,No
10.1177/10659129231224084,countering “fake news” through public education and advertisements: an experimental analysis,No
10.1515/mmcks-2023-0009,exposure of valenced fake news frames to country brand equity and the role of news credibility in this process,No
10.1371/journal.pone.0280245,profiles of covid-19 vaccine hesitancy by race and ethnicity in eastern pennsylvania,No
10.4324/9781003391616-12,japan’s changing approach to dealing with rumors in the aftermath of natural disasters and war,No
10.22572/mi.29.1.2,media discourse on web portals and twitter – an online battleground for the combat between media literacy and fake news?; [novinarski diskurs na portalima i twitteru - medijski poligon borbe medijske pismenosti i lažnih vijesti?],No
10.1371/journal.pone.0284773,"experiences of women in prenatal, childbirth, and postpartum care during the covid-19 pandemic in selected cities in brazil: the resignification of the experience of pregnancy and giving birth",No
10.1177/10776990221084606,how misinformation and rebuttals in online comments affect people’s intention to receive covid-19 vaccines: the roles of psychological reactance and misperceptions,No
10.1093/jcmc/zmad021,facts are hard to come by: discerning and sharing factual information on social media,No
10.1126/sciadv.abo6169,the social media context interferes with truth discernment,Yes
10.1017/elo.2023.14,the ordoliberal internet? continuity and change in the eu's approach to the governance of cyberspace,No
10.1126/sciadv.adg8333,social media: why sharing interferes with telling true from false,Yes
10.47305/JLIA2391035s,rethinking strategic autonomy in times of next generation eu: new digital agenda,No
10.4324/9781003429036-13,covid: the invisible invasion,No
10.1007/s41979-022-00082-6,assessing confidence and certainty of students in an undergraduate linear algebra course,No
10.1177/01461672221077519,how attitudes impact the continued influence effect of misinformation: the mediating role of discomfort,No
10.1126/science.adi0248,how ai can distort human beliefs: models can convey biases and false information to users,No
10.26615/978-954-452-085-4_028,ml&ai_iiit ranchi@dravidianlangtech: leveraging transfer learning for the discernment of fake news within the linguistic domain of dravidian language,No
10.1177/09636625231215979,credibility of misinformation source moderates the effectiveness of corrective messages on social media,No
10.1111/jssr.12836,"christ, country, and conspiracies? christian nationalism, biblical literalism, and belief in conspiracy theories",No
10.1037/mac0000142,social truth queries: development of a new user-driven intervention for countering online misinformation,No
10.3145/epi.2023.may.22,"fighting disinformation with artificial intelligence: fundamentals, advances and challenges; [inteligencia artificial contra la desinformación: fundamentos, avances y retos]",No
10.1016/j.cognition.2023.105421,the illusory truth effect leads to the spread of misinformation,No
10.1093/pnasnexus/pgad094,the spot the troll quiz game increases accuracy in discerning between real and inauthentic social media accounts,No
10.1371/journal.pone.0276238,the impact of vaccine information and other factors on covid-19 vaccine acceptance in the thai population,No
10.1027/1016-9040/a000491,best practices for ethical conduct of misinformation research: a scoping review and critical commentary,No
10.1371/journal.pone.0281140,correcting vaccine misinformation: a failure to replicate familiarity or fear-driven backfire effects,No
10.3758/s13421-022-01374-3,the independent effects of source expertise and trustworthiness on retraction believability: the moderating role of vested interest,No
10.3390/socsci12060320,dissemination of a “fake miracle cure” against covid-19 on twitter: the case of chlorine dioxide,No
10.3389/fsoc.2022.1093354,the link between reported cases of covid-19 and the infodemic risk index: a worldwide perspective,No
10.3390/socsci12030168,evaluations of the authenticity of news media articles and variables of xenophobia in a german sample: measuring out-group stereotypes indirectly,No
10.1037/xge0001436,the role of political devotion in sharing partisan misinformation and resistance to fact-checking,No
10.1037/edu0000842,what are they thinking? exploring college students’ mental processing and decision making about covid-19 (mis)information on social media,No
10.1177/00027162231214696,how sticky is pink slime? assessing the credibility of deceptive local media,No
10.1016/j.giq.2023.101810,"measuring the effect of political alignment, platforms, and fake news consumption on voter concern for election processes",No
10.1080/10720537.2023.2294314,empowering youth to combat malicious deepfakes and disinformation: an experiential and reflective learning experience informed by personal construct theory,No
10.1111/ajsp.12586,do you trust the rumors? examining the determinants of health-related misinformation in india,No
10.17645/MAC.V11I3.6807,dealing with covid-19 in casual democracies,No
10.1080/10691316.2023.2292986,unlikely partners in a media literacy initiative,No
10.37016/mr-2020-123,assessing misinformation recall and accuracy perceptions: evidence from the covid-19 pandemic,Yes
10.17645/mac.v11i4.7190,"doctors fact‐check, journalists get fact‐checked: comparing public trust in journalism and healthcare",No
10.1080/0965254X.2023.2253801,"havocs of social media fake news! analysing the effect of credibility, trustworthiness, and self-efficacy on consumer’s buying intentions",No
10.14198/MEDCOM.24259,evaluation of open digital resources for digital and media competence from an educational-communicative perspective; [evaluación de recursos digitales en abierto para la competencia digital y mediática desde una perspectiva educomunicativa],No
10.1177/09636625231217081,institutional and non-institutional news trust as predictors of covid-19 beliefs: evidence from three european countries,No
10.4324/9781003443940-10,teaching and learning about immigration as a humanitarian issue: the sociopolitical context bottleneck,No
10.1108/JCOM-04-2023-0043,"do information disputes work: the effect of perceived risk, news disputes and credibility on consumer attitudes and trust toward biotechnology companies",No
10.5334/joc.324,mixed news about the bad news game,No
10.1111/issj.12475,acovmd: automatic covid-19 misinformation detection in twitter using self-trained semi-supervised hybrid deep learning model,No
10.1080/02691728.2023.2237942,why human prejudice is so persistent: a predictive coding analysis,No
10.12688/openreseurope.16087.1,information manipulation and historical revisionism: russian disinformation and foreign interference through manipulated history-based narratives,No
10.1177/14614448231202480,how social media users become misinformed: the roles of news-finds-me perception and misinformation exposure in covid-19 misperception,No
10.4324/9781003224495-7,misinformation detection in news text: automatic methods and data limitations,No
10.17645/mac.v11i4.7090,overcoming the age barrier: improving older adults’ detection of political disinformation with media literacy,No
10.1177/17461979231189186,conceptualizing political information literacy among young people: a systematized review of the literature,No
10.1080/10410236.2023.2288372,strategies for assessing health information credibility among older social media users in china: a qualitative study,No
10.4324/9781003190363-20,"journalistic approaches to information sources, fact-checking, verification, and detached reporting",No
10.1080/10410236.2023.2244169,the roles of social media use and medical mistrust in black americans’ covid-19 vaccine hesitancy: the risp model perspective,No
10.1177/00104140231193008,online disinformation predicts inaccurate beliefs about election fairness among both winners and losers,No
10.23860/JMLE-2023-15-2-5,filipino students' competency in evaluating digital media content credibility: 'beginning' to 'emerging' levels,Yes
10.1177/14614448231193709,truth be told: how “true” and “false” labels influence user engagement with fact-checks,No
10.1177/13548565231203102,the different worlds of google – a comparison of search results on conspiracy theories in 12 countries,No
10.30547/worldofmedia.3.2023.4,media effects and the impact of fake and anti-fake news on youth audiences: the use of eye-tracking technologies,No
10.3389/fpsyg.2023.1242865,"true, justified, belief? partisanship weakens the positive effect of news media literacy on fake news detection",No
10.1080/03055698.2023.2296345,helping young students cope with the threat of fake news: efficacy of news literacy training for junior-secondary school students in hong kong,No
10.4324/9781003325765-5,"captain ahab and donald trump: false claims, the fragility of belief, and the perilous ship of america’s soul",No
NA,are people easily duped by disinformation? experimental evidence for open vigilance,Yes
10.1177/14614448231196863,the puzzle of misinformation: exposure to unreliable content in the united states is higher among the better informed,No
10.1007/978-3-031-25871-8_1,education in the age of misinformation: an introduction,No
10.11114/smc.v11i6.6166,"ranked by truth metrics: a new communication method approach, on crowd-sourced fact-checking platforms for journalistic and social media content",No
10.3389/fpsyg.2023.1226861,assessing the potential conditioning effects of mis and disinformation self-efficacy on the relationship between general social media use and political knowledge,No
NA,it’s nothing but a deepfake! the effects of misinformation and deepfake labels delegitimizing an authentic political speech,No
10.35516/hum.v50i5.180,social media responsibility towards covid 19 news: the case of qatar,No
10.3389/fpsyg.2023.1185699,conspiracy thinking and the long historical shadow of romanticism on authoritarian politics,No
10.34135/communicationtoday.2023.Vol.14.No.2.11,online media audience during the covid-19 pandemic as an active amplifier of disinformation: motivations of university students to share information on facebook,No
10.4324/9781003190363-34,"anticipatory approaches to disinformation, warning and supporting technologies",No
10.4324/9780429354663-12,evenki “false” accounts: supplies and reindeer in an indigenous enterprise,No
NA,social representations of (im)migrants in the first year of the covid-19 pandemic in brazil: a study of online news,No
10.1073/pnas.2105425120,"metacognition, public health compliance, and vaccination willingness",No
10.1108/GKMC-07-2023-0244,content analysis and sentiment analysis of pro- and anti-vaccine conversations on youtube in india: intentions and causes,No
10.1177/01634437231211678,online misinformation and everyday ontological narratives of social distinction,No
10.1080/01442872.2023.2258810,regulating misleading political advertising on online platforms: an example of regulatory mercantilism in digital policy,No
NA,inoculation can reduce the perceived reliability of polarizing social media content,No
10.1037/xap0000480,scrolling through fake news: the effect of presentation order on misinformation retention,No
10.1080/10410236.2023.2258310,covid-19 vaccination hesitancies: a spanish-language focus group analysis in texas,No
10.1080/17524032.2023.2237693,inspiring g(re)en z: unraveling (para)social bonds with influencers and perceptions of their environmental content,No
10.4324/9781003224495-9,debunking fake news through the multimodal composition of internet memes,No
10.1080/0965254X.2023.2253819,"i think, therefore i ignore: a study on disinformation’s credibility perceptions and sharing intentions over social media",Yes
10.17645/mac.v11i4.7018,watching the watchdogs: using transparency cues to help news audiences assess information quality,No
10.1177/00936502231206419,"checking the fact-checkers: the role of source type, perceived credibility, and individual differences in fact-checking effectiveness",No
10.1017/epi.2023.46,partisan epistemology and misplaced trust,No
10.4324/9781003190363-15,using mimetic and rhetorical theory to critique a disinformation consensus: the problem of “personal vigilance”,No
10.1007/978-3-031-14717-3_13,the role of the media in the management of pandemic situations in africa. an application of selected health communication theories,No
10.1080/00913367.2023.2261027,through the partisan looking glass: evidence of asymmetric credibility and persuasion effects of unverified negative brand information on social media,No
10.1037/xge0001463,the contingent reputational benefits of selective exposure to partisan information,No
10.1080/10510974.2023.2246210,does tone of comments matter?: exploring the role of uncivil comments and political orientation on weakening belief in fake news and eliciting anger,No
10.1177/02666669231206784,analyzing patterns of political news evaluation among university students in northeast thailand,No
10.1017/pan.2023.21,the effect of fox news on health behavior during covid-19,No
10.21409/K44N-5W76,digital disinformation campaign around the war in ukraine:â€‰ case of alternative media in switzerland; [campagne de désinformation digital autour de la guerre en ukraine: cas des médias alternatifs en suisse],No
10.14456/tureview.2023.10,conceptualizing a framework for social media data sharing,No
10.1007/s10579-023-09678-9,run-as: a novel approach to annotate news reliability for disinformation detection,No
10.37016/mr-2020-130,what do we study when we study misinformation? a scoping review of experimental research (2016-2022),No
10.1080/10584609.2023.2291538,"right-wing authoritarian attitudes, fast-paced decision-making, and the spread of misinformation about covid-19 vaccines",No
10.1177/09579265231211490,mining misinformation discourse on social media within the ‘ideological square’,No
10.1515/commun-2023-0010,with time comes trust? the development of misinformation perceptions related to covid-19 over a six-month period: evidence from a five-wave panel survey study in the netherlands,No
10.1007/s13164-023-00716-7,conspiracy theory belief: a sane response to an insane world?,No
10.4324/9781003119456-18,from suspension of disbelief to production of belief: the case of alternate reality games,No
10.1177/14648849231196080,checking verifications during the 2022 brazilian run-off election: how fact-checking organizations exposed falsehoods and contributed to the accuracy of the public debate,No
NA,anti-government extremism in australia: understanding the australian anti-lockdown freedom movement as a complex anti-government social movement,No
10.1080/21670811.2023.2254820,ai as an apolitical referee: using alternative sources to decrease partisan biases in the processing of fact-checking messages,No
10.3389/fpsyg.2023.1295130,iranian scientists and french showers: collaborative fact-checking of identity-salient online information,No
10.4324/9781003224495-28,the covid-19 infodemic on twitter: dialogic contraction within the echo chambers,No
10.1177/14648849231212737,what feels like news? young people’s perceptions of news on instagram,No
10.1080/17512786.2023.2279339,a misinformation insurrection: examining the influence of political affiliation on media hostility and news credibility,No
10.26522/ssj.v17i3.3909,living among confederate icons: perpetuating white supremacist beliefs and blindness to black suffering,No
10.1177/14614448231199664,assessing the perceived credibility of deepfakes: the impact of system-generated cues and video characteristics,No
10.2196/49183,chatgpt versus consultants: blinded evaluation on answering otorhinolaryngology case–based questions,No
10.4324/9781003245131-52,"fake news, truth, and democracy",No
10.1590/1807-01912023292304,"misinformation, political preferences, and cognitive traits: a look at the brazilian electorate; [désinformation, préférences politiques et traits cognitifs: un regard sur l’électorat brésilien]; [misinformação, preferências políticas e traços cognitivos: um olhar sobre o eleitorado brasileiro]; [desinformación, preferencias políticas y rasgos cognitivos: una mirada al electorado brasileño]",No
10.1017/XPS.2023.20,testing the effect of information on discerning the veracity of news in real time,Yes
10.4324/9781003224495-6,a model for understanding and assessing semi-fake scientific news reporting,No
10.1177/14648849231215190,"analysis of news credibility in the digital press. source types have a limited effect, while age, gender, and education are differential factors",No
10.1080/24750158.2023.2235646,the impact and management of mis/disinformation at university libraries in australia,No
10.1111/1475-6765.12646,mistakenly misinformed or intentionally deceived? mis- and disinformation perceptions on the russian war in ukraine among citizens in 19 countries,Yes
10.1177/08969205231214806,certainty in an uncertain world: toward a critical theory of opinion,No
10.1177/14614448231199247,unraveling whatsapp group dynamics to understand the threat of misinformation in messaging apps,No
10.1080/01296612.2023.2279343,accuracy or confidence? analyzing the impact of online misinformation on filipino youth voting likelihood,No
10.3389/fpsyg.2023.1165039,"evaluation of misinformation among pro-ukrainian latvians – the role of prior attitude, analytical thinking, and emotions",Yes
10.1093/poq/nfad032,all the president's lies: repeated false claims and public opinion,No
10.1080/0965254X.2023.2253824,investigating the effect of social media fake news on consumer behavior: an empirical study with multiple moderations,No
10.1080/15534510.2023.2279662,the price of (dis)trust–profiling believers of (dis)information in the hungarian context,No
NA,do not use this hashtag: fat acceptance (mis)information and discursive boundary-work as content moderation on instagram,No
10.1080/17524032.2023.2239516,climate change-related counter-attitudinal fake news exposure and its effects on search and selection behavior,No
10.37016/mr-2020-128,increasing accuracy motivations using moral reframing does not reduce republicans’ belief in false news,No
10.17645/mac.v11i4.7071,distrust profiles: identifying the factors that shape journalism’s credibility crisis,No
10.4324/9781003119456-20,fake news and fictional news1,No
10.7195/ri14.v21i1.1988,perceptions of spanish citizens about disinformation in times of covid-19: effects and mechanisms to fight against false news; [perceções dos cidadãos espanhóis sobre a desinformação em tempos de covid-19: efeitos e mecanismos de combate às notícias falsas]; [percepciones de la ciudadanía española ante la desinformación en tiempos de la covid-19: efectos y mecanismos de lucha contra las noticias falsas],No
10.1007/978-3-031-15119-4_6,“enquiring minds want to know”: president bill clinton and the blurring of news and gossip,No
10.16888/interd.2023.40.2.20,impact of an educational intervention on the knowledge of cervical cancer prevention in nursing students and their families; [impacto de una intervención educativa en el conocimiento de la prevención de la neoplasia del cuello uterino en estudiantes de enfermería y sus familias],No
10.3389/fpsyg.2023.1109064,afraid but misinformed: conspiracist beliefs cancel the positive influence of fear of covid-19 on vaccination intentions - findings from a romanian sample,No
10.1007/978-94-024-2225-2_6,the battle between the thai government and thai netizens over mis/disinformation during covid-19,No
10.17645/mac.v11i2.6381,vulnerability to disinformation in relation to political affiliation in north macedonia,No
10.1177/01461672231154886,on the disposition to think analytically: four distinct intuitive-analytic thinking styles,No
10.1080/23311983.2023.2224601,social media: a watchdog or a conspiracy breeder?: covid-19 disinformation among iraqi students,No
10.1007/s10677-023-10382-4,is rational manipulation permissible?,No
10.3389/fpsyg.2023.1155280,the role of self-efficacy beliefs in dealing with misinformation among adolescents,No
10.1037/xge0001374,tribalism and tribulations: the social costs of not sharing fake news,No
10.37016/mr-2020-117,support for “doing your own research” is associated with covid-19 misperceptions and scientific mistrust,No
10.3389/fsoc.2023.1150753,disinformation a problem for democracy: profiling and risks of consensus manipulation,No
10.1177/00187208231173263,"who gets caught in the web of lies?: understanding susceptibility to phishing emails, fake news headlines, and scam text messages",No
10.1080/08941920.2022.2158255,supporting women landowners in wetland conservation,No
10.1177/13675494231173536,simple solutions to wicked problems: cultivating true believers of anti-vaccine conspiracies during the covid-19 pandemic,No
10.1080/03637751.2023.2202728,estimating the impact of immediate versus delayed corrections on belief accuracy,Yes
10.1080/10410236.2023.2206177,what influences audience susceptibility to fake health news: an experimental study using a dual model of information processing in credibility assessment,Yes
10.1007/978-94-024-2225-2_15,misinformation in open and closed online platforms: impacts and countermeasures,No
10.1177/00027642231174335,the influence of fact-checking is disputed! the role of party identification in processing and sharing fact-checked social media posts,No
10.1080/10510974.2023.2219704,using message strategies to attenuate the effects of disinformation on credibility,No
10.22034/ijism.2023.1977768.0,covid-19 misinformation and the role of the information professional,No
10.1080/21670811.2023.2210616,the alternative truth kept hidden from us: the effects of multimodal disinformation disseminated by ordinary citizens and alternative hyper-partisan media: evidence from the us and india,No
10.1177/00332941231164073,state mindfulness and misinformation susceptibility,No
10.1016/j.cresp.2023.100111,a moth to a flame? fulfilling connectedness needs through romantic relationships protects conspiracy theorists against covid-19 misinformation,No
10.1080/01402382.2023.2211836,analysing the political effects of ‘fake news’ deflections in the uk,No
10.1080/10584609.2023.2222070,uninformed or misinformed in the digital news environment? how social media news use affects two dimensions of political knowledge,No
10.1177/14614448231179941,not all skepticism is “healthy” skepticism: theorizing accuracy- and identity-motivated skepticism toward social media misinformation,No
10.3389/fcomm.2023.1231301,science journalism in pandemic times: perspectives on the science-media relationship from covid-19 researchers in southern europe,No
10.1080/01495933.2023.2182107,the need to up our game in countering disinformation,No
10.1007/978-3-031-10971-3_19,disinformation and diplomacy,No
10.1177/14614448231172964,misinformation rules!? could “group rules” reduce misinformation in online personal messaging?,No
10.1590/1807-7692bar2023220014,opportunism and the role of financial incentives: an experimental analysis based on game theory,No
10.1080/09658211.2023.2216910,preference for cheap-and-easy memory verification strategies is strongest among people with high memory distrust,No
10.1007/s12144-023-04464-w,are accuracy discernment and sharing of covid-19 misinformation associated with older age and lower neurocognitive functioning?,Yes
10.3389/fpsyg.2023.1172094,the moderating influence of perceived government information transparency on covid-19 pandemic information adoption on social media systems,No
10.1080/10410236.2023.2212443,attitudes and misconceptions of coronavirus disease and vaccination among african americans in rural mississippi,No
10.1080/15456870.2023.2202402,tweeting about the covid-19 vaccine: a content analysis,No
10.1515/commun-2022-0020,crisis alert: (dis)information selection and sharing in the covid-19 pandemic,No
10.30827/publicaciones.v53i2.26819,reciprocal teaching influenced by information literacy levels in students of communication sciences; [通信科学专业学生信息素养水平对互惠教学的影响]; [взаимное обучение в зависимости от уровня информационной грамотности студентов коммуникационных наук]; [enseñanza recíproca influenciado por los niveles de alfabetización informacional en estudiantes de ciencias de la comunicación],No
10.1007/978-94-024-2225-2_8,"no “me” in misinformation: the role of social groups in the spread of, and fight against, fake news",No
10.1080/10584609.2023.2175398,an agenda for studying credibility perceptions of visual misinformation,No
10.1080/10584609.2023.2201940,“we never really talked about politics”: race and ethnicity as foundational forces structuring information disorder within the vietnamese diaspora,No
10.37016/mr-2020-116,less reliable media drive interest in anti-vaccine information,No
10.1080/08838151.2023.2201506,correcting e-cigarette misinformation on social media: responses from uae nationals who smoke,No
10.1007/s11191-023-00447-2,exploring the role of multiplist epistemic beliefs on covid-19 conspiracies and prevention among undergraduates,No
10.37016/mr-2020-115,"explaining beliefs in electoral misinformation in the 2022 brazilian election: the role of ideology, political trust, social media, and messaging apps",Yes
10.1080/00909882.2023.2165885,a comparative analysis of u.s. state government communication and resident compliance to cdc covid-19 guidelines,No
10.1371/journal.pone.0280460,"attitudes, perceptions, and preferences towards sars cov-2 testing and vaccination among african american and hispanic public housing residents, new york city: 2020–2021",No
10.17645/mac.v11i2.6301,the (un)intended consequences of emphasizing the threats of mis-and disinformation,No
10.1177/14614448231176551,in different worlds: the contributions of polarization and platforms to partisan (mis)perceptions,No
10.22363/2312-9220-2023-28-2-381-396,exposure of fake news to the indian social media users; [разоблачение фейковых новостей для индийских пользователей социальных сетей],No
10.17645/mac.v11i2.6506,combating disinformation or reinforcing cognitive bias: effect of weibo poster’s location disclosure,No
10.1080/15213269.2023.2208363,"believing and sharing false news on social media: the role of news presentation, epistemic motives, and deliberative thinking",No
10.1017/epi.2023.25,knowledge and disinformation,No
10.1177/00027642231174329,"detecting covid-19 fake news on twitter: followers, emotions, relationships, and uncertainty",No
10.3758/s13428-023-02153-x,the (mis)information game: a social media simulator,No
10.1007/978-3-031-34111-3_33,fake news detection utilizing textual cues,No
10.1080/09658211.2023.2198327,lost in the mall again: a preregistered replication and extension of loftus & pickrell (1995),No
10.1177/00332941231161789,perceived government transparency and covid-19 conspiracy beliefs: the mediating role of conspiracy mentality,No
10.1007/978-3-031-32225-9_17,inoculating adolescents against climate change misinformation,Yes
10.1080/1051144X.2023.2217572,social studies teachers’ perceptions of the credibility and meaning of data visualisations for teaching,No
10.1080/03623319.2023.2216965,how does fact-check labeling impact the evaluations of inadvertently placed brand ads?,No
10.1080/10599231.2023.2197418,using cascade theories to explain the spread of fake news in the asian context,No
10.1080/21670811.2023.2200196,the role of trust and attitudes toward democracy in the dissemination of disinformation—a comparative analysis of six democracies,No
10.1037/mac0000108,the effect of parental bias on the reliability of children’s event reports and children’s memory for suggestive parental questioning,No
10.1111/gove.12808,fueling conspiracy beliefs: political conservatism and the backlash against covid-19 containment policies,No
10.3389/fpsyg.2023.1175571,the role of conspiracy mindset in reducing support for child vaccination for covid-19 in the united states,No
10.1080/13504630.2023.2207460,"covid-19, communalism, and islamophobia: india facing the disease",No
10.17645/mac.v11i2.6315,an overview of the fake news phenomenon: from untruth‐driven to post‐truth‐driven approaches,No
10.1007/s11218-023-09777-z,addressing racial misinformation at school: a psycho-social intervention aimed at reducing ethnic moral disengagement in adolescents,No
10.1007/s12144-023-04953-y,conspiracy beliefs predicting health behaviors: an integration of the theory of planned behavior and health belief model,No
10.1177/00027642231174334,this is clearly fake! mis- and disinformation beliefs and the (accurate) recognition of pseudo-information—evidence from the united states and the netherlands,No
10.7195/ri14.v21i1.1933,professional perception of the journalistic sector about the effect of disinformation and fake news in the media ecosystem; [avaliação profissional do setor jornalístico sobre o efeito da desinformação e fake news no ecossistema midiático]; [valoración profesional del sector periodístico sobre el efecto de la desinformación y las fake news en el ecosistema mediático],No
10.1177/14614448231183617,bursts of contemporaneous publication among high- and low-credibility online information providers,No
10.23860/JMLE-2023-15-2-3,elementary school students' information literacy: instructional design and evaluation of a pilot training focused on misinformation,No
10.37016/mr-2020-114,how effective are tiktok misinformation debunking videos?,No
10.1515/opis-2022-0143,covid-19 in mass media: manufacturing mass perceptions of the virus among older adults,No
