Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
89,"CK Hiramath, GC Deshpande","Fake news detection using deep learning techniques",2019,"2019 1st International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8987258/","https://scholar.google.com/scholar?cites=6822158931650032792&as_sdt=2005&sciodt=0,5&hl=en",359,"2024-03-22 09:49:39","","","","",,,,,89,17.80,45,2,5,"… and memory and accuracy, according to … accuracy and time kind because rest classifiers requires more time and gives less accuracy hence DNN is more crucial to detect the fake news. …","","https://scholar.google.com/scholar?q=related:mDRCKmctrV4J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
134,"BO Ahinkorah, EK Ameyaw, JE Hagan Jr…","Rising above misinformation or fake news in Africa: Another strategy to control COVID-19 spread",2020,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fcomm.2020.00045/full","https://scholar.google.com/scholar?cites=5955926398646525359&as_sdt=2005&sciodt=0,5&hl=en",360,"2024-03-22 09:49:39","HTML","10.3389/fcomm.2020.00045","","",,,,,134,33.50,34,4,4,"… to deal with the bands of misinformation or fake news currently circulating on different media … This misinformation could reduce public belief or trust in various governmental and other …","https://www.frontiersin.org/articles/10.3389/fcomm.2020.00045/full","https://scholar.google.com/scholar?q=related:r52y84Czp1IJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
89,"H Saleh, A Alharbi, SH Alsamhi","OPCNN-FAKE: Optimized convolutional neural network for fake news detection",2021,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9537782/","https://scholar.google.com/scholar?cites=4995613637591636709&as_sdt=2005&sciodt=0,5&hl=en",361,"2024-03-22 09:49:39","","","","",,,,,89,29.67,30,3,3,"… fake news, defined as provably incorrect information spread with the goal of fraud. The spread of this type of misinformation is … and efficiently detect fake news with high level of accuracy. …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09537782.pdf","https://scholar.google.com/scholar?q=related:5Rq_ryL8U0UJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
106,"J Choudrie, S Banerjee, K Kotecha, R Walambe…","Machine learning techniques and older adults processing of online information and misinformation: A covid 19 study",2021,"Computers in human …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0747563221000388","https://scholar.google.com/scholar?cites=18240549094454166212&as_sdt=2005&sciodt=0,5&hl=en",362,"2024-03-22 09:49:39","HTML","","","",,,,,106,35.33,21,5,3,"… COVID-19 prevention and cure information and misinformation with reasonable accuracy. Second, humans cannot process information ‘algorithmically’ to separate information from …","https://www.sciencedirect.com/science/article/pii/S0747563221000388","https://scholar.google.com/scholar?q=related:xIIDQ8JyI_0J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
132,"S Raza, C Ding","Fake news detection based on news content and social contexts: a transformer-based approach",2022,"International Journal of Data Science and Analytics","Springer","https://link.springer.com/article/10.1007/s41060-021-00302-z","https://scholar.google.com/scholar?cites=9413599266432751734&as_sdt=2005&sciodt=0,5&hl=en",363,"2024-03-22 09:49:39","HTML","10.1007/s41060-021-00302-z","","",,,,,132,66.00,66,2,2,"… Experimental results on real-world data show that our model can detect fake news with higher accuracy within a few minutes after it propagates (early detection) than the baselines. …","https://link.springer.com/article/10.1007/s41060-021-00302-z","https://scholar.google.com/scholar?q=related:dhiaTajSo4IJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
160,"S De Paor, B Heravi","Information literacy and fake news: How the field of librarianship can help combat the epidemic of fake news",2020,"The Journal of Academic Librarianship","Elsevier","https://www.sciencedirect.com/science/article/pii/S0099133320301099","https://scholar.google.com/scholar?cites=5524631199242608285&as_sdt=2005&sciodt=0,5&hl=en",364,"2024-03-22 09:49:39","HTML","","","",,,,,160,40.00,80,2,4,"… It is therefore not a surprise that the epidemic of fake news and the spread of misinformation … With the belief that the widespread issue of fake news has not yet reached empirical stages …","https://www.sciencedirect.com/science/article/pii/S0099133320301099","https://scholar.google.com/scholar?q=related:nV7lEc5uq0wJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
1081,"K Shu, D Mahudeswaran, S Wang, D Lee, H Liu","Fakenewsnet: A data repository with news content, social context, and spatiotemporal information for studying fake news on social media",2020,"Big data","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/big.2020.0062","https://scholar.google.com/scholar?cites=11299158336664034016&as_sdt=2005&sciodt=0,5&hl=en",365,"2024-03-22 09:49:39","","10.1089/big.2020.0062","","",,,,,1081,270.25,216,5,4,"… SAF/A provides a similar result ∼66.7% accuracy as SAF/… fake news detection where accuracy is mostly ∼65% on PolitiFact; (2) we observe that SAF relatively achieves better accuracy …","https://arxiv.org/pdf/1809.01286","https://scholar.google.com/scholar?q=related:4NrARaSszpwJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
218,"S McKay, C Tenove","Disinformation as a threat to deliberative democracy",2021,"Political research quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1065912920938143","https://scholar.google.com/scholar?cites=11689468895814392629&as_sdt=2005&sciodt=0,5&hl=en",366,"2024-03-22 09:49:39","","10.1177/1065912920938143","","",,,,,218,72.67,109,2,3,"… by disinformation actors may produce further harm to a deliberative system if it contributes to a belief … in which democratic discourse is corrupted by the belief that a significant number of …","https://drive.google.com/file/d/12tXzEvYcV6HkiL7KCVJt0CeOPjaUgFiI/view","https://scholar.google.com/scholar?q=related:NZv--wZWOaIJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
540,"S van Der Linden, J Roozenbeek…","Inoculating against fake news about COVID-19",2020,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2020.566790","https://scholar.google.com/scholar?cites=3507088332576715379&as_sdt=2005&sciodt=0,5&hl=en",367,"2024-03-22 09:49:39","HTML","10.3389/fpsyg.2020.566790","","",,,,,540,135.00,180,3,4,"… misinformation? In particular, in order to “immunize” people against the misinformation virus we … inoculation can boost truth-discernment skills, that is, not just the ability to spot and resist …","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2020.566790","https://scholar.google.com/scholar?q=related:c_Im00GuqzAJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
2,"WO Júnior, MS da Cruz, ABV Wyzykowski…","The use of Data Augmentation as a technique for improving neural network accuracy in detecting fake news about COVID-19",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2205.00452","https://scholar.google.com/scholar?cites=7611431303541031171&as_sdt=2005&sciodt=0,5&hl=en",368,"2024-03-22 09:49:39","","","","",,,,,2,1.00,1,4,2,"… for better detection of fake news in the Portuguese language. Fake news is one of the main … to be a difficult task, while the dissemination of false news is much faster, which leads to the …","https://arxiv.org/pdf/2205.00452","https://scholar.google.com/scholar?q=related:AwHah3E8oWkJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
164,"J Roozenbeek, S Van Der Linden, B Goldberg…","Psychological inoculation improves resilience against misinformation on social media",2022,"Science …","science.org","https://www.science.org/doi/abs/10.1126/sciadv.abo6254","https://scholar.google.com/scholar?cites=11524013990009533087&as_sdt=2005&sciodt=0,5&hl=en",369,"2024-03-22 09:49:39","","10.1126/sciadv.abo6254","","",,,,,164,82.00,41,4,2,"… , belief in misinformation … belief in (4, 5) and sharing of misinformation (6). For example, a growing body of research has looked at whether shifting people’s attention toward accuracy …","https://www.science.org/doi/full/10.1126/sciadv.abo6254","https://scholar.google.com/scholar?q=related:n3ImxaqF7Z8J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
94,"H Reddy, N Raj, M Gala, A Basava","Text-mining-based fake news detection using ensemble methods",2020,"International Journal of Automation …","Springer","https://link.springer.com/article/10.1007/s11633-019-1216-5","https://scholar.google.com/scholar?cites=12331317147904491235&as_sdt=2005&sciodt=0,5&hl=en",370,"2024-03-22 09:49:39","","10.1007/s11633-019-1216-5","","",,,,,94,23.50,24,4,4,"… We observe that random forest gives increasing accuracy as we go from feature set 1 to feature set 3. The writeprints feature set, which involves the combination of structural, syntax-…","https://www.mi-research.net/en/article/pdf/preview/10.1007/s11633-019-1216-5.pdf","https://scholar.google.com/scholar?q=related:476HpZyjIasJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
2,"S Ramasubramanian, S Aujla, A Raj…","Trending facts or misinformation: A study determining accuracy of Instagram posts in the context of stroke prevention and management",2023,"Int J Med Sci Curr …","ijmscr.com","http://ijmscr.com/asset/images/uploads/16741426982499.pdf","https://scholar.google.com/scholar?cites=8184034567938930504&as_sdt=2005&sciodt=0,5&hl=en",371,"2024-03-22 09:49:39","PDF","","","",,,,,2,2.00,1,4,1,"… The accuracy of information in the posts was verified with the Centre for Disease Control Factsheet on Stroke and UpToDate. A large number of posts had information that was correct …","http://ijmscr.com/asset/images/uploads/16741426982499.pdf","https://scholar.google.com/scholar?q=related:SHeEIxSIk3EJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
0,"H Murayama, K Suzuki, T Matsuzawa","Evaluation of Accuracy Degradation Resulting from Concept Drift in a Fake News Detection System Using Emotional Expression",2023,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/13/10/6054","",372,"2024-03-22 09:49:39","HTML","","","",,,,,0,0.00,0,3,1,"… the accuracy of fake news detection, a discussion on accuracy degradation is … of fake news change with the passage of time, a model that achieves high accuracy may lose accuracy …","https://www.mdpi.com/2076-3417/13/10/6054","https://scholar.google.com/scholar?q=related:HOq5s6jw9b4J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
160,"A Ghenai, Y Mejova","Fake cures: user-centric modeling of health misinformation in social media",2018,"Proceedings of the ACM on human-computer …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3274327","https://scholar.google.com/scholar?cites=10797244834415289268&as_sdt=2005&sciodt=0,5&hl=en",373,"2024-03-22 09:49:39","","10.1145/3274327","","",,,,,160,26.67,80,2,6,"… Considering features capturing user attributes, writing style, and sentiment, we build a classifier which is able to identify users prone to propagate such misinformation at an accuracy of …","https://arxiv.org/pdf/1809.00557","https://scholar.google.com/scholar?q=related:tKM-fPiE15UJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
43,"C Unkelbach, F Speckmann","Mere repetition increases belief in factually true COVID-19-related information",2021,"Journal of Applied Research in Memory and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211368121000085","https://scholar.google.com/scholar?cites=9747061304706129416&as_sdt=2005&sciodt=0,5&hl=en",374,"2024-03-22 09:49:39","HTML","","","",,,,,43,14.33,22,2,3,"… Despite its potential for misinformation and creating false beliefs, we address whether the truth effect may also have positive implications; that is, whether it is possible to increase beliefs …","https://www.sciencedirect.com/science/article/pii/S2211368121000085","https://scholar.google.com/scholar?q=related:CN72Tp2ERIcJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
291,"KH Jamieson, D Albarracin","The relation between media consumption and misinformation at the outset of the SARS-CoV-2 pandemic in the US",2020,"… Kennedy School Misinformation …","dash.harvard.edu","https://dash.harvard.edu/handle/1/42661740","https://scholar.google.com/scholar?cites=17636142843279025812&as_sdt=2005&sciodt=0,5&hl=en",375,"2024-03-22 09:49:39","","","","",,,,,291,72.75,146,2,4,"… belief in conspiracy theories about SARS-CoV-2, this study provides a baseline that one can use to assess the success of the social media platforms’ efforts to blunt misinformation… belief …","https://dash.harvard.edu/bitstream/handle/1/42661740/April19_FORMATTED_COVID-19-Survey.pdf?sequence=1","https://scholar.google.com/scholar?q=related:lKaxxXkqwPQJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
0,"N Pravallika, KS Rekha","Comparative analysis of identifying accuracy of online misinformation of Covid-19 using SVM algorithm with logistic regression",2024,"AIP Conference Proceedings","pubs.aip.org","https://pubs.aip.org/aip/acp/article/2729/1/060006/3262425","",376,"2024-03-22 09:49:39","","","","",,,,,0,0.00,0,2,1,"… the accuracy percentage of misinformation of COVID-19. Social media spreads misinformation very … Major reason for spreading misinformation is to confuse and mislead the reader [18]. …","https://scholar.archive.org/work/ddw23m5vt5guvmaz2dgqrk34du/access/wayback/https://watermark.silverchair.com/060006_1_5.0189426.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAABYkwggWFBgkqhkiG9w0BBwagggV2MIIFcgIBADCCBWsGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM6N09oiWj6voG2aA2AgEQgIIFPGJzu3o6SQZXFANR5T1V-zidO83HeSLGw1zWQkT5MfIRumOg2yQWFIT6zcmEIikl3Yo-2Ts7v1bGqdwR5ZRhde9JLqxY2njkcFy9x68nJvbfMkvsTuLf4bvMU5o7GtK4O4fVgaxP9amZpGnFQ6HWg3iSREH-OQJZ7va61MbI63y0z_gpoegDvkOWE4ZKhZfb0meJHIok7zKZl4Vy70h8WKsocdB9_YWOG81q9EzPKhmwg3TlpHmIcXI43Bo43LRVIvMxaSHxhJUc6OpSlqfVzkVW_03yVYzt6qxyCn8gHccLjWEv6aIiJ4MIlyyqkG1NLoI3Y85IQUODVJy3FxtRUkW5S6V-TUdvH11ybuEFpy82mAnSL3bEN65QgBjgzJFyRSr-CKU1TEjhDoNMiRuiV1vYCDByva7esUetc9CcNl4X1PV9e3h5u6fbKgayuda2Vr3DFgwZMrFG-O70FRsJ5OObpHKj7M9rA-F_-Y3UYJ9cSoTCJdmwQQk-tFwF3Q0JZuplLr1fJkBrkTHpBTyh5t57QO8apjFhtmwdu1CBnCVX_YAPL3WqF3Udw4EEeydv56Q0Ftbv8tZRV5t0dt8PrOEoEAV_xkRRPpnZWI3jBiuqRHvGq5OCjZGq51oBrOprZWwAfFboiT_txBpqJqI0Q01_zcSb6iXmEqlRKtu5HmIkygbEAMgZ6b8Y8OZDssSND39B-0AXCxBHmo0TijhJoWLesSGMdaZwjEz4R3U6oCXiTchuD7jugF5Wt0OYw-lTOijIrbu9-p5lWZ05Di-zeug5X9Rs_rECO6WczdTYeNQuE14wpS4q30D5sGs0T_Q6XzFWhrh1TNlJXr45PcPo2xsalUhUYm0qqRLXdkV6nYXch_nATwmbK_f8HaMq0h4gFwAG8t8RGSRaBN475ruy_8fMtbY_TKZegt25-q9I2jVKxLkLaFG4HdgOWugf22ZUts9fLZPzcCcG4GJySwboC6dZO5XtT9I-NTZjHjf3QADJVYeIBQUqjHOR6DZ8FpHtjiIotzaON9mTS8xgRYkkTtR72Rx4V3xoVE1cAZuYCumFkCOIeqTmi3nVgE-OpuXgg0yoA9aav00-zwuA1Rz3lyQFMMmca_6ehxYNt3S2OOkoCmx4YBjiV_tJ-jb0pbaOGzGuskSQGAur1rEjIo_uw7H1sAePhV1yyTOnD8vafyMcGqybo9MrtBefv2nZlvu7dWRQGQsB44T4sQARgY_xEFCXCl2IGSGOcvdC7oXGcqOI9Zn7ww1vWySmYffAacph7vATHBhBmevg9Pp0ErfxScgitFSacwhx43-22-3L_6JDc0OeffYGXVzD_FeUVD7dF39naQ75n4JxavrqzJDyOSr0lg9zFAc7p3ua0nTdFDXElNuJp05-mbzcu1tscnSZSW7NDY6VEIp2_yot4yNpGFdGLlrMxulXsErC7BrtxVj2Jv_TZZYImxqIvFzo9xM2grdaS0EELokPTl1E-KH0NYc-fr9iWD7XzvOfqH64FobSbvFpOcMjZ6TEr6xSUGz2ei_RGn1d0kP6hENh7ByXW1aXtVlbX2vbiAn11QntjLMbHtxrUKJUQmi5KZ2meXYBw77KamRlKvIoVsWokTByjQIohh34LDhPxPe2UXMBR2tFnku0ONwnRiWv7-Gq1X_j4CIGiu31ITK-jBVmJnLc5MBm4z1dwFwufg9AN96c1EpUlsfPbaWriMvrFfsekdo3G6bmsg36fG0-Jt7kNBNWuwsZha8T-nb3JNNj2TfK8ltJIvBa6L-XZZSuk2sE","https://scholar.google.com/scholar?q=related:dyeHX41wASsJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
1691,"S Lewandowsky, UKH Ecker, J Cook","Beyond misinformation: Understanding and coping with the “post-truth” era",2017,"… of applied research in memory and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211368117300700","https://scholar.google.com/scholar?cites=16087925359072078872&as_sdt=2005&sciodt=0,5&hl=en",377,"2024-03-22 09:49:39","HTML","","","",,,,,1691,241.57,564,3,7,"… , suggesting that his comparatively impoverished record of accuracy, compared to that of his … The dissociation between accuracy and President Trump's attractiveness to voters is …","https://www.sciencedirect.com/science/article/pii/S2211368117300700","https://scholar.google.com/scholar?q=related:GGx9aODKQ98J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
268,"ML Khan, IK Idris","Recognise misinformation and verify before sharing: a reasoned action and information literacy perspective",2019,"Behaviour &Information Technology","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/0144929X.2019.1578828","https://scholar.google.com/scholar?cites=6673832717522192054&as_sdt=2005&sciodt=0,5&hl=en",378,"2024-03-22 09:49:39","","10.1080/0144929X.2019.1578828","","",,,,,268,53.60,134,2,5,"… to tackle fake news and misinformation on … of accuracy in identifying satire and fake news. Facebook also rolled out a button that would allow users to flag posts carrying misinformation (…","https://www.academia.edu/download/94455236/0144929X.2019.157882820221118-1-m7ujgz.pdf","https://scholar.google.com/scholar?q=related:tkZKQn83nlwJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
968,"D Allington, B Duffy, S Wessely, N Dhavan…","Health-protective behaviour, social media usage and conspiracy belief during the COVID-19 public health emergency",2021,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/healthprotective-behaviour-social-media-usage-and-conspiracy-belief-during-the-covid19-public-health-emergency/A0DC2C5E27936FF4D5246BD3AE8C9163","https://scholar.google.com/scholar?cites=15931642251016132950&as_sdt=2005&sciodt=0,5&hl=en",379,"2024-03-22 09:49:39","","","","",,,,,968,322.67,194,5,3,"… of health misinformation. Many previous studies have found a negative association between health-protective behaviours and belief in the specific form of misinformation popularly …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A0DC2C5E27936FF4D5246BD3AE8C9163/S003329172000224Xa.pdf/health-protective-behaviour-social-media-usage-and-conspiracy-belief-during-the-covid-19-public-health-emergency.pdf","https://scholar.google.com/scholar?q=related:VtlrxDeQGN0J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
32,"S Ahmed","Fooled by the fakes: Cognitive differences in perceived claim accuracy and sharing intention of non-political deepfakes",2021,"Personality and Individual Differences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0191886921004517","https://scholar.google.com/scholar?cites=8011349588903137531&as_sdt=2005&sciodt=0,5&hl=en",380,"2024-03-22 09:49:39","HTML","","","",,,,,32,10.67,32,1,3,"… This study adds evidence that perception of accuracy and intention to sharing disinformation are associated. Therefore, digital deception is always worth tackling with flag corrections …","https://www.sciencedirect.com/science/article/pii/S0191886921004517","https://scholar.google.com/scholar?q=related:-xALUgEILm8J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
135,"A Wani, I Joshi, S Khandve, V Wagh, R Joshi","Evaluating deep learning approaches for covid19 fake news detection",2021,"Combating Online Hostile …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-73696-5_15","https://scholar.google.com/scholar?cites=13747221584708634776&as_sdt=2005&sciodt=0,5&hl=en",381,"2024-03-22 09:49:39","","10.1007/978-3-030-73696-5_15","","",,,,,135,45.00,27,5,3,"… fake news at source and prevent it from spreading to a larger audience. We look at automated techniques for fake news … best accuracy of 98.41% on the Covid-19 Fake news detection …","https://arxiv.org/pdf/2101.04012","https://scholar.google.com/scholar?q=related:mAgkBTLxx74J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
2,"J Lees, VA Parker","… -Enhancing Misinformation: Social Dominance Motives Are Uniquely Associated With Republicans' Belief In and Sharing of Election-Related Misinformation",2021,"","psyarxiv.com","https://psyarxiv.com/5jpgs/download?format=pdf","https://scholar.google.com/scholar?cites=12245120562646138469&as_sdt=2005&sciodt=0,5&hl=en",382,"2024-03-22 09:49:39","PDF","","","",,,,,2,0.67,1,2,3,"… is associated with the belief in or sharing of election-related misinformation, and that … , but not belief. We introduce the theoretical lens of Hierarchy-Enhancing Misinformation to interpret …","https://psyarxiv.com/5jpgs/download?format=pdf","https://scholar.google.com/scholar?q=related:Zb5aOEZo76kJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
1084,"V Qazvinian, E Rosengren, D Radev…","Rumor has it: Identifying misinformation in microblogs",2011,"Proceedings of the 2011 …","aclanthology.org","https://aclanthology.org/D11-1147.pdf","https://scholar.google.com/scholar?cites=10697433616938026473&as_sdt=2005&sciodt=0,5&hl=en",383,"2024-03-22 09:49:39","PDF","","","",,,,,1084,83.38,271,4,13,"… Although our second task, belief classification, can be viewed as an opinion mining task, it is substantially different from opinion mining in nature. The difference from a standard opinion …","https://aclanthology.org/D11-1147.pdf","https://scholar.google.com/scholar?q=related:6cXpeTLrdJQJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
