screening,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
,67,"M Alsyouf, P Stokes, D Hur, A Amasyali, ...",'Fake News' in urology: evaluating the accuracy of articles shared on social media in genitourinary malignancies,2019,BJU …,Wiley Online Library,https://bjui-journals.onlinelibrary.wiley.com/doi/abs/10.1111/bju.14787,"https://scholar.google.com/scholar?cites=14695005193964928252&as_sdt=2005&sciodt=0,5&hl=en",31,3/2/23 10:43,,10.1111/bju.14787,,,,,,,67,16.75,13,5,4,"Objectives To evaluate the accuracy of the most popular articles on social media platforms pertaining to genitourinary malignancies, and to identify the prevalence of misinformation …",,"https://scholar.google.com/scholar?q=related:_LzMzl0l78sJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,23,"Y Ishida, S Kuraya",Fake news and its credibility evaluation by dynamic relational networks: A bottom up approach,2018,Procedia computer science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877050918312018,"https://scholar.google.com/scholar?cites=14043960499869612939&as_sdt=2005&sciodt=0,5&hl=en",32,3/2/23 10:43,,,,,,,,,23,4.60,12,2,5,"… Although the lack of effort to check the credibility of news is an important and difficult issue, … with fake news in microblogs by using the spatiotemporal distribution of credibility calculated …",https://www.sciencedirect.com/science/article/pii/S1877050918312018/pdf?md5=bbcac084f31f9b9a1299e5fbba02eb26&pid=1-s2.0-S1877050918312018-main.pdf,"https://scholar.google.com/scholar?q=related:i3tYoqor5sIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,3486,"DMJ Lazer, MA Baum, Y Benkler, AJ Berinsky, ...",The science of fake news,2018,Science,science.org,https://www.science.org/doi/abs/10.1126/science.aao2998,"https://scholar.google.com/scholar?cites=3367066248116150798&as_sdt=2005&sciodt=0,5&hl=en",33,3/2/23 10:43,,10.1126/science.aao2998,,,,,,,3486,697.20,697,5,5,"… Below, we discuss extant social and computer science research regarding belief in fake news and the mechanisms by which it spreads. Fake news has a long history, but we focus on …",https://scholar.harvard.edu/files/mbaum/files/science_of_fake_news.pdf,"https://scholar.google.com/scholar?q=related:DqIrxuk4ui4J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,25,A Kitta,"Alternative health websites and fake news: Taking a stab at definition, genre, and belief",2018,Journal of American Folklore,scholarlypublishingcollective.org,https://scholarlypublishingcollective.org/uip/jaf/article-abstract/131/522/405/227068,"https://scholar.google.com/scholar?cites=1500983789260486040&as_sdt=2005&sciodt=0,5&hl=en",34,3/2/23 10:43,,,,,,,,,25,5.00,25,1,5,"… people to create fake news. I also address fake news by looking at alternative health belief sites, including anti- vaccination sites, as precursors to other types of fake news and as a …",,"https://scholar.google.com/scholar?q=related:mLV9xM2Q1BQJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,89,"B Bhutani, N Rastogi, P Sehgal, ...",Fake news detection using sentiment analysis,2019,2019 twelfth …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8844880/,"https://scholar.google.com/scholar?cites=4069916375519851952&as_sdt=2005&sciodt=0,5&hl=en",35,3/2/23 10:43,,,,,,,,,89,22.25,22,4,4,… as the best approach using accuracy as an evaluation metric. Further it enriches the merged data set using sentiment to increase the accuracy of fake news detection. The proposed …,,"https://scholar.google.com/scholar?q=related:sPVnVGE_ezgJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,17,B Gawronski,Partisan bias in the identification of fake news,2021,Trends in Cognitive Sciences,par.nsf.gov,https://par.nsf.gov/servlets/purl/10320692,"https://scholar.google.com/scholar?cites=9870867774830122632&as_sdt=2005&sciodt=0,5&hl=en",36,3/2/23 10:43,PDF,,,,,,,,17,8.50,17,1,2,… to an overall null effect on truth discernment (see Table 1). For … higher accuracy for real news and lower accuracy for fake news… accuracy for fake news and lower accuracy for real news. …,https://par.nsf.gov/servlets/purl/10320692,"https://scholar.google.com/scholar?q=related:iJaZb_Fd_IgJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,16,"B Bhattarai, OC Granmo, L Jiao",Explainable tsetlin machine framework for fake news detection with credibility score assessment,2021,arXiv preprint arXiv:2105.09114,arxiv.org,https://arxiv.org/abs/2105.09114,"https://scholar.google.com/scholar?cites=17929826981073845255&as_sdt=2005&sciodt=0,5&hl=en",37,3/2/23 10:43,,,,,,,,,16,8.00,5,3,2,"… The resulting model constitutes a global interpretation of fake news. To provide a more … fake news (local interpretability), we also propose a credibility score for measuring the credibility …",https://arxiv.org/pdf/2105.09114,"https://scholar.google.com/scholar?q=related:B_wem6SK0_gJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,171,"S Hakak, M Alazab, S Khan, TR Gadekallu, ...",An ensemble machine learning approach through effective feature extraction to classify fake news,2021,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X20330466,"https://scholar.google.com/scholar?cites=5606528259193258773&as_sdt=2005&sciodt=0,5&hl=en",38,3/2/23 10:43,,,,,,,,,171,85.50,34,5,2,… fake news that has achieved a better accuracy compared to the state-of-the-art. The proposed model extracts important features from the fake news … training and testing accuracy of 99.8…,,"https://scholar.google.com/scholar?q=related:FUNnQL9jzk0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,175,"SR Sahoo, BB Gupta",Multiple features based approach for automatic fake news detection on social networks using deep learning,2021,Applied Soft Computing,Elsevier,https://www.sciencedirect.com/science/article/pii/S1568494620309224,"https://scholar.google.com/scholar?cites=13429375869070152395&as_sdt=2005&sciodt=0,5&hl=en",39,3/2/23 10:43,,,,,,,,,175,87.50,88,2,2,… fake news detection approach in chrome environment on which it can detect fake news on … that our intended fake news detection approach has achieved higher accuracy than the …,,"https://scholar.google.com/scholar?q=related:yxIhdzO6XroJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,125,"S Aphiwongsophon, ...",Detecting fake news with machine learning method,2018,2018 15th international …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8620051/,"https://scholar.google.com/scholar?cites=1206484175678115978&as_sdt=2005&sciodt=0,5&hl=en",40,3/2/23 10:43,,,,,,,,,125,25.00,63,2,5,… Naļve Bayes to detect FaNe news has accuracy 96.08%. Two other more advance methods which are Neural NetworN and Support Vector Machine achieve the accuracy of 99.90%. …,https://www.cp.eng.chula.ac.th/~prabhas/thesis/supanya-final-5771425821.pdf,"https://scholar.google.com/scholar?q=related:ipBsLvdKvhAJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,248,"C Buntain, J Golbeck",Automatically identifying fake news in popular twitter threads,2017,2017 IEEE international conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8118443/,"https://scholar.google.com/scholar?cites=540756150593901105&as_sdt=2005&sciodt=0,5&hl=en",41,3/2/23 10:43,,,,,,,,,248,41.33,124,2,6,… This paper develops a method for automating fake news detection on Twitter by … accuracy and credibility and why models of nonexperts outperform models of journalists for fake news …,https://arxiv.org/pdf/1705.01613,"https://scholar.google.com/scholar?q=related:MdJBmtomgQcJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,390,"DP Calvillo, BJ Ross, RJB Garcia, ...",Political ideology predicts perceptions of the threat of COVID-19 (and susceptibility to fake news about it),2020,Social …,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/1948550620940539,"https://scholar.google.com/scholar?cites=15839674369306390530&as_sdt=2005&sciodt=0,5&hl=en",42,3/2/23 10:43,PDF,10.1177/1948550620940539,,,,,,,390,130.00,98,4,3,… We also predicted that conservatism would be associated with less accuracy in discerning between real and fake news headlines (Hypothesis 6). We made similar predictions about the …,https://journals.sagepub.com/doi/pdf/10.1177/1948550620940539,"https://scholar.google.com/scholar?q=related:AvBdrOrT0dsJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,26,"D Varshney, DK Vishwakarma",Hoax news-inspector: a real-time prediction of fake news using content resemblance over web search results for authenticating the credibility of news articles,2021,Journal of Ambient Intelligence and …,Springer,https://link.springer.com/article/10.1007/s12652-020-02698-1,"https://scholar.google.com/scholar?cites=5092934675417928963&as_sdt=2005&sciodt=0,5&hl=en",43,3/2/23 10:43,,10.1007/s12652-020-02698-1,,,,,,,26,13.00,13,2,2,… ” for the detection of fake news that propagates through the web … Random Forest classifier with an accuracy of 95% by considering … research for predicting and understanding Fake news. …,,"https://scholar.google.com/scholar?q=related:AxWOkBq9rUYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,147,"S Van der Linden, C Panagopoulos, ...",You are fake news: Political bias in perceptions of fake news,2020,"Media, Culture & …",journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/0163443720906992,"https://scholar.google.com/scholar?cites=3856995507882480342&as_sdt=2005&sciodt=0,5&hl=en",44,3/2/23 10:43,PDF,10.1177/0163443720906992,,,,,,,147,49.00,49,3,3,"… as the ‘fake news effect’: the tendency for partisans to use the term ‘… belief in conspiracies, we find significant correlations between perceptions that the media is ‘fake news’ and belief …",https://journals.sagepub.com/doi/pdf/10.1177/0163443720906992,"https://scholar.google.com/scholar?q=related:1tKcq_rMhjUJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,10,"K Ali, C Li, K Zain-ul-abdin, MA Zaffar",Fake news on Facebook: examining the impact of heuristic cues on perceived credibility and sharing intention,2022,Internet research,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/INTR-10-2019-0442/full/html,"https://scholar.google.com/scholar?cites=284353804647778272&as_sdt=2005&sciodt=0,5&hl=en",45,3/2/23 10:43,,10.1108/INTR-10-2019-0442,,,,,,,10,10.00,3,4,1,… The results from this study help explicate what drives increased belief and sharing of fake news and can aid in refining interventions aimed at combating fake news for both communities …,,"https://scholar.google.com/scholar?q=related:4MePXEc68gMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,16,"JD Martin, F Hassan",News media credibility ratings and perceptions of online fake news exposure in five countries,2020,Journalism Studies,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/1461670X.2020.1827970,"https://scholar.google.com/scholar?cites=3192534066760242236&as_sdt=2005&sciodt=0,5&hl=en",46,3/2/23 10:43,,10.1080/1461670X.2020.1827970,,,,,,,16,5.33,8,2,3,… The belief that news information is credible is the literal opposite of believing that the … : belief in the credibility of news media is associated with less perceived exposure to fake news …,https://www.researchgate.net/profile/Justin-Martin-13/publication/344251808_News_Media_Credibility_Ratings_and_Perceptions_of_Online_Fake_News_Exposure_in_Five_Countries/links/5f7f8259a6fdccfd7b51ce05/News-Media-Credibility-Ratings-and-Perceptions-of-Online-Fake-News-Exposure-in-Five-Countries.pdf,"https://scholar.google.com/scholar?q=related:PNSTptEoTiwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,17,"M Torky, E Nabil, W Said",Proof of credibility: A blockchain approach for detecting and blocking fake news in social networks,2019,International Journal of Advanced …,researchgate.net,https://www.researchgate.net/profile/Mohamed-Torky-6/publication/338282589_Proof_of_Credibility_A_Blockchain_Approach_for_Detecting_and_Blocking_Fake_News_in_Social_Networks/links/5e0bd974a6fdcc28374d33de/Proof-of-Credibility-A-Blockchain-Approach-for-Detecting-and-Blocking-Fake-News-in-Social-Networks.pdf,"https://scholar.google.com/scholar?cites=17851957465239978203&as_sdt=2005&sciodt=0,5&hl=en",47,3/2/23 10:43,PDF,,,,,,,,17,4.25,6,3,4,"… In this paper, we propose a novel Blockchain algorithm called Proof of Credibility (PoC) for detecting and blocking fake news in social networks. The idea behind PoC is that re…",https://www.researchgate.net/profile/Mohamed-Torky-6/publication/338282589_Proof_of_Credibility_A_Blockchain_Approach_for_Detecting_and_Blocking_Fake_News_in_Social_Networks/links/5e0bd974a6fdcc28374d33de/Proof-of-Credibility-A-Blockchain-Approach-for-Detecting-and-Blocking-Fake-News-in-Social-Networks.pdf,"https://scholar.google.com/scholar?q=related:2wADHbvkvvcJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,92,"JP Baptista, A Gradim",Understanding fake news consumption: A review,2020,Social Sciences,mdpi.com,https://www.mdpi.com/858396,"https://scholar.google.com/scholar?cites=9755264399811194067&as_sdt=2005&sciodt=0,5&hl=en",48,3/2/23 10:43,,,,,,,,,92,30.67,46,2,3,… are associated with the belief in fake news. We show that fake news explores all possible … Our goals are to identify the main factors that influence fake news’ belief and sharing and to …,https://www.mdpi.com/2076-0760/9/10/185/pdf,"https://scholar.google.com/scholar?q=related:06zCOEmpYYcJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,33,"DP Calvillo, RJB Garcia, K Bertrand, ...",Personality factors and self-reported political news consumption predict susceptibility to political fake news,2021,Personality and individual …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0191886921000416,"https://scholar.google.com/scholar?cites=7862164924100230605&as_sdt=2005&sciodt=0,5&hl=en",49,3/2/23 10:43,HTML,,,,,,,,33,16.50,8,4,2,"… In laboratory settings, fake news discernment is assessed by having participants judge the accuracy of a set of true and false news headlines. Studies have identified several individual …",https://www.sciencedirect.com/science/article/pii/S0191886921000416,"https://scholar.google.com/scholar?q=related:zb2HylcFHG0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
