DOI,Title,Abstract,include
10.1080/23311983.2023.2224601,social media: a watchdog or a conspiracy breeder?: covid-19 disinformation among iraqi students,"The author seeks to determine the scale of conspiracy belief among undergraduate students and their dependency on social media to enhance their conspiracy theories. The first goal was to determine the extent to which conspiracy theories affect how undergraduates explain and understand crises and events. For example, theories about secret government cabals controlling Iraqi citizens’ lives and other issues. The second objective is to apply COVID-19 as a case to determine the extent of the conspiratorial interpretation of the sprea)d of the virus through exposure to misinformation through social media and how social media impacted it. The study was recruited from a snowball sample of students in two universities in Baghdad. Sample size 331 (230 males and 101 females) aged 19–24. They were surveyed through phone interviews. The study applied media dependency and conspiracy theories in survey research on a snowball sample in two major public universities in Baghdad. The survey shows undergraduate students depend on conspiracies from social media, especially Facebook. Moreover, the study finds that students believe in government malfeasance. In contrast, many students believe in multiple COVID-19 conspiracies, global government conspiracies, scientific conspiracies, extraterrestrial coverups, and government conspiracies meant to cause personal harm. Finally, there was no significant difference between males and females in dependence on media or scale of conspiracy belief. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",yes
10.1177/00187208231173263,"who gets caught in the web of lies?: understanding susceptibility to phishing emails, fake news headlines, and scam text messages","Objective: The present study investigated if the same users are vulnerable to phishing emails, scam text messages, and fake news headlines and if there are universal predictors of susceptibility for all three tasks. Background: Theoretical research provides support for the notion that the same users likely fall for multiple forms of online deception. However, no research has directly compared susceptibility for various online deceptions (eg phishing, disinformation, scam text messages) within the same group of users. Method: Participants completed an online survey consisting of demographic questions, the Cognitive Reflection Test (ie impulsivity), and the Digital Literacy Scale, and classified 90 legitimate and deceptive emails, text messages, and news headlines. Results: Results suggest that individuals who struggle to discriminate between deceptive and legitimate stimuli on one task experience similar difficulties on the other two tasks. Additionally, while lower levels of digital literacy and cognitive reflectiveness predicted poorer discrimination abilities across all three tasks, age did not predict performance. Interestingly, participants appeared to be the most susceptible to phishing emails. Conclusion: Overall, individuals who fall for one form of online deception appear to be more likely to fall for other forms of deception, and digital literacy and cognitive reflectiveness can predict widespread vulnerability to online deception. Application: Organizations may be able to identify potential vulnerabilities for a variety of online attacks by measuring digital literacy, cognitive reflectiveness, and performance in one online deception task. Additionally, training interventions may be the most needed for phishing emails. © 2023, Human Factors and Ergonomics Society.",yes
10.1080/03637751.2023.2202728,estimating the impact of immediate versus delayed corrections on belief accuracy,"Prior work has found that early corrections are often more effective than corrections encountered sometime after exposure to misinformation. However, these studies have generally considered only brief delays between misinformation exposure and correction, and do not explore processing style as a potential moderator of correction timing. We conducted a two-wave online experiment randomly assigning participants to receive corrections either shortly after exposure or approximately one week later. We find that both immediate and delayed corrections influenced belief accuracy and policy support, but immediate corrections were no more influential than delayed corrections, contrary to earlier findings. In addition, processing style had no moderating effect on the influence of correction timing. © 2023 National Communication Association.",no
10.1080/10410236.2023.2206177,what influences audience susceptibility to fake health news: an experimental study using a dual model of information processing in credibility assessment,"This experimental study investigates the effects of several heuristic cues and systematic factors on users’ misinformation susceptibility in the context of health news. Specifically, it examines whether author credentials, writing style, and verification check flagging influence participants’ intent to follow article behavioral recommendations provided by the article, perceived article credibility, and sharing intent. Findings suggest that users rely only on verification checks (passing/failing) in assessing information credibility. Of the two antecedents to systematic processing, social media self-efficacy moderates the links between verification and participants’ susceptibility. Theoretical and practical implications are discussed. © 2023 Taylor & Francis Group, LLC.",no
10.1080/10510974.2023.2219704,using message strategies to attenuate the effects of disinformation on credibility,"In the growth of online news, the industry faces increased threats on a polarized landscape, such as online-targeted disinformation, that threaten the legitimacy of news sources. This research contributes to the theoretical advancement of crisis communication and social psychology theories and provides guidance for professionals navigating emerging forms of paracrises. Results from this experimental design study reveal that during orchestrated disinformation campaigns, an astroturf paracrisis can damage the credibility of a targeted organization. Findings share how political ideology affects perceptions of news credibility during these campaigns and how combined proactive and reactive messaging can attenuate the effects of an astroturfer across the political spectrum. © 2023 Central States Communication Association.",no
10.1177/00332941231164073,state mindfulness and misinformation susceptibility,"Two experiments examined whether brief mindful meditation exercises and belief in task utility impacted memory in the misinformation paradigm. Participants watched a fictionalized crime video, received post-event misinformation about the video, and completed a cued recall memory test. They were randomly assigned to complete either a brief mindfulness exercise or unrelated task prior to encoding the video (E1) or prior to the final cued recall test (E2). Further, half of the participants in each group were informed that their assigned task was beneficial to memory performance. In Experiment 1, information about task benefits reduced misinformation reports on the final recall test, regardless of the task. The brief mindfulness exercise increased self-reported mindfulness scores in both experiments. While no group differences in memory were found, correlational analyses across the two experiments suggest that individuals who achieve more intense states of mindfulness may have lower susceptibility to misinformation and better event memory when meditation occurs prior to encoding. The results suggest that brief mindfulness exercises can reliably increase state experiences of mindfulness and have potential for use as experimental manipulations. However, the intensity of a self-guided mindfulness experience can vary across individuals, so it is important to consider individual differences when considering the application of the exercises. © The Author(s) 2023.",no
10.1007/s12144-023-04464-w,are accuracy discernment and sharing of covid-19 misinformation associated with older age and lower neurocognitive functioning?,"The online proliferation of COVID-19 misinformation led to adverse health and societal consequences. This study investigated possible differences in COVID-19 headline accuracy discernment and online sharing of COVID-19 misinformation between older and younger adults, as well as the role of individual differences in global cognition, health literacy and verbal IQ. Fifty-two younger (18–35 years old) and fifty older adults (age 50 and older) completed a neurocognitive battery, health literacy and numeracy measures, and self-report questionnaires via telephone. Participants also completed a social media headline-sharing experiment (Pennycook et al., Psychological science, 31(7), 770–780, 2020) in which they were presented with true and false COVID-19 headlines about which they indicated: 1) the likelihood that they would share the story on social media; and 2) the factual accuracy of the story. A repeated measures multivariate analysis of variance controlling for gender and race/ethnicity showed no effects of age (p =.099) but a significant interaction between actual COVID-19 headline accuracy and the likelihood of sharing (p <.001), such that accuracy was more strongly related to sharing false headlines (r = −.64) versus true headlines (r = −.43). Moreover, a higher likelihood of sharing false COVID-19 headlines was associated with lower verbal IQ and numeracy skills in older adults (rs = −.51--.40) and with lower verbal IQ, numeracy, and global cognition in younger adults (rs = −.66--.60). Findings indicate that headline accuracy judgements, numeracy, and verbal IQ are important contributors to sharing COVID-19 misinformation in both older and younger adults. Future work might examine the benefits of psychoeducation for improving health and science literacy for COVID-19. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",yes
10.37016/mr-2020-115,"explaining beliefs in electoral misinformation in the 2022 brazilian election: the role of ideology, political trust, social media, and messaging apps","The 2022 elections in Brazil have demonstrated that disinformation can have violent consequences, particularly when it comes from the top, raising concerns around democratic backsliding. This study leverages a two-wave survey to investigate individual-level predictors of holding electoral misinformation beliefs and the role of trust and information habits during the 2022 Brazilian elections. Our findings demonstrate that susceptibility to electoral misinformation is affected by factors such as political ideology, trust in the electoral process and democratic institutions, and information consumption, with those who participate in political groups in messaging apps being more likely to believe in electoral misinformation. © 2023, Harvard Kennedy School. All rights reserved.",no
10.1080/15213269.2023.2208363,"believing and sharing false news on social media: the role of news presentation, epistemic motives, and deliberative thinking","How vulnerable are we to misinformation on social media? To address this question, this study examines not only how well (or poorly) individuals discern true and false news on social media, but also how contextual factors in news presentation and individual’s cognitive and motivational tendencies might shape the patterns of their beliefs in and likelihood to engage online news. We conducted an online survey experiment on a sample of Chinese social media users recruited from a national panel (N = 481). The results show that, first, people generally perceived social media news as accurate and were better at correctly identifying truthful news than false news, revealing both a truth bias and a veracity effect. Second, social endorsement cue and news content slant could affect how individuals judge the veracity of a news post and engage it online. Third, evidence was mixed on how individuals’ deliberative thinking propensity and epistemic motive operated. While our primary goal is to present evidence from a non-Western society to shed lights on the psychology of false news on social media, we also strive toward teasing out some implications specific to the China context. © 2023 Taylor & Francis Group, LLC.",yes
10.1007/978-3-031-32225-9_17,inoculating adolescents against climate change misinformation,"In the “post-truth” era, where fake news is increasingly present and young people rely on social media as information sources, teaching students strategies to counter such online misinformation becomes pivotal. Inoculation theory has shown to be a promising vehicle to effectively neutralise the influence of misinformation on adults in various contexts. However, possible applications of inoculation theory for climate change education with young people have not been looked at yet. In this study, we investigated whether Austrian adolescents can be “inoculated” against misinformation targeted at the scientific consensus regarding climate change. In a quantitative randomised online survey experiment (N = 1066) based on the study of van der Linden et al. (Global Challenges 1(2):1600008, 2017), we demonstrated that adolescents are susceptible to presented misinformation targeted at the scientific consensus regarding climate change, even in the presence of accurate information. However, it is possible to pre-emptively protect adolescents against such misinformation through attitudinal inoculation. Furthermore, the inoculation treatment led to not only an increase in the adolescents’ consensus estimate but also their belief certainty in their estimate increased. We recommend future climate change education research to further elaborate possible applications of inoculation theory in climate change education or when teaching other supposedly socially controversial topics. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",no
10.1177/00027642231174334,this is clearly fake! mis- and disinformation beliefs and the (accurate) recognition of pseudo-information—evidence from the united states and the netherlands,"To understand how beliefs about mis- and disinformation affect citizens’ (correct) classification of pseudo-information, this paper relies on an experimental survey study in the United States and the Netherlands in which we (a) measured mis- and disinformation attitudes, (b) exposed participants to a real versus fake article on immigration and criminality, and (c) compared classifications of mis- and disinformation in response to the real and fake news article. The main findings indicate that the veracity of information did not play a clear role in the attribution of mis- and disinformation. People with stronger mis- and disinformation beliefs, and people with incongruent prior attitudes, were most likely to classify information as false irrespective of the level of untruthfulness. These findings imply that beliefs about misinformation play a key role in the classification of information as false, whereas these beliefs do not contribute to the accuracy of veracity judgments. © 2023 SAGE Publications.",yes
10.37016/mr-2020-114,how effective are tiktok misinformation debunking videos?,"TikTok provides opportunity for citizen-led debunking where users correct other users’ misinformation. In the present study (N=1,169), participants either watched and rated the credibility of (1) a misinformation video, (2) a correction video, or (3) a misinformation video followed by a correction video (“debunking”). Afterwards, participants rated both a factual and a misinformation video about the same topic and judged the accuracy of the claim furthered by the misinformation video. We found modest evidence for the effectiveness of debunking on people’s ability to subsequently discern between true and false videos, but stronger evidence on subsequent belief in the false claim itself. © 2023, Harvard Kennedy School. All rights reserved.",yes
10.1080/1461670X.2023.2187652,can fighting misinformation have a negative spillover effect? how warnings for the threat of misinformation can decrease general news credibility,"In the battle against misinformation, do negative spillover effects of communicative efforts intended to protect audiences from inaccurate information exist? Given the relatively limited prevalence of misinformation in people’s news diets, this study explores if the heightened salience of misinformation as a persistent societal threat can have an unintended spillover effect by decreasing the credibility of factually accurate news. Using an experimental design (N = 1305), we test whether credibility ratings of factually accurate news are subject to exposure to misinformation, corrective information, misinformation warnings, and news media literacy (NML) interventions relativizing the misinformation threat. Findings suggest that efforts like warning about the threat of misinformation can prime general distrust in authentic news, hinting toward a deception bias in the context of fear of misinformation being salient. Next, the successfulness of NML interventions is not straight forward if it comes to avoiding that the salience of misinformation distorts people’s creditability accuracy. We conclude that the threats of the misinformation order may not just be remedied by fighting false information, but also by reestablishing trust in legitimate news. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",yes
10.1080/20445911.2023.2241699,the influence of involvement and emotional valence on accuracy judgments and sharing intention of fake news,"Recent studies proposed that emotional valence of news affected individuals’ beliefs in fake news. However, the results across various studies remain controversial. Involvement probably have an influence on beliefs in fake news. To understand whether involvement modulates the role of different valences of fake news, we designed two experiments. Both Experiment 1 and Experiment 2 were 2 (valence: positive, negative) *2 (involvement: high, low) within-subject designs. The results of Experiment 1 revealed that the interaction between involvement and emotional valence on accuracy judgment was significant. The results indicated that the role of emotional valence in the accuracy judgment of fake news was affected by involvement, which provided evidence to explain the contradictory results for the role of valence on fake news beliefs. Experiment 2 found the main effect of involvement and emotional valence on sharing intention, indicating that the sharing intention of fake news was regulated by involvement and emotional valence respectively. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",no
10.1080/03623319.2020.1728508,"partisan online media use, political misinformation, and attitudes toward partisan issues","The purpose of this study is to investigate whether or to what extent partisan online media use is positively associated with people’s obtaining partisan misinformation and forming partisanship-consistent attitudes toward political issues. This study examines whether people are more likely to obtain attitude-consistent misinformation that undercuts their partisan beliefs. Also examined is the role that misinformation plays in the relationship between partisan online media use and attitudes towards partisan issues. A nation-wide online survey of 1,032 respondents in South Korea showed that people were more likely to accept misinformation if it was supportive of their partisanship. Findings further suggest that political misinformation mediated the relationship between partisan online media use and attitudes toward partisan issues. Partisan online media use appears to guide people in their learning party-consistent misinformation that leads them to have greater partisanship-consistent attitudes toward political issues. © 2020 Western Social Science Association.",no
10.1093/joc/jqac023,"what should i believe? a conjoint analysis of the influence of message characteristics on belief in, perceived credibility of, and intent to share political posts","Research on misinformation and misperceptions often investigates claims that have already reached a critical mass, resulting in little understanding of why certain claims gain widespread belief while others fall into obscurity. Here we consider how various message features factor into why certain claims are more likely to be believed, perceived as credible, and shared with others. Using a conjoint experiment, we randomly assigned participants (N = 1,489) to receive an experimentally manipulated message describing an allegation of political misconduct. Results suggest that partisan cues play a significant role in influencing both belief and perceived credibility. Furthermore, message specificity, language intensity, and whether other users' comments on the post refute or endorse the post also influenced belief judgment and credibility assessments. We conclude with a discussion of the theoretical and practical importance of these findings for understanding and combating the threat of misinformation.  © 2022 The Author(s).",no
10.1177/19401612211031457,"knowledge and the news: an investigation of the relation between news use, news avoidance, and the presence of (mis)beliefs","While increasing scholarly attention has been devoted to news avoidance, there are only few studies taking the distinction between intentional and unintentional news avoidance into consideration, and none that has investigated the linkage between the two types of news avoidance and knowledge about politics and society. To fill this void, this study explores this relationship while distinguishing between knowledge related to uncontested issues and knowledge related to issues that have been subject to public controversies (climate change, vaccination, genetically modified organisms, crime, and immigration). Relying on a large-scale survey among Swedish citizens conducted in 2020 (N = 2,160), we find that the relationship with patterns of news use is substantially different across these types of beliefs. Among other things, the results suggest that knowledge of uncontested issue domains is positively related to news use, but knowledge of contested issue domains is not. The intentional avoidance of news is only negatively related to knowledge of contested issues. Taken together, the results suggest that the mechanisms driving beliefs related to uncontested versus contested issues are substantially different. © The Author(s) 2021.",yes
10.1177/09717218211003413,"anti-science misinformation and conspiracies: covid–19, post-truth, and science & technology studies (sts)","COVID–19 has not only resulted in nearly two and a half million deaths globally but it has also spawned a pandemic of misinformation and conspiracies. In this article I examine COVID–19 misinformation and conspiracies in the United States (US). These misinformation and conspiracies have been commonly argued to be anti-science. I argue, although it is important to rebut false information and stop their spread, social scientists need to analyse how such anti-science claims are discursively framed and interpreted. Specifically, I show how the framing of the anti-science conspiracies utilise the credibility of science and scientists. I also explore how the COVID–19 misinformation and conspiracies were given different meaning among different social groups. The article is divided into three sections. In the first section I analyse the discursive emplotment of the Plandemic video that had Dr Judy Mikovits presenting several COVID–19 conspiracy theories and went viral before it was taken down from major social media platforms. I show how the video draws on the credibility of science, scientists, and scientific journals to present misinformation and conspiracies claims against vaccination, mask wearing, etc. The second section explores how COVID–19 misinformation and conspiracies were interpreted among the African-American community by drawing on the history of black community’s experiences in the US and as such how their interpretations stand in contrast to the interpretations of the COVID–19 misinformation and conspiracies among the White community. The last section analyses the role of STS in engaging with anti-science and post-truth issues and emphasises the need to excavate genealogies of the present even with regard to misinformation and conspiracies. © 2022 SAGE Publications.",no
10.1111/1468-5922.12807,observations on psychic vulnerability to media dissemination of false political-ideological messages (fake news),"The author seeks to understand the functioning of the dissemination of false messages (fake news) and its impact on the individual and collective psyche from the perspective of contemporary analytical psychology. The paper considers the current Zeitgeist along with the cultural factors that created the propitious ground for increasing media dissemination from the 1990s onwards. The growing influence of analytical psychology within the sociohistorical approach is valued. The author notes the vulnerability of the individual and collective consciousness to fake news and its insertion into competent and credible conspiracy theories. Despite, on the one hand, the formal efforts of websites, digital platforms and other digital distribution agents to verify and control this dysfunctional communication and, on the other hand, the search for psychological defence measures, there still seems to be no solution in sight. © 2022 The Society of Analytical Psychology.",no
10.1093/poq/nfac034,factual corrections eliminate false beliefs about covid-19 vaccines,"The spread of misinformation about COVID-19 vaccines threatens to prolong the pandemic, with prior evidence indicating that exposure to misinformation has negative effects on intent to be vaccinated. We describe results from randomized experiments in the United States (n = 5,075) that allow us to measure the effects of factual corrections on false beliefs about the vaccine and vaccination intent. Our evidence makes clear that corrections eliminate the effects of misinformation on beliefs about the vaccine, but that neither misinformation nor corrections affect vaccination intention. These effects are robust to formatting changes in the presentation of the corrections. Indeed, corrections without any formatting modifications whatsoever prove effective at reducing false beliefs, with formatting variations playing a very minor role. Despite the politicization of the pandemic, misperceptions about COVID-19 vaccines can be consistently rebutted across party lines.  © 2022 The Author(s).",no
10.1017/S0007123420000198,political knowledge and misinformation in the era of social media: evidence from the 2015 uk election,"Does social media educate voters, or mislead them? This study measures changes in political knowledge among a panel of voters surveyed during the 2015 UK general election campaign while monitoring the political information to which they were exposed on the Twitter social media platform. The study's panel design permits identification of the effect of information exposure on changes in political knowledge. Twitter use led to higher levels of knowledge about politics and public affairs, as information from news media improved knowledge of politically relevant facts, and messages sent by political parties increased knowledge of party platforms. But in a troubling demonstration of campaigns' ability to manipulate knowledge, messages from the parties also shifted voters' assessments of the economy and immigration in directions favorable to the parties' platforms, leaving some voters with beliefs further from the truth at the end of the campaign than they were at its beginning. Copyright © The Author(s), 2020. Published by Cambridge University Press.",no
10.37016/mr-2020-102,audio misinformation on whatsapp: a case study from lebanon,"Since 2019, Lebanon has witnessed sequential crises that have routinely spurred media attention. A great deal of misinformation has proliferated during these events, much of it spreading on WhatsApp. One format is particularly understudied: audio instant messages, otherwise known as voice notes. Utilizing a grounded theory approach to examine 35 misleading WhatsApp voice notes collected between October 2019 and October 2020, this study documents how audio misinformation on Lebanese WhatsApp follows a consistent structure through the manipulation of interpersonal relationships, the establishing of source credibility, the imbuing of negative discrete emotions, and the inclusion of calls to action. © 2022, Harvard Kennedy School. All rights reserved.",no
10.1080/09658211.2021.1917618,resisting misinformation via discrepancy detection: effects of an unaware suspicion cue,"Previous studies have shown that contaminating effects of misinformation can be reduced by consciously raising the awareness of eyewitnesses to the discrepancy between the misinformation and the original information (e.g., Tousignant, J. P., Hall, D., & Loftus, E. F. [1986]. Discrepancy detection and vulnerability misleading postevent information. Memory & Cognition, 14(4), 329–338. doi:10.3758/BF03202511). We tested whether similar effects could be obtained without conscious awareness, by drawing on the metaphor “something smells fishy” linking fishy smells and suspicion (Lee, S. W. S., & Schwarz, N. [2012]. Bidirectionality, mediation, and moderation of metaphorical effects: The embodiment of social suspicion and fishy smells. Journal of Personality and Social Psychology, 103(5), 737–749. doi:10.1037/a0029708). In a pilot study, we established the replicability and generality of previous findings concerning this metaphorical link. We then examined the effects of the smell-suspicion link on susceptibility to misleading post-event information using the misinformation paradigm. Here, the “something smells fishy” metaphor was used to invoke suspicion and increase discrepancy detection. Forty-eight hours after viewing an event, participants received misinformation in a room sprayed with either a fishy or a neutral smell. As expected, unaware exposure to the fishy smell (compared to the neutral smell) increased discrepancy detection (measured indirectly) and resistance to the contaminating effects of misinformation, eliminating misinformation interference and lowering suggestibility on the final test. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",no
10.1002/9781119743347.ch4,do you believe in fake after all? whatsapp disinformation campaign during the brazilian 2018 presidential election,"The flow of persuasive disinformation depends not only on the technology and its social uses, but also on the media and information ecosystem and the environmental conditions for social influence. The Brazilian media landscape shows a high concentration of audience and property, lack of transparency, and economic, political and religious interference. This chapter aims to identify features and patterns in the content shared that reveal narratives developed by the Bolsonaro campaign to win the Brazilian presidential election. In Brazil and in India, WhatsApp groups were used to bypass mainstream media and speak directly to citizens, spreading disinformation and polarizing voters along moral and religious lines. The difficulties in debunking disinformation campaigns and determining content credibility, especially for users, can have detrimental effects on democracy. The chapter considers that WhatsApp's affordances create the socio-technical conditions for audience fragmentation and microtargeting strategy. © 2021 John Wiley & Sons, Inc.",no
10.1177/1532673X211041570,reliable sources? correcting misinformation in polarized media environments,"Providing corrective information can reduce factual misperceptions among the public but it tends to have little effect on people’s underlying attitudes. Our study examines how the impact of misinformation corrections is moderated by media choice. In our experiment, participants are asked to read a news article published by Fox News or MSNBC, each highlighting the positive economic impact of legal immigration in the United States. While the news content is held constant, our treatment manipulates whether participants are allowed to freely choose a media outlet or are randomly assigned. Our results demonstrate the importance of people’s ability to choose: While factual misperceptions are easily corrected regardless of how people gained access to information, subsequent opinion change is conditional on people’s prior willingness to seek out alternative sources. As such, encouraging people to broaden their media diet may be more effective to combat misinformation than disseminating fact-checks alone. © The Author(s) 2021.",yes
10.1002/acp.3823,correcting the unknown: negated corrections may increase belief in misinformation,"Corrections are not always effective at reducing belief in misinformation. Negated corrections, which state a piece of information is not true, may only be effective at inhibiting information an observer has already encountered. We compared the effectiveness of negated corrections and replacements while manipulating initial exposure to a target concept. Subjects read one (Experiment 1) or six (Experiment 2) passages presenting a target concept (e.g., blue car) or not, followed by a negated correction (e.g., not blue), replacement (e.g., red), or no correction, then answered open-ended questions which were scored for mentions of the target concept. When subjects were exposed to the target concept, negated corrections reduced mentions of the misinformation relative to no correction; however, when not exposed to the concept, negated corrections increased mentions relative to no correction. These results demonstrate that negated corrections can increase belief in misinformation when observers have not been exposed to the misinformation. © 2021 The Authors. Applied Cognitive Psychology published by John Wiley & Sons Ltd.",no
10.1093/oso/9780198863977.003.0006,enquiry and normative deviance: the role of fake news in science denialism,"It is argued that science denialism brings about an aberrant form of enquiry that deviates in significant ways from the epistemic norms governing scientific enquiry. Science denialism doesn’t involve just a rejection of a scientific theory; it also challenges the practice of continuously and impartially testing research methods, theories, and evidential sources with the aim of improving the accuracy of our theories. This chapter provides an in-depth analysis of the epistemic mechanisms at work. It develops a fine-grained framework to model a variety of normative deviances that may take place in enquiry. Through analysing two case studies, it is argued that fake news plays two pivotal roles in shaping epistemic norms operating within science denialism. First, it discredits a variety of (institutional) sources of evidence; second, it also plays a part in building the alternative explanation of the target phenomena. © Oxford University Press 2021.",no
10.1007/s11109-021-09701-1,"the (null) effects of happiness on affective polarization, conspiracy endorsement, and deep fake recognition: evidence from five survey experiments in three countries","Affective polarization is a key concern in America and other democracies. Although past evidence suggests some ways to minimize it, there are no easily applicable interventions that have been found to work in the increasingly polarized climate. This project examines whether irrelevant factors, or incidental happiness more specifically, have the power to reduce affective polarization (i.e., misattribution of affect or “carryover effect”). On the flip side, happiness can minimize systematic processing, thus enhancing beliefs in conspiracy theories and impeding individual ability to recognize deep fakes. Three preregistered survey experiments in the US, Poland, and the Netherlands (total N = 3611) induced happiness in three distinct ways. Happiness had no effects on affective polarization toward political outgroups and hostility toward various divisive social groups, and also on endorsement of conspiracy theories and beliefs that a deep fake was real. Two additional studies in the US and Poland (total N = 2220), also induced anger and anxiety, confirming that all these incidental emotions had null effects. These findings, which emerged uniformly in three different countries, among different partisan and ideological groups, and for those for whom the inductions were differently effective, underscore the stability of outgroup attitudes in contemporary America and other countries. © 2021, The Author(s).",no
10.1177/1532673X211022639,"republicans, not democrats, are more likely to endorse anti-vaccine misinformation","Vaccine safety skeptics are often thought to be more likely to self-identify as Democrats (vs. Independents or Republicans). Recent studies, however, suggest that childhood vaccine misinformation is either more common among Republicans, or is uninfluenced by partisan identification (PID). Uncertainty about the partisan underpinnings of vaccine misinformation acceptance is important, as it could complicate efforts to pursue pro-vaccine health policies. I theorize that Republicans should be more likely to endorse anti-vaccine misinformation, as they tend to express more-negative views toward scientific experts. Across six demographically and nationally representative surveys, I find that—while few Americans think that “anti-vaxxers” are more likely to be Republicans than Democrats—Republican PID is significantly associated with the belief that childhood vaccines can cause autism. Consistent with theoretical expectations, effect is strongly mediated by anti-expert attitudes—an effect which supplemental panel analyses suggest is unlikely to be reverse causal. © The Author(s) 2021.",no
10.3389/fcomm.2021.613794,"misconceptions, misinformation and politics of covid-19 on social media: a multi-level analysis in ghana","Background: Ghana developed an Emergency Preparedness and Response Plan (EPRP) in response to the Severe Acute Respiratory Syndrome Coronavirus (SARS CoV-2) pandemic. A key strategy in the EPRP is to mobilize national resources and put in place strategies for improved risk and behavioral change communication. Nonetheless, concerns have been raised on social media about COVID-19 misinformation and misconceptions. This study used social media content to determine the types, forms and the effects of the myths, misconceptions and misinformation in Ghana's COVID-19 containment. Method: The study was conducted in three phases involving the use of both primary and secondary data. Review of social media information on COVID-19 was done. This was complemented with document review and interviews with key stakeholders with expertise in the management of public health emergencies and mass communication experts (N = 18). All interviews were transcribed verbatim and analyzed using NVivo 12. Results: The study showed a changing pattern in the misconceptions and misinformation about COVID-19. Initially myths were largely on causes and vulnerability. It was widely speculated that black people had some immunity against COVID-19. Also, the condition was perceived to cause severe disease among the elderly. These misconceptions served as risk attenuators among Ghanaians, especially the younger generation. As the infection evolved in the country, another misconception emerged that the hot climate in Africa inhibited viral replication and transmission only to be followed by speculations and conjectures that COVID-19 was being used as a biological weapon to target developed economics. For the management of COVID-19, the use of local remedies such as Neem tree (Azadirachta indica) and herbal preparation also emerged. Myths about the efficacy of locally manufactured gin (akpeteshie) and hydroxychloroquine as prophylaxis led to abuse of such substances. Interview segments revealed the use of myths to propagate political agenda in the country. Conclusion: The study concludes that COVID-19 misconceptions and misinformation are widespread and cover the course of the condition. These myths necessitate culturally sensitive health communication strategies that take into account local perceptions of COVID-19 in order to tackle the circulation of misconceived messages about the pandemic in Ghana. © Tabong and Segtub.",no
10.30658/jicrcr.4.3.4,misinformation and government crisis management in south korea: understanding active publics’ belief in misinformation about the yemeni refugee issue and its effect on active communication behaviors,"This study aims to investigate how situationally motivated publics respond to misinformation in the context of the Yemeni refugee issue in South Korea. In particular, this study examined how situational motivation in problem-solving on the issue is associated with belief in misinformation and active communication behaviors in the framework of situation theory of problem-solving (STOPS). The results of this study showed that individuals with a high level of situational motivation are more likely to believe misinformation on a given issue. In addition, the result found that belief in misinformation mediates between situational motivation in problem-solving and information forwarding. The results of this study contribute to government crisis management dealing with refugee issues. Copyright 2021 Authors. Published under a Creative Commons Attribution.",no
