DOI,Title,Abstract,include
10.1080/09658211.2020.1862234,the messy landscape of eye movements and false memories,"Eye-Movement Desensitisation and Reprocessing (EMDR) therapy is a common treatment for PTSD. However, skeptics like James Ost question the theoretical underpinnings, highlight inconsistency of empirical findings surrounding the efficacy of such therapy, and warn against unknown drawbacks. Little is known about the impact of the eye movements, a critical component in EMDR, on susceptibility to false memories, and the existing literature is contradictory. We review the literature and present new findings to help tell the story of the effects of eye movements on memory. Taken as a whole, this small body of work suggests that eye movements do not reliably affect susceptibility to misinformation, nor do they appear to enhance memory, but they do seem to increase spontaneous false memories. © 2020 Informa UK Limited, trading as Taylor & Francis Group.",
10.1007/978-3-030-91017-4_15,combatting conspiratorial thinking with controlled argumentation dialogue environments,"The COVID-19 pandemic has been associated with an explosion in misinformation, leading to increased interest in methods to combat the failures in critical thinking which make such misinformation so powerful. In combatting misinformation, simply throwing uncontrolled argumentation at the problem is often counter-productive, partially because the means by which people evaluate arguments are highly subject to cognitive biases. Such biases which promote jumping to unwarranted conclusions have been shown to correlate with conspiratorial belief. We consider the use of Controlled Argumentation Dialogue Environments (CADEs) as a means to mitigate cognitive biases which contribute to belief in COVID-19 conspiracy theories. We will discuss Warrant Game (WG) and Warrant Game for Analogies (WG-A), CADEs in which two arguers are presented with a divisive issue and two competing positions on that issue. They then compete by iteratively improving warrants for their arguments and attacking those of their opponents. The warrant, when made explicit, makes it easier to determine key features typically associated with argument strength and may reveal hidden assumptions or fundamental reasoning incompatibilities. By presenting an issue and positions which relate to conspiratorial thinking, CADEs may operate as an educational tool for breaking conspiratorial belief into core values and building cognitive skills. © 2022, The Author(s).",
10.1080/01292986.2021.2007274,examining the indonesian government’s social media use for disaster risk communication,"Social media have become widely used platforms for risk communication. Nevertheless, as this paper identifies there are potential challenges associated with the use social media, i.e. trust and credibility, misinformation, and digital inequality. This study uses three case studies to analyze the Indonesian government’s messaging strategies on social media for disaster risk communication, while navigating these challenges. Thematic content analysis of Indonesian emergency units’ social media posts during disaster events and of in-depth interviews with the personnel of the government agencies reveal the problematic aspects of the unidirectional top-down pattern of social media disaster risk communication. The messages mainly convey information about situations related to the disasters and government activities in local communities during disasters. Government agencies did not see social media as an appropriate channel for local communities most likely to be impacted or that such communities are shaped by culturally embedded beliefs and who might have limited accesses to the technology. This study suggests that patterns of social media use for disaster risk communication can differ across cultures. The collectivist culture of Indonesian communities has led to the two-step flow of communication model that proposes embracing culture and social capital to build trust, credibility, and overcome digital inequalities. © AMIC/WKWSCI-NTU 2021.",
10.1002/9781119743347.ch6,ideology and disinformation: how false news stories contributed to brexit,"This chapter investigates why the Euromyths persisted despite their repeated and consistent refutation. The durability of the Euromyths despite their continuous disproval seems to indicate that they appealed to existing ideological beliefs. The chapter utilizes Roland Barthes's concept of ""myth"" to analyze how the Euromyth news stories construct a nationalist ideology. The Euromyths spread an ideological ""truth"" while ignoring protestations about their inaccuracy. The assumed agreement sits within the historico-political situation of rising Euroskepticism in Britain around the ratification of the Maastricht Treaty. The impact of the Euromyths developed because, as just shown, they link into a long intertextual chain of disparaging media reports about EU regulations and Euroskeptic speeches. The genre of Euromyth news stories is formed by employing the same discursive strategies that could be observed in the bananas story. The disinformation supported and was supported by a Euroskeptic myth through which its impact unfolded. © 2021 John Wiley & Sons, Inc.",
10.1177/1532673X211041570,reliable sources? correcting misinformation in polarized media environments,"Providing corrective information can reduce factual misperceptions among the public but it tends to have little effect on people’s underlying attitudes. Our study examines how the impact of misinformation corrections is moderated by media choice. In our experiment, participants are asked to read a news article published by Fox News or MSNBC, each highlighting the positive economic impact of legal immigration in the United States. While the news content is held constant, our treatment manipulates whether participants are allowed to freely choose a media outlet or are randomly assigned. Our results demonstrate the importance of people’s ability to choose: While factual misperceptions are easily corrected regardless of how people gained access to information, subsequent opinion change is conditional on people’s prior willingness to seek out alternative sources. As such, encouraging people to broaden their media diet may be more effective to combat misinformation than disseminating fact-checks alone. © The Author(s) 2021.",
10.1080/00221309.2020.1860889,can suggestions of non-occurrence lead to claims that witnessed events did not happen?,"In three experiments, we examined whether general suggestions of non-occurrence –suggestions that experienced events did not occur– would lead participants to claim that events they witnessed never happened. Participants viewed a video depicting the investigation of a child kidnapping case and subsequently were exposed to suggestions of non-occurrence either once (Experiments 1 and 3) or three times (Experiments 2 and 3). The results provided no evidence that single suggestions of non-occurrence influenced participants’ memories or belief (Experiments 1 and 3). However, in two experiments (E2 and E3) the results provided clear evidence that repeated elaboration of suggestions of non-occurrence led participants to claim that the events they witnessed never happened. The finding that participants were influenced by repeated, but not single elaboration of suggestions of non-occurrence shows that reflective elaboration processes played an important role in leading participants to disbelieve the events they had witnessed. © 2020 Taylor & Francis Group, LLC.",
NA,the science of witness memory: implications for practice and procedure in international arbitration,"Witness evidence plays a lead role in international arbitrations, yet the reliability of witness evidence in arbitral contexts has received little attention from legal practitioners. Hundreds of scientific studies have highlighted the fragile nature of witness memory and the ease with which memories can become unwittingly corrupted. In this article, we explain why the psychological research on witness memory is relevant to international arbitration and outline some of the key findings that have important implications for procedure and practice. Alongside the large body of science illustrating the malleability of witness memory, there exists a substantial amount of research outlining how best to preserve or maximize the quantity and quality of witness evidence. Indeed, many simple measures can be adopted by arbitrators and counsel, when eliciting and presenting witness evidence. When educated on the psychological science concerning the factors that can render even the most meticulous and honest witness prone to error, fact-finders will be in a far better position to assess witness evidence in international arbitrations. © 2022 Kluwer Law International BV, The Netherlands",
10.1177/1363459320912817,"news media stories about cancer on facebook: how does story framing influence response framing, tone and attributions of responsibility?","This content analysis explored associations between the framing of cancer-related health news stories on Facebook and their corresponding comments. It was found that regardless of story framing the majority of responses involved users engaging in debate and discussion rather than sharing personal experiences. Furthermore, stories framed episodically had a greater proportion of both supportive and unsupportive comments than stories framed thematically. As predicted, episodic stories were associated with more attributions of responsibility directed towards the individual whereas thematic stories lead to more societal-level attributions of blame. Contrary to predictions, responses did not contribute towards the stigmatisation of lung cancer, instead more responses were aimed at reducing stigma for this illness. Within the findings strong beliefs about cancer treatment and management were also identified, which raises concern over the spread of misinformation. Overall, this research provided insight into the framing of cancer news and highlighted potential implications of Facebook comments. © The Author(s) 2020.",
10.1111/asap.12276,"political homophily, bifurcated social reality, and perceived legitimacy of the 2020 us presidential election results: a four-wave longitudinal study","We report the results from a four-wave longitudinal study (N = 951–1349) investigating perceptions of the 2020 US Presidential Election as legitimate. Specifically, the role of homophily (“love of same”) was examined in creating politically homogenous social and informational networks that facilitate and amplify polarized perceptions of the election's legitimacy and belief in voter fraud across time. Consistent with our hypotheses, Trump voters’ susceptibility to misinformation about voter fraud and refusals to accept the election results as legitimate drastically increased to the extent to which they were entrenched in politically homophilic networks. Biden voters modestly strengthened their views of the election results as legitimate when entrenched in politically homophilic networks. Moreover, the influence of politically homophilic networks in facilitating this polarization grew stronger with the passage of time. Longitudinal modeling revealed that, among Trump voters, politically homophilic networks decreased perceptions of election legitimacy through increased belief in voter fraud. © 2021 The Society for the Psychological Study of Social Issues",
10.1073/pnas.2112266118,the role of non-covid-specific and covid-specific factors in predicting a shift in willingness to vaccinate: a panel study,"Although declines in intent to vaccinate had been identified in international surveys conducted between June and October 2020, including in the United States, some individuals in the United States who previously expressed reluctance said, in spring 2021, that they were willing to vaccinate. That change raised the following questions: What factors predicted an increased willingness to inoculate against COVID-19? And, to what extent was the change driven by COVID-specific factors, such as personalworry about the disease and COVID-specific misinformation, and to what extent by background (non-COVID-specific) factors, such as trust in medical authorities, accurate/inaccurate information about vaccination, vaccination history, and patterns of media reliance? This panel study of more than 8,000 individuals found that trust in health authorities anchored acceptance of vaccination and that knowledge about vaccination, flu vaccination history, and patterns of media reliance played a more prominent role in shifting individuals from vaccination hesitance to acceptance than COVID-specific factors. COVID-specific conspiracy beliefs did play a role, although a lesser one. These findings underscore the need to reinforce trust in health experts, facilitate community engagement with them, and preemptively communicate the benefits and safety record of authorized vaccines. The findings suggest, as well, the need to identify and deploy messaging able to undercut health-related conspiracy beliefs when they begin circulating. © 2021 National Academy of Sciences. All rights reserved.",
10.1177/01634437211040669,rethinking journalism standards in the era of post-truth politics: from truth keepers to truth mediators,"In this article, we argue for a pragmatic understanding of the role of news media and journalism not as truth keepers but as truth mediators in the public sphere. In the current debate on ‘post-truth politics’ the emphasis is often put on the formulation of ethical guidelines and legal solutions to regain control over ‘unbound journalism’ or to re-establish truth in the news media. Instead of holding journalists individually accountable for the spread of fake news, we consider truth as an unstable outcome of fact-finding, information-seeking and contestation, where journalists act as professional brokers. Journalists are not individuals that are closer to facts or more devoted to truth than others. They are rather embedded in a professional field of journalism practices that help to establish the value of information in a trusted way that becomes acceptable and convincing for the majority. Standards and procedures of journalism can therefore not be applied in a way to detect truth in an absolute way and defend it against falsehood, but to approach truth in the most reliable and acceptable way. The truth value of information then becomes the (unstable) outcome of a democratically necessary procedure of critical debate facilitated by journalists. © The Author(s) 2021.",
10.1371/journal.pone.0263191,a darkening spring: how preexisting distrust shaped covid-19 skepticism,"Despite widespread communication of the health risks associated with the COVID-19 virus, many Americans underestimated its risks and were antagonistic regarding preventative measures. Political partisanship has been linked to diverging attitudes towards the virus, but the cognitive processes underlying this divergence remain unclear. Bayesian models fit to data gathered through two preregistered online surveys, administered before (March 13, 2020, N = 850) and during the first wave (April-May, 2020, N = 1610) of cases in the United States, reveal two preexisting forms of distrust-distrust in Democratic politicians and in medical scientists-that drove initial skepticism about the virus. During the first wave of cases, additional factors came into play, suggesting that skeptical attitudes became more deeply embedded within a complex network of auxiliary beliefs. These findings highlight how mechanisms that enhance cognitive coherence can drive anti-science attitudes. © 2022 Priniski, Holyoak. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
10.1016/j.jarmac.2021.03.006,correcting neuromyths: a comparison of different types of refutations,"Research suggests that educators and students often hold erroneous beliefs about learning and brain function, referred to as neuromyths. The prevalence of these neuromyths may be problematic, leading people to spend resources on ineffective study methods and propagate misinformation. Therefore, we examined whether erroneous beliefs in neuromyths could be corrected using various forms of refutations. Across two experiments, participants viewed true and false statements (neuromyths) about learning and brain function and indicated whether the statements were true or false. Participants then received one of three types of corrections (refutation-only, refutation-explanation, refutation-explanation and image) or no correction (control). One week and 1 month later, participants again indicated their beliefs in the true statements and the neuromyths. Results showed that all three refutations were effective for correcting erroneous beliefs in neuromyths, and this corrective effect was present after 1 week and 1 month. These findings suggest that beliefs in neuromyths can be corrected and possibly lead to long-lasting knowledge revision. © 2021",
10.3390/h10040128,"small revelations, … maybe not even with an apocalyptic tone","This article tries to be funny in a very serious way, following Virginia Woolf’s call in Three Guineas that, in the face of man-made disasters, we may have to make fools of ourselves in relation to common sense. Apocalypses, such as the Anthropocene, climate change, and mass extinction require—like the Second World War that Woolf refused to simplify—a tentative search for knowledge, not controlling and predictable methods in the search for a solution. The article is based on how Jacques Derrida’s discussion with Immanuel Kant regarding how truth should sound before the apocalypse over the years has increasingly come to describe contemporary doxa, within which there is only room for mystagogues, who inaugurate followers in the “real truth” behind “fake news”, or scientisticists, who believe that facts and truth are the same thing. When Derrida shows how these two positions depend on each other, sharing the modern belief that knowledge is associated with development, boundaries and control, he also shows how this narrows knowledge down to the predictable, and, thus, makes it complicit with the mistaken efforts of control responsible for today’s challenges. Against this background, the article analyzes works by the artist, Eva Löfdahl, and links them with questions concerning connections between truth, knowledge, art, and science. © 2021 by the author.",
10.1017/psrm.2022.1,the impact of social desirability bias on conspiracy belief measurement across cultures,"Polls asking respondents about their beliefs in conspiracy theories have become increasingly commonplace. However, researchers have expressed concern about the willingness of respondents to divulge beliefs in conspiracy theories due to the stigmatization of those ideas. We use an experimental design similar to a list experiment to decipher the effect of social desirability bias on survey responses to eight conspiratorial statements. Our study includes 8290 respondents across seven countries, allowing for the examination of social desirability bias across various political and cultural contexts. While the proportion of individuals expressing belief in each statement varies across countries, we observe identical treatment effects: respondents systematically underreport conspiracy beliefs. These findings suggest that conspiracy beliefs may be more prominent than current estimates suggest.  © The Author(s), 2022. Published by Cambridge University Press on behalf of the European Political Science Association.",
10.3390/soc11040121,fake news and the “wild wide web”: a study of elementary students’ reliability reasoning,"Online research presents unique challenges for elementary students as they develop and extend fundamental literacy skills to various media. Some features of internet text differ from that of traditional print, contributing to the challenges of discerning “fake news.” Readers must understand how to navigate online texts to conduct research effectively, while applying critical thinking to determine the reliability of online information. Descriptive data from an ongoing study revealed that children in grades 1–5 lack some basic understanding of how to search the “wild wide web.” Just as children benefit from explicit instruction related to text features, children benefit from instruction related to the features of the internet. This article presents a study of website evaluation that occurs early in the search process prior to the selection of a particular website or article. The application of the web literacy skills required to conduct an internet search is addressed, and recommendations prompt teachers to consider searches beyond the “walled garden,” as well as ways to handle the “messiness” of internet exploration. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",
NA,the influence of fake news: rebuilding public trust in journalism,"This chapter explores the turbulent environment in which journalists and scholars find themselves today, and the impact of fake news on the credibility of journalism. It addresses current political, social, and cultural issues influencing the practice of media and communication. I argue that fake news in the 21st century is distinguished by the technologies that allow it to mimic legitimate journalism and be disseminated globally without barriers. When unpacking the significance of fake news as it exists today, two elements must be examined: fake news as misrepresentation and fake news as an attack on journalists. The chapter ends with a consideration of journalism can best take on this phenomenon to combat fake news while continuing to engage in ethical practice that upholds long-standing principles and values. Journalists must engage in good reporting that includes multiple viewpoints and supported claims while also honestly critiquing so-called objective journalism. Business as usual by journalists is part of the problem. © 2022 selection and editorial matter, Lada Trifonova Price, Karen Sanders, and Wendy N. Wyatt. All rights reserved.",
10.1111/spsr.12465,the role of regulatory agencies in agenda-setting processes: insights from the italian response to the covid-19 infodemic,"International organizations such as the WHO have worked to raise awareness of the massive infodemic that accompanied the COVID-19 outbreak and made it hard for people to find trustworthy sources of information and reliable guidance for their decisions. Our contribution focuses on the Italian case, where the Communications Regulatory Authority (AGCOM) was able to act as first mover in its field so as to strategically frame the problem of disinformation in the absence of a pre-existing policy intervention. An emerging body of research shows that the activity of formally independent regulators is not necessarily limited to the implementation of delegated regulatory competencies. We discuss the implications of the activity of independent regulators for the fight against disinformation during the COVID-19 pandemic. We find that as a political actor in its own right, the Italian media regulator claimed control over sectoral expertise in order to shape the crucial first steps of the response to the infodemic. © The Authors. Swiss Political Science Review published by John Wiley & Sons Ltd on behalf of Swiss Political Science Association",
10.1093/oso/9780198863977.003.00014,an epistemic defense of news abstinence,"If we have reason to believe that by following the news, we acquire more false beliefs than true ones or we acquire true but irrelevant beliefs, then we may be justified in taking a newsbreak. We are propositionally justified in temporarily ignoring the news either in a domain or from a source if (i) we are in a fake news environment or are justified in believing that we are, and (ii) it is cognitively difficult or time consuming to discriminate genuine from fake news or to obtain genuine news. The defense of news abstinence rests either on reliabilism about justification or the defeasibility theory. When reliabilism is combined with epistemic consequentialism, news abstinence in a fake news environment is not only epistemically permitted but also epistemically required. © Sven Bernecker 2021.",
10.1145/3456565.3460039,using service-learning in graduate curriculum to address teenagers' vulnerability to web misinformation,"We report on how we implemented service-learning (S-L) in a CS graduate class to improve student understanding of the class materials and provide a service to the community, i.e., addressing teenagers' vulnerability to Web misinformation. We show how S-L benefits CS students in their course theory understanding and personal skills development, while teenagers' news media literacy and misinformation d  © 2021 Owner/Author.",
10.1177/0886260518804836,public stranger violence—what makes you vulnerable?a comparison of perspectives from young adults and industry experts,"The purpose of this study was to determine the situational and individual factors that influence vulnerability to public stranger violence (PSV) from the perspective of young adults and industry professionals. In total, 25 young adults aged between 18 and 29 years formed one sample and participated in one of four focus groups. The second sample consisted of 10 industry professionals with backgrounds in policing, corrections, and forensic psychology. Each professional participated in an individual semistructured interview. Both samples were asked questions regarding vulnerability and safety in public, where responses were analyzed using a thematic analysis. Multiple themes were identified and categorized into situational and individual factors associated with victimization. Situational factors referred to aspects of the environment that may influence vulnerability to PSV and included visibility, location, and level of support for potential victims. Individual factors referred to aspects about the person that may influence vulnerability to PSV and included unpredictability, ease of target, stereotypes, in-groups versus out-groups, distractions, and personality traits. Although both samples identified similar situational factors, young adults were found to be either unaware of individual factors identified by industry professionals as influencing vulnerability or at least misunderstood some of these factors. This is problematic as young adults may be basing their public behaviors on misinformation that may in fact increase, rather than decrease, vulnerability to PSV. The findings from this study have implications for the design of personal safety programs as well as community-based interventions to reduce vulnerability, the prevalence of PSV, and the negative outcomes associated with PSV, including anxiety and fear of crime. © The Author(s) 2018.",
10.1007/978-3-319-32103-5_29,"global media ethics and human rights: roles, responsibilities, and rehumanizing journalism","This chapter explores the interconnection between human rights theory and practice and global media ethics, arguing for the rehumanizing of journalism and journalism ethics in this era of rapid change and automation. Reviewing the opportunities and challenges facing journalism as it integrates artificial intelligence into all facets of media production, the chapter outlines an opt-in media credibility system, which it argues goes some way toward rebuilding trust in journalism, rehumanizing journalism, and providing a global framework for media ethics. This system, which overlays the current system of media regulation, provides a flexible framework for reviewing journalistic performance that can be adapted to different contexts and changing conditions. It does this by outlining a universal set of journalistic commitments and a process of user feedback that will help monitor the diversity and number of problems journalism is encountering. © Springer Nature Switzerland AG 2021. All rights reserved.",
10.5604/01.3001.0015.0613,the power of self-deception: psychological reaction to the covid-19 threat,"Background: Material/ Methods: Results: Conclusions: Poland’s inhabitants have often expressed disbelief and negative attitudes toward social isolation, combined with restlessness. This is due to a tendency to discount troubling information while facing the unknown and counter-argue against information that causes discomfort and fear. This tendency helps humans to maintain hope and well-being. The study aimed to determine if Polish citizens tend to downplay or even deny danger when faced with a death threat. The study comprised 58 adults – 46 females 12 males, aged 21 to 49. The participants were asked to answer 12 questions defining their beliefs and attitudes towards the COVID-19 pandemic threat and its consequences. The subjects gave answers on the 5-point Likert scale, from ""definitely not"" to ""definitely yes"". The findings of the present study show that a considerable number of the participants tend to exhibit an optimistic bias. This is reflected in their direct statements and in the lack of congruence of their opinions. They do feel the threat of becoming ill but also seem to believe it need not affect them personally. They are also relatively optimistic about the outcomes of the pandemic. At the same time, they realize that COVID-19 may lead to severe psychological, neurological, and mental disorders. The study confirmed a tendency to deny the threat that can pose a severe risk to health and psychological well-being. This is a manifestation of an optimism bias that has its roots in the way the human brain works. The participants did express concerns about the future but at the same time hoped that life after the pandemic would return to normal. It reflects a benevolent facet of self-deception since it makes it possible to cope with highly threatening and impossible to control events. © 2021, MEDSPORTPRESS Publishing House. All rights reserved.",
10.1027/1864-1105/a000287,"assessments of user comments with ""alternative views"" as a function of media trust","Comments sections under news articles have become popular spaces for audience members to oppose the mainstream media s perspective on political issues by expressing alternative views. This kind of challenge to mainstream discourses is a necessary element of proper deliberation. However, due to heuristic information processing and the public concern about disinformation online, readers of comments sections may be inherently skeptical about user comments that counter the views of mainstream media. Consequently, commenters with alternative views may participate in discussions from a position of disadvantage because their contributions are scrutinized particularly critically. Nevertheless, this effect has hitherto not been empirically established. To address this gap, a multifactorial, betweensubjects experimental study (N = 166) was conducted that investigated how participants assess the credibility and argument quality of mediadissonant user comments relative to media-congruent user comments. The findings revealed that media-dissonant user comments are, indeed, disadvantaged in online discussions, as they are assessed as less credible and more poorly argued than media-congruent user comments. Moreover, the findings showed that the higher the participants level of media trust, the worse the assessment of media-dissonant user comments relative to media-congruent user comments. Normative implications and avenues for future research are discussed. © 2021 Hogrefe Publishing GmbH. All rights reserved.",
10.1086/712817,the dynamics of retraction in epistemic networks,"Sometimes retracted or refuted scientific information is used and propagated long after it is understood to be misleading. Likewise, retracted news items may spread and persist, despite being publicly established as false. In this article, we explore the dynamics of retraction using agent-based models of epistemic networks, to see why false beliefs might persist despite retraction. We find that, often, those who received false information simply fail to receive retractions because of social dynamics. Surprisingly, delaying retraction can increase its impact. Further, retractions are most successful when issued by the original source of misinformation, rather than a separate source. © 2021 by the Philosophy of Science Association. All rights reserved.",
10.1002/acp.3823,correcting the unknown: negated corrections may increase belief in misinformation,"Corrections are not always effective at reducing belief in misinformation. Negated corrections, which state a piece of information is not true, may only be effective at inhibiting information an observer has already encountered. We compared the effectiveness of negated corrections and replacements while manipulating initial exposure to a target concept. Subjects read one (Experiment 1) or six (Experiment 2) passages presenting a target concept (e.g., blue car) or not, followed by a negated correction (e.g., not blue), replacement (e.g., red), or no correction, then answered open-ended questions which were scored for mentions of the target concept. When subjects were exposed to the target concept, negated corrections reduced mentions of the misinformation relative to no correction; however, when not exposed to the concept, negated corrections increased mentions relative to no correction. These results demonstrate that negated corrections can increase belief in misinformation when observers have not been exposed to the misinformation. © 2021 The Authors. Applied Cognitive Psychology published by John Wiley & Sons Ltd.",
NA,covid-19: tele-regulation of broadcast coverage of public health emergencies in nigeria,"Background: Coronavirus disease (COVID-19) has presented a severe challenge to broadcasters globally. How broadcast media stations in Nigeria responded through their coverage is deserving of scholarly attention. How regulatory agencies performed their role during the out of the virus is equally worthy of scholarly attention. Objective: This study assessed COVID-19 coverage by Kano State broadcast media. It also evaluated how the National Broadcasting Commission (NBC), an agency saddled with regulating the broadcasting industry, responded in tackling violations during a public health emergency. Methodology: The researchers made use of a mixed-method: content analysis and documentary analysis. Content analysis was used to generate quantitative data, while documentary analysis was used for qualitative data through analysis of the Weekly Monitory Reports (WMRs). Results The paper found that the COVID-19 pandemic was given a third place on public station with 16% coverage and fourth position on a private station with about 15%. On information accuracy, the paper found that there were instances of inaccuracies about the virus as non-experts were severally featured on programmes, thus misleading the public. Conclusion: The paper concludes that Kano broadcasters paid attention to the pandemic but disregarded professionalism in so many instances as inaccuracies and misinformation were reported and acted upon by NBC. It is therefore recommended that NBC should not only amend emergency coverage provisions in the Code but come up with a broadcast policy on disaster and other crises emergencies as an antidote to unprofessional coverage as witnessed in some stations. Unique contribution: The study offered theoretical and practical contribution that explains how broadcasters report health emergency issues in radio stations. Key recommendation: National broadcasting commission should come up with a broadcast policy on disaster and other crises emergencies as a remedy to unprofessional coverage as witnessed in broadcast stations. © 2021, University of Nigeria Department of Mass Communication. All rights reserved.",
10.1111/ssqu.12989,covid-19 and motivated reasoning: the influence of knowledge on covid-related policy and health behavior,"Objective: The spread of misinformation about COVID-19 severely influences the governments' ability to address the COVID-19 pandemic. This study explores the predictors of accurate beliefs about COVID-19 and its influence on COVID-related policy and behavior. Methods: Data from an original survey collected by Lucid in July 2020 are used. Ordinary Least Squares regression (OLS) is used to predict accurate beliefs about COVID-19. Ordered logistic regression models are estimated to examine the relationship between COVID-19 knowledge, policy preferences, and health behavior intentions. Results: Ideology and education were found to have a positive effect on knowledge about COVID-19. Moreover, low levels of knowledge about COVID-19 were found to reduce support for mandatory vaccination policy and willingness to get a coronavirus vaccine when available. Conclusion: These findings will help policymakers develop communication strategies for the public on the coronavirus vaccination. © 2021 by the Southwestern Social Science Association.",
10.1093/oso/9780198863977.003.0006,enquiry and normative deviance: the role of fake news in science denialism,"It is argued that science denialism brings about an aberrant form of enquiry that deviates in significant ways from the epistemic norms governing scientific enquiry. Science denialism doesn’t involve just a rejection of a scientific theory; it also challenges the practice of continuously and impartially testing research methods, theories, and evidential sources with the aim of improving the accuracy of our theories. This chapter provides an in-depth analysis of the epistemic mechanisms at work. It develops a fine-grained framework to model a variety of normative deviances that may take place in enquiry. Through analysing two case studies, it is argued that fake news plays two pivotal roles in shaping epistemic norms operating within science denialism. First, it discredits a variety of (institutional) sources of evidence; second, it also plays a part in building the alternative explanation of the target phenomena. © Oxford University Press 2021.",
10.1371/journal.pone.0255785,what you say and what i hear-investigating differences in the perception of the severity of psychological and physical violence in intimate partner relationships,"The correct communication of the severity of violence is essential in the context of legal trials, custody cases, support of victims, etc., for providing fair treatment. A narrator that communicates their experiences of interpersonal violence may rate the seriousness of the incident differently than a rater reading the narrator's text, suggesting that there exist perceptual differences (PD) in severity ratings between the narrator and the rater. We propose that these perceptual differences may depend on whether the narrative is based on physical or psychological violence, and on gender differences. Physical violence may be evaluated as more serious by the receiver of the narrative than by the narrator (Calibration PD), whereas the seriousness of psychological violence may be difficult to convey, leading to a discrepancy in the seriousness ratings between the narrator and the rater (Accuracy PD). In addition, gender stereotypes may influence the seriousness rating (Gender PD), resulting in violence against women being perceived as more serious than the same violence against men. These perceptual differences were investigated in 3 phases using a new experimental procedure. In Phase 1, 113 narrators provided descriptions and seriousness ratings of selfexperienced physical and psychological violence in relationships. In Phase 2, 340 independent raters rated the seriousness of 10 randomly selected narrations from Phase 1. In Phase 3, the genders in the narrations were changed to the opposite gender, and seriousness ratings were collected from 340 different raters. Our results confirmed the hypothesized perceptual differences. Violence to male victims was considerably more likely to be seen as severe when the raters were misled to believe the victim was a woman. We propose that these data provide practical guidelines for how to deal with misinformation in the communication of violence. The data also show that mean values and the confidence of such severity ratings need to be adjusted for several factors, such as whether it is self-experienced or communicated, the type of violence, and the gender of the victims and raters.  © 2021 Sikström et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
10.1016/j.jenvp.2021.101623,influencing climate change attitudes in the united states: a systematic review and meta-analysis,"Researchers interested in climate change communication have investigated how people respond to messages about it. Through meta-analysis, the current research synthesizes the multitude of experimental studies on this topic to uncover which interventions are most effective at influencing attitudes about climate change. The meta-analysis focuses on experimental studies that included a control condition and measured climate change attitudes among participants in the United States. After a large literature search, 396 effect sizes were retrieved from 76 independent experiments (N = 76,033 participants). Interventions had a small, significant positive effect on attitudes, g = 0.08, 95% CI [0.05, 0.10], 95% prediction interval [-0.04, 0.19], p < .001. Surprisingly, type of intervention was not a statistically significant moderator of this effect, nor was political affiliation. However, type of attitude was a significant moderator: the treatment-control difference in attitudes was smaller for policy support than for belief in climate change, indicating that policy attitudes are more resistant to influence than belief in climate change. Interventions that aimed to induce skepticism (e.g., misinformation) had a significantly stronger average effect on attitudes than did ones that intended to promote belief in climate change, suggesting that belief in climate change is more easily weakened than strengthened. © 2021 Elsevier Ltd",
10.1093/oso/9780198863977.003.00015,"fake news, false beliefs, and the fallible art of knowledge maintenance","The term ‘fake news’, it is argued in this chapter, captures a novel kind of social-epistemic dysfunction that arises from systemic distortions of established processes of creating, disseminating, and consuming news-like content. Navigating informational environments populated by fake news requires the cultivation of epistemic routines that reduce our exposure to misleading and deceptive information, while at the same time continuing to allow us to partake in the collective growth of knowledge. Shifting the focus to epistemic routines steers a middle path between two frequently encountered dichotomous responses to the problem of fake news: viz., between emphasizing the individual’s responsibility to ‘think critically and check one’s sources’ and advocating technological tweaks (such as automated fact-checking). While epistemic agents ought to be held responsible for the epistemic routines they commit themselves to, there is also a collective need for making the predictable effects of such choices transparent to individuals, wherever technologically possible. © Oxford University Press 2021.",
10.1386/jams_00043_1,fear-arousing persuasive communication and behaviour change: covid-19 in kenya,"With the absence of immunological, pharmacological or any other known medical interventions, the change in norms, behaviour and attitude of the public remains the only possible way that may be considered for prevention and suppression of COVID-19. This disease, which has morphed into a global pandemic, has mobilized outrageous outpouring action worldwide. Despite international and local media attention coupled with overwhelming new facts replete with misinformation and disinformation on COVID-19 from many channels; including interpersonal and social media, efforts to scale up control measures have yielded mixed results. The government and Kenyan media have reported several cases in which the public and leaders flouted these measures thus putting themselves at risk of contracting or spreading the virus. The overarching question is: does fear-arousing communication really matter in behaviour change particularly during a global pandemic of the magnitude of COVID-19? This qualitative study therefore examined the effects of COVID-19 messages on health behaviour change among residents living in the Municipality of Busia, one of the towns that have recorded the highest incidences of confirmed COVID-19 cases as informed by the Extended Parallel Process and Health Belief behavioural change models. Focus group discussions and in-depth interviews were carried out to establish threat and coping appraisal as a result of COVID-19 messages received from different sources. The study employed a risk behaviour diagnosis assessment that focused on two components of health risk messages, that is, threat and recommended response that addresses efficacy issues. This study found out that despite universal knowledge of COVID-19 and prevention methods, perceived threat especially perceived vulnerability to the virus was low due to misinformation, disinformation and disjointed communication. © 2021 Intellect Ltd.",
