StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,"antibiotics_accept ",continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,trees_know,trees_accept,water_know,water_accept,Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,Q1,education,comments,PROLIFIC_PID
2024-03-05 18:12:48,2024-03-05 18:17:32,IP Address,70.170.20.231,100,283,True,2024-03-05 18:17:33,R_6eaPRoEeQAf01Wm,,,,,36.1172,-115.0528,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,FALSE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,FALSE,No,TRUE,Yes,,100,90,90,60,90," 6",,Completely false 1," 3"," 4",Unsure 5,Completely false 1," 7",Unsure 5,Unsure 5," 7",Completely false 1,Some 3,Some 3," 3",,Some College,No comments,6510e07706b5dc6a7bddb4b6
2024-03-05 18:13:05,2024-03-05 18:17:33,IP Address,76.128.223.158,100,267,True,2024-03-05 18:17:33,R_1L0uCS2AVxla8HK,,,,,26.6371,-80.0841,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,0,10,0,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,High School / GED,,5b757a03976ecb0001b1168f
2024-03-05 18:13:01,2024-03-05 18:17:36,IP Address,98.58.24.161,100,274,True,2024-03-05 18:17:37,R_6oQJOE30w5YoHAR,,,,,26.1883,-81.7071,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,,60,70,80,20,10," 6",,Completely false 1," 2"," 3",Completely false 1,Completely false 1,Completely false 1," 2"," 2",Completely false 1,Completely false 1,Some 3,Some 3," 4",,High School / GED,,5e3adfc595ff562fbdd130fa
2024-03-05 18:12:46,2024-03-05 18:17:36,IP Address,73.187.160.172,100,290,True,2024-03-05 18:17:37,R_5RrPs8kUtIv66Kk,,,,,39.7617,-76.6715,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,,30,90,10,10,10," 6",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,,5f17019a10d37701f3dfac80
2024-03-05 18:12:52,2024-03-05 18:17:41,IP Address,174.85.184.21,100,289,True,2024-03-05 18:17:41,R_1Uity0MDp0jK0vo,,,,,34.803,-86.9714,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,90,100,80,50,70," 6",,Completely false 1," 7"," 8"," 3",Completely false 1,Completely true 9," 6",Unsure 5," 2",Completely false 1,Some 3,Some 3," 3",,High School / GED,,63474e67a5fd298c6103c409
2024-03-05 18:12:29,2024-03-05 18:17:42,IP Address,73.236.255.58,100,312,True,2024-03-05 18:17:42,R_5dpNzrvf3DQIU9P,,,,,40.1041,-80.6425,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,No,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,50,20,0,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,no,62b9c2f1e55fe9f17dfedc5d
2024-03-05 18:12:54,2024-03-05 18:17:48,IP Address,141.158.44.222,100,293,True,2024-03-05 18:17:48,R_6IuCQnTpKSOm9f7,,,,,39.9668,-75.1512,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,70,60,80,50,80," 6",,Completely false 1," 6"," 4"," 3",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5f16f559325a640008bb9a07
2024-03-05 18:12:50,2024-03-05 18:17:53,IP Address,76.157.167.59,100,302,True,2024-03-05 18:17:53,R_7XNcolehPqYfZSN,,,,,41.8196,-87.8247,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,90,90,50,10,80," 8",,Completely false 1," 2"," 2",Completely false 1,Completely false 1," 2",Unsure 5,Completely false 1,Completely false 1,Completely false 1,Some 3,A lot 4," 4",,"Professional Degree (JD, MD)",none,5e5e5b2488479216d9171d1b
2024-03-05 18:12:41,2024-03-05 18:17:53,IP Address,98.251.55.160,100,311,True,2024-03-05 18:17:54,R_1rxEKpe30ZJG1IL,,,,,33.9978,-83.7124,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,90,100,100,80,100,Completely true 9,,Unsure 5," 7"," 7",Completely true 9,Completely false 1," 7"," 7",Completely true 9,Completely true 9,Completely false 1,Not much 2,Not much 2,No confidence at all 1,,3- or 4-year College Degree,,6516d8eb49865c2cea5ff3d8
2024-03-05 18:12:46,2024-03-05 18:17:55,IP Address,204.131.204.58,100,308,True,2024-03-05 18:17:55,R_6Dfjqu7ri6h71yF,,,,,41.5876,-93.6194,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,40,60,10,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Doctoral Degree,None - thank you!,5b997f71eee17800012d747a
2024-03-05 18:12:32,2024-03-05 18:17:57,IP Address,71.84.188.231,100,325,True,2024-03-05 18:17:57,R_6tGW2kRNr3tdErf,,,,,46.6165,-120.7094,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,No,TRUE,Yes,,0,0,0,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,"Should've clicked agree about plants getting carbon from the air, but I wanted to look it up first. Whenever I encounter something I didn't know online, I like to cross-reference. In retrospect though, everything else you asked about was simple and on the level, and I'm sure you are correct.

Thanks for your hard work.",5d4a6459061e2a000138bad3
2024-03-05 18:12:31,2024-03-05 18:17:57,IP Address,24.198.171.25,100,325,True,2024-03-05 18:17:57,R_5kFAY4lyZlpe1C1,,,,,44.3229,-69.9576,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,,20,30,20,10,20," 3",,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Unsure 5,Completely false 1," 2",Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,5a84f454ae9a0b0001a9e4e5
2024-03-05 18:12:29,2024-03-05 18:17:59,IP Address,68.204.3.162,100,329,True,2024-03-05 18:17:59,R_7Ao4WmaYH80JPCF,,,,,28.6841,-81.2812,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,80,90,50,70,30," 6",,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1," 3",Unsure 5,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,6369700320bc7dd22e733009
2024-03-05 18:12:32,2024-03-05 18:17:59,IP Address,68.201.0.68,100,327,True,2024-03-05 18:17:59,R_171BFYrsAfWL388,,,,,33.8557,-98.5793,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,No,,100,100,20,20,50," 7",,Completely false 1,Unsure 5," 8",Completely false 1,Completely false 1,Completely false 1," 2"," 7",Completely false 1,Completely false 1,Some 3,A lot 4," 4",,Some College,,651b141d2c7e5141e1ecd8c6
2024-03-05 18:12:31,2024-03-05 18:17:59,IP Address,67.158.4.229,100,327,True,2024-03-05 18:18:00,R_1pLw3qwUIYntotj,,,,,43.4766,-96.7052,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,30,30,20,10,10," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,65d0bc4c0b64bbe7b18dcc14
2024-03-05 18:13:07,2024-03-05 18:18:00,IP Address,142.255.120.252,100,293,True,2024-03-05 18:18:01,R_14C1HoHP9wfVFRI,,,,,40.6892,-73.7431,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,100,70,70,80,90," 7",,Completely true 9," 6"," 7"," 7",Completely true 9," 7",Unsure 5," 2",Unsure 5,Unsure 5,Not much 2,Not much 2," 2",,3- or 4-year College Degree,"No, thank you.",65ca9c729a13f898ae374552
2024-03-05 18:12:09,2024-03-05 18:18:02,IP Address,24.42.147.115,100,352,True,2024-03-05 18:18:02,R_5JP1KaMx3trdObD,,,,,34.7095,-86.7361,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,100,90,0,20,60," 8",,Completely false 1,Unsure 5," 2"," 4",Completely false 1,Unsure 5," 8",Completely true 9,Completely false 1,Completely false 1,Some 3,A lot 4," 4",,3- or 4-year College Degree,,5c85fe8e36f2450001c86df8
2024-03-05 18:12:29,2024-03-05 18:18:05,IP Address,73.130.119.196,100,335,True,2024-03-05 18:18:05,R_1fmpQN9zt44QXE5,,,,,39.7951,-76.9794,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,,,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,10,40,10,10,10," 4",,Completely false 1,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,Completely false 1," 6"," 6",Completely false 1,Some 3,A lot 4," 4",,3- or 4-year College Degree,n/a,58a229e74d580c0001e0a766
2024-03-05 18:12:23,2024-03-05 18:18:06,IP Address,76.49.10.96,100,342,True,2024-03-05 18:18:06,R_5esnlhDPVq9DAgJ,,,,,35.9825,-78.5376,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,80,80,80,80,80," 7",," 2"," 4",Unsure 5,Completely false 1,Completely false 1,Completely false 1," 3"," 7"," 2",Unsure 5,Some 3,Some 3," 4",,Master's Degree,,5dd4767b32288646716dc98a
2024-03-05 18:12:51,2024-03-05 18:18:06,IP Address,71.193.44.237,100,315,True,2024-03-05 18:18:07,R_7ewzT4yEfbJqlIh,,,,,39.7362,-121.8378,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,70,90,40,20,50," 8",,Completely false 1," 2"," 6"," 2",Completely false 1,Completely false 1,Completely false 1," 4"," 7",Completely false 1,Not much 2,Not much 2," 2",,High School / GED,,6318be45a49442eee3a88cb3
2024-03-05 18:13:21,2024-03-05 18:18:12,IP Address,75.86.131.226,100,291,True,2024-03-05 18:18:13,R_5dsauE0oysJTfGe,,,,,43.1268,-88.3575,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,,30,70,80,20,20," 6",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Some 3,Some 3,A great deal of confidence 5,,3- or 4-year College Degree,N/A,5c74e7e9c3fe130001e86cc8
2024-03-05 18:12:35,2024-03-05 18:18:14,IP Address,70.226.30.28,100,338,True,2024-03-05 18:18:15,R_5V9IpBQ5U14wdgA,,,,,42.1955,-83.4894,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,70,90,80,80,80,Unsure 5,," 6"," 7",Unsure 5,Unsure 5,Completely false 1,Unsure 5," 2"," 8",Unsure 5,Completely false 1,Some 3,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5eda5ad7cee6c16590433514
2024-03-05 18:12:38,2024-03-05 18:18:14,IP Address,72.227.178.169,100,335,True,2024-03-05 18:18:15,R_6Lj7q8ZwzgkzNR4,,,,,40.7652,-73.9588,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,70,90,10,10,10," 3",,Completely false 1,Completely false 1," 3"," 3",Completely false 1,Completely false 1,Completely false 1," 2"," 6",Completely false 1,A lot 4,A lot 4," 4",,"Professional Degree (JD, MD)",,5f402da30ce123154d1f3f84
2024-03-05 18:13:06,2024-03-05 18:18:14,IP Address,108.26.232.131,100,307,True,2024-03-05 18:18:15,R_5Z4n4oHDP9YWeSB,,,,,42.3291,-71.1815,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,,,FALSE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,100,100,100,80,90," 6",,Completely false 1,Completely true 9,Completely true 9,Unsure 5,Unsure 5," 7"," 7",Completely true 9,Completely true 9,Completely false 1,Some 3,Some 3," 3",,2-year College Degree,,65de09d5b564cfa85d360bba
2024-03-05 18:12:42,2024-03-05 18:18:17,IP Address,162.118.0.15,100,335,True,2024-03-05 18:18:18,R_6EY9USx5Kklad8j,,,,,47.4162,-120.2719,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,,90,50,70,70,70," 7",,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,,5c8676deddda2d00012ad386
2024-03-05 18:12:56,2024-03-05 18:18:20,IP Address,172.59.25.229,100,323,True,2024-03-05 18:18:20,R_6h5vKUIf32YlqMA,,,,,41.4453,-81.6991,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,90,70,20,20,40," 6",," 2"," 2"," 2"," 3",Completely false 1," 4"," 3"," 3"," 3"," 3",Some 3,Some 3," 3",,2-year College Degree,,65d8b162351afaea32668bc4
2024-03-05 18:13:12,2024-03-05 18:18:24,IP Address,70.88.214.178,100,312,True,2024-03-05 18:18:25,R_3uHCPZbR4s2nGRj,,,,,42.8674,-71.3793,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,0,50,30,20,30,Unsure 5,,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,no,63ff478aec95d54674669329
2024-03-05 18:12:58,2024-03-05 18:18:29,IP Address,98.167.150.41,100,331,True,2024-03-05 18:18:29,R_5FOPS17PkzkxgtO,,,,,33.3967,-111.6545,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,80,70,10,0,50," 4",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,,5de9d78ebe656d10e1a26af6
2024-03-05 18:12:30,2024-03-05 18:18:29,IP Address,24.30.38.199,100,358,True,2024-03-05 18:18:30,R_3zjT30Ysup4tH09,,,,,33.8574,-84.013,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,30,60,10,10,10," 6",,Completely false 1," 3",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,A lot 4," 4",,Master's Degree,,64836981f87b85ab4b89dcf1
2024-03-05 18:13:14,2024-03-05 18:18:36,IP Address,73.16.26.65,100,321,True,2024-03-05 18:18:36,R_57trrKiUxV7lTIl,,,,,43.8971,-69.9817,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,,30,30,20,20,10," 4",,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely true 9,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,Great topics! Thank you for this study.,61096b18dc10f2a5fb0db48b
2024-03-05 18:12:49,2024-03-05 18:18:37,IP Address,174.213.213.98,100,347,True,2024-03-05 18:18:38,R_1rcCdZ47RO6dods,,,,,38.9592,-94.5961,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,FALSE,Yes,,30,70,20,0,40,Unsure 5,,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1," 3",Completely false 1,Unsure 5,Unsure 5,Completely false 1,Some 3,A lot 4," 3",,Master's Degree,,5d58d7d6280de7001aa7952a
2024-03-05 18:12:57,2024-03-05 18:18:37,IP Address,73.251.216.12,100,340,True,2024-03-05 18:18:38,R_1rDlwGMyq57oQsj,,,,,37.6281,-77.3376,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,,10,10,10,0,0," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,,6455616c0fe23ecca70ce1b9
2024-03-05 18:11:41,2024-03-05 18:18:41,IP Address,71.208.33.116,100,419,True,2024-03-05 18:18:41,R_7Qzl4hE3DTt21BW,,,,,26.6462,-81.8455,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,,90,80,90,80,60," 7",,Unsure 5," 7",Unsure 5,Unsure 5," 2",Unsure 5," 3"," 7"," 8"," 3",Some 3,Some 3," 4",,3- or 4-year College Degree,,5b133bf71e55760001b9f8de
2024-03-05 18:13:00,2024-03-05 18:18:41,IP Address,63.160.189.251,100,340,True,2024-03-05 18:18:41,R_6J1SbnIMGrOaLWN,,,,,39.0469,-77.4903,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,FALSE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,50,40,70,50,30," 7",," 7"," 6"," 6"," 7"," 6",Unsure 5," 6"," 4"," 6"," 6",Some 3,Some 3," 3",,3- or 4-year College Degree,,63f926aa161554108cd7cd97
2024-03-05 18:12:46,2024-03-05 18:18:41,IP Address,174.57.209.168,100,354,True,2024-03-05 18:18:42,R_6pxl4lXZaqSSUKi,,,,,40.3015,-74.5027,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,,70,80,70,70,50," 4",,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2"," 4",Completely false 1,Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,65cba317504938f6ca5272f5
2024-03-05 18:12:20,2024-03-05 18:18:48,IP Address,66.74.220.83,100,387,True,2024-03-05 18:18:48,R_5D7ZDMAGStGWycA,,,,,33.9242,-116.8854,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,50,60,30,50,50,Unsure 5,,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,Completely false 1,Not much 2,Some 3," 2",,3- or 4-year College Degree,,64d55b4562a7a1e44d7df618
2024-03-05 18:14:21,2024-03-05 18:18:51,IP Address,50.228.79.222,100,269,True,2024-03-05 18:18:52,R_6xQzcaLgqr2Pzli,,,,,47.9005,-122.2472,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,90,90,90,80,80," 7",,Completely false 1," 7",Unsure 5,Unsure 5,Completely false 1,Unsure 5,Completely false 1,Unsure 5,Unsure 5,Completely false 1,Some 3,Some 3,A great deal of confidence 5,,Master's Degree,,62959d1553cc14e98f4b8d78
2024-03-05 18:13:06,2024-03-05 18:18:52,IP Address,73.224.58.138,100,345,True,2024-03-05 18:18:53,R_1pEElR6o7zmcuAn,,,,,29.8237,-81.3241,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,TRUE,Yes,,70,60,20,30,40," 7",,Completely false 1,Unsure 5," 2"," 4",Completely false 1,Completely false 1,Completely false 1,Completely true 9,Unsure 5,Completely false 1,Some 3,Some 3," 2",,Some College,,6171bbd074b630c87f2ab0f3
2024-03-05 18:12:45,2024-03-05 18:18:56,IP Address,172.56.97.155,100,370,True,2024-03-05 18:18:56,R_3WCjFH9QKUdoZJj,,,,,28.0406,-82.3951,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,10,40,0,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,633dbba020f607c3522b86ed
2024-03-05 18:12:40,2024-03-05 18:18:55,IP Address,147.0.180.246,100,375,True,2024-03-05 18:18:56,R_1kZC9oPUmk4w1mM,,,,,41.4453,-81.6991,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,,,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,No,TRUE,Yes,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9,Completely true 9,Unsure 5,Completely false 1,Completely false 1,Unsure 5,Completely true 9,Unsure 5,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,High School / GED,,5f2bf7aa253520000bfc83b6
