Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Covid-19 vaccine opinions,Covid-19 vaccination,Vaccine opinions 2,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66bb7adddf22c21918657493,5ba064c10d4416000157a224,AWAITING REVIEW,Not Applicable,2024-08-13T15:28:01.041000Z,2024-08-13T15:44:00.956000Z,,2024-08-13T15:44:01.683107Z,960.0,C3MDUOHD,4778,Against (I feel negatively about the vaccines),No,2 (DISAGREE),33,Male,Black,United States,United States,United States,English,No,Full-Time
66bb7af5adf8ed4d34da21e3,631f6e0b69d34cd131d923f8,AWAITING REVIEW,Not Applicable,2024-08-13T15:25:59.304000Z,2024-08-13T15:35:31.455000Z,,2024-08-13T15:35:32.149463Z,573.0,C3MDUOHD,2310,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),34,Male,White,United States,United States,United States,English,No,Full-Time
66bb7b49c15d387ee0918568,65293c257003399b27cc1eb5,AWAITING REVIEW,Not Applicable,2024-08-13T15:27:10.425000Z,2024-08-13T15:38:09.526000Z,,2024-08-13T15:40:44.813910Z,660.0,C3MDUOHD,1016,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),54,Male,White,United States,United States,United States,English,No,Full-Time
66bb7bd0517cd1af140a5ef8,6139aed4f23d087290d96200,AWAITING REVIEW,Not Applicable,2024-08-13T15:29:29.493000Z,2024-08-13T16:01:42.019000Z,,2024-08-13T16:02:37.250137Z,1933.0,C3MDUOHD,3484,Against (I feel negatively about the vaccines),No,2 (DISAGREE),29,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb7c15a59471084d906c78,6696f99cc7746831588b4ab8,AWAITING REVIEW,Not Applicable,2024-08-13T15:30:34.759000Z,2024-08-13T15:37:41.945000Z,,2024-08-13T15:37:42.755883Z,428.0,C3MDUOHD,68,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),23,Female,White,United States,United States,United States,English,No,Full-Time
66bb7e2db95f6df0bde621a3,66ae7826a1df4204b1b27aab,AWAITING REVIEW,Not Applicable,2024-08-13T15:39:31.284000Z,2024-08-13T15:45:44.989000Z,,2024-08-13T15:45:45.906985Z,374.0,C3MDUOHD,29,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),38,Male,White,United States,United States,United States,English,No,Full-Time
66bb7e30b6de96f6db441fd3,65a2bc0d60b1e46f4e1d3cc8,AWAITING REVIEW,Not Applicable,2024-08-13T15:39:33.293000Z,2024-08-13T15:45:19.270000Z,,2024-08-13T15:45:20.249482Z,346.0,C3MDUOHD,1416,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),51,Male,White,United States,United States,United States,English,No,Full-Time
66bb7e89480096e92fdc149d,641359b5040c453203e2c088,AWAITING REVIEW,Not Applicable,2024-08-13T15:41:07.916000Z,2024-08-13T15:51:45.159000Z,,2024-08-13T15:53:35.408547Z,638.0,C3MDUOHD,2880,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),23,Male,Mixed,United States,United States,United States,English,No,Full-Time
66bb7f100a6e5631c6a121a6,669fbb4096197e6e6ab9205c,AWAITING REVIEW,Not Applicable,2024-08-13T15:43:16.479000Z,2024-08-13T15:46:47.567000Z,,2024-08-13T15:46:48.344030Z,212.0,C3MDUOHD,79,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),50,Male,White,United States,United States,United States,English,No,Full-Time
66bb7f1bba853ec338bf7512,60e5d60060cde4e18c4c8732,AWAITING REVIEW,Not Applicable,2024-08-13T15:43:27.360000Z,2024-08-13T15:56:08.224000Z,,2024-08-13T15:57:02.799437Z,761.0,C3MDUOHD,637,Against (I feel negatively about the vaccines),No,2 (DISAGREE),34,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb80f6594315b64e97f0a7,5914b7b50a4b9d0001add64f,AWAITING REVIEW,Not Applicable,2024-08-13T15:51:23.953000Z,2024-08-13T15:58:57.850000Z,,2024-08-13T15:58:58.519268Z,454.0,C3MDUOHD,3553,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),36,Male,White,United States,United States,United States,English,Yes,Full-Time
66bb80fb3710cf9357e9533b,666196dbc4d36f40bb5b1b5f,AWAITING REVIEW,Not Applicable,2024-08-13T15:51:38.312000Z,2024-08-13T16:07:34.559000Z,,2024-08-13T16:07:35.253483Z,957.0,C3MDUOHD,405,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),37,Male,Asian,United States,United States,United States,English,No,Part-Time
66bb8129847e78391650f42e,6655a82a88d0e8cbcc9dff42,AWAITING REVIEW,Not Applicable,2024-08-13T15:53:04.393000Z,2024-08-13T16:05:06.518000Z,,2024-08-13T16:05:07.324767Z,723.0,C3MDUOHD,302,Against (I feel negatively about the vaccines),No,2 (DISAGREE),41,Male,White,United States,United States,United States,English,No,Full-Time
66bb814efdd5d523a75aa60a,62e19208352cd518d7b2f085,AWAITING REVIEW,Not Applicable,2024-08-13T15:52:52.514000Z,2024-08-13T16:05:48.439000Z,,2024-08-13T16:05:49.749028Z,776.0,C3MDUOHD,2064,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),35,Male,White,United States,United States,United States,English,No,Full-Time
66bb81e24c9a873e344fdf91,66ad6f2765f2ef7122225388,AWAITING REVIEW,Not Applicable,2024-08-13T15:55:18.850000Z,2024-08-13T16:05:52.549000Z,,2024-08-13T16:05:53.474107Z,634.0,C3MDUOHD,26,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),60,Male,White,United States,United States,United States,English,No,Part-Time
66bb82a27b69c81599669c18,6630706b75f4ca6c14e46a19,AWAITING REVIEW,Not Applicable,2024-08-13T15:58:43.080000Z,2024-08-13T16:12:43.558000Z,,2024-08-13T16:14:03.852917Z,841.0,C3MDUOHD,133,Against (I feel negatively about the vaccines),No,2 (DISAGREE),49,Male,White,Germany,United States,United States,English,No,Other
66bb82e4f98160b5db283ab6,6682edba572353c5e4e4f8c4,AWAITING REVIEW,Not Applicable,2024-08-13T15:59:37.358000Z,2024-08-13T16:16:13.563000Z,,2024-08-13T16:16:32.887727Z,997.0,C3MDUOHD,182,Against (I feel negatively about the vaccines),No,2 (DISAGREE),43,Male,White,United States,United States,United States,English,No,Other
66bb8350968f7a0cd6edb062,66368f33e88100726ec243d7,AWAITING REVIEW,Not Applicable,2024-08-13T16:01:28.012000Z,2024-08-13T16:07:16.418000Z,,2024-08-13T16:07:17.137720Z,349.0,C3MDUOHD,69,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Male,White,United States,United States,United States,English,No,Full-Time
66bb852600e54292eb43ed86,66b6e8f6fe51ffa070f68c78,AWAITING REVIEW,Not Applicable,2024-08-13T16:09:25.840000Z,2024-08-13T16:15:36.294000Z,,2024-08-13T16:16:23.777391Z,371.0,C3MDUOHD,2,Against (I feel negatively about the vaccines),No,2 (DISAGREE),33,Male,White,United States,United States,United States,English,DATA_EXPIRED,Due to start a new job within the next month
66bb85402d3c6684c9203eb3,66081b698fd27e0db4393e3f,AWAITING REVIEW,Not Applicable,2024-08-13T16:09:41.386000Z,2024-08-13T16:16:33.877000Z,,2024-08-13T16:16:36.685532Z,413.0,C3MDUOHD,49,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),37,Male,Black,United States,United States,United States,English,No,Full-Time
66bb8ac94a5301abb8a06a5e,663d6ba0c72fe95fa65883f6,AWAITING REVIEW,Not Applicable,2024-08-13T16:33:19.051000Z,2024-08-13T16:39:33.264000Z,,2024-08-13T16:39:34.096472Z,375.0,C3MDUOHD,170,Against (I feel negatively about the vaccines),No,2 (DISAGREE),39,Male,White,United States,United States,United States,German,No,Full-Time
66bb8cca19f8dc28c0e75f7e,66b01913b9af77ea4cd38128,AWAITING REVIEW,Not Applicable,2024-08-13T16:41:54.516000Z,2024-08-13T16:48:01.411000Z,,2024-08-13T16:48:02.375453Z,367.0,C3MDUOHD,45,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),29,Male,White,United States,United States,United States,English,No,Full-Time
66bb8d797c58bec00e4d4f86,61fa904ed42cb19beec490d9,AWAITING REVIEW,Not Applicable,2024-08-13T16:44:46.254000Z,2024-08-13T17:00:43.929000Z,,2024-08-13T17:00:44.660101Z,958.0,C3MDUOHD,3098,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),51,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb8d79e0c8b9a0864422e0,5defe030347de8000ab7ecab,AWAITING REVIEW,Not Applicable,2024-08-13T16:48:20.004000Z,2024-08-13T16:58:18.394000Z,,2024-08-13T16:58:19.460924Z,599.0,C3MDUOHD,639,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),38,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb8dc8198f66b20ca13b84,66443f8a78c19c6cf8de958c,AWAITING REVIEW,Not Applicable,2024-08-13T16:55:20.377000Z,2024-08-13T17:05:27.906000Z,,2024-08-13T17:05:58.502444Z,608.0,C3MDUOHD,244,Against (I feel negatively about the vaccines),No,2 (DISAGREE),28,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb8ef786455438cf1f8f1e,669efb6f06582ce0ccb073fb,AWAITING REVIEW,Not Applicable,2024-08-13T16:51:08.691000Z,2024-08-13T17:20:29.396000Z,,2024-08-13T17:20:30.063375Z,1761.0,C3MDUOHD,80,Against (I feel negatively about the vaccines),No,2 (DISAGREE),43,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66bb8fe71e5f098803cb2845,5bf6fc936c445d0001aeba98,AWAITING REVIEW,Not Applicable,2024-08-13T16:55:07.674000Z,2024-08-13T17:01:24.004000Z,,2024-08-13T17:01:24.607512Z,377.0,C3MDUOHD,6373,Against (I feel negatively about the vaccines),No,2 (DISAGREE),44,Male,White,United States,United States,United States,English,No,Full-Time
66bb91cbf68ac6b33115f447,5e0696dea7fba607951ae479,AWAITING REVIEW,Not Applicable,2024-08-13T17:03:07.556000Z,2024-08-13T17:13:02.077000Z,,2024-08-13T17:15:35.189736Z,595.0,C3MDUOHD,9199,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),39,Male,Black,United States,United States,United States,English,No,Full-Time
66bb92fad660c6c79b55437e,5e8b89d0afcb1606e761ef7f,AWAITING REVIEW,Not Applicable,2024-08-13T17:08:13.824000Z,2024-08-13T17:20:50.865000Z,,2024-08-13T17:20:51.705569Z,758.0,C3MDUOHD,7008,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),35,Male,White,United States,United States,United States,English,No,Full-Time
66bb945a39d2d4ecf3d879b3,6679a404220d9536f94e7aa0,AWAITING REVIEW,Not Applicable,2024-08-13T17:14:05.707000Z,2024-08-13T17:31:08.948000Z,,2024-08-13T17:31:10.407854Z,1024.0,C3MDUOHD,277,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),38,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
66bb95c3b9b6714cb6a63e45,66969aa2e4911fd32608ec65,AWAITING REVIEW,Not Applicable,2024-08-13T17:20:06.564000Z,2024-08-13T17:25:30.132000Z,,2024-08-13T17:26:59.536193Z,324.0,C3MDUOHD,134,Against (I feel negatively about the vaccines),No,2 (DISAGREE),21,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
66bb99760b8b082d75e57c64,59c41e340c5fc800011940f3,AWAITING REVIEW,Not Applicable,2024-08-13T17:36:10.400000Z,2024-08-13T17:46:49.075000Z,,2024-08-13T17:46:49.672590Z,639.0,C3MDUOHD,2440,Against (I feel negatively about the vaccines),No,2 (DISAGREE),60,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb998459df060e8438a70d,66922676b037d5359851b9d5,AWAITING REVIEW,Not Applicable,2024-08-13T17:36:11.395000Z,2024-08-13T17:42:15.184000Z,,2024-08-13T17:42:37.665420Z,364.0,C3MDUOHD,97,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),43,Male,Black,United States,United States,United States,English,No,Full-Time
66bb9aa3d59c240437b339c8,60b6fd699717d2c435d5a806,AWAITING REVIEW,Not Applicable,2024-08-13T17:41:57.818000Z,2024-08-13T17:49:30.687000Z,,2024-08-13T17:49:31.448342Z,453.0,C3MDUOHD,151,Against (I feel negatively about the vaccines),No,2 (DISAGREE),25,Male,White,United States,United States,United States,English,No,Part-Time
66bb9b4b3550dd06cdb67bdb,666cc57158e1c284d278add2,AWAITING REVIEW,Not Applicable,2024-08-13T17:43:53.052000Z,2024-08-13T17:55:49.965000Z,,2024-08-13T17:56:18.584583Z,717.0,C3MDUOHD,219,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),45,Male,Black,United States,United States,United States,English,Yes,Other
66bb9b86a5af03deb56a9a98,5e076480c4e1550e2114f006,AWAITING REVIEW,Not Applicable,2024-08-13T17:44:49.279000Z,2024-08-13T17:53:47.179000Z,,2024-08-13T17:53:47.823905Z,538.0,C3MDUOHD,1092,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),47,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb9d0c34776bd012857568,6692e6d4b97500a3b6f6efec,AWAITING REVIEW,Not Applicable,2024-08-13T17:51:19.773000Z,2024-08-13T18:07:21.797000Z,,2024-08-13T18:07:22.497019Z,963.0,C3MDUOHD,179,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),37,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb9d2e809e939caa1f18a7,63dcbb18395960c5560fadb8,AWAITING REVIEW,Not Applicable,2024-08-13T17:53:58.949000Z,2024-08-13T18:00:50.770000Z,,2024-08-13T18:03:22.753198Z,412.0,C3MDUOHD,3021,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
66bb9ddfdbf173343e44cc46,665e4854676bba296016b7a4,AWAITING REVIEW,Not Applicable,2024-08-13T17:56:06.694000Z,2024-08-13T18:13:39.376000Z,,2024-08-13T18:16:01.928397Z,1053.0,C3MDUOHD,86,Against (I feel negatively about the vaccines),No,2 (DISAGREE),40,Male,White,United States,United States,United States,English,No,Full-Time
66bb9e06c3d3e6973508e2a0,668b1c9cf1eaae48f75e24ca,AWAITING REVIEW,Not Applicable,2024-08-13T17:55:47.745000Z,2024-08-13T18:09:08.812000Z,,2024-08-13T18:09:09.377446Z,802.0,C3MDUOHD,162,Against (I feel negatively about the vaccines),No,2 (DISAGREE),36,Male,Mixed,United States,United States,United States,English,No,Full-Time
66bb9ec0da26925799f6198d,65f985e5f6cf1bbd60efb6a8,AWAITING REVIEW,Not Applicable,2024-08-13T17:58:31.692000Z,2024-08-13T18:06:57.097000Z,,2024-08-13T18:06:57.769988Z,506.0,C3MDUOHD,412,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),37,Male,White,United States,United States,United States,English,No,Full-Time
66bba0b353bd68f09d316954,669d8b26896ecc9457727c9f,AWAITING REVIEW,Not Applicable,2024-08-13T18:06:48.890000Z,2024-08-13T18:12:07.060000Z,,2024-08-13T18:15:34.316221Z,319.0,C3MDUOHD,128,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),27,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bba0fba27f09f71b99f482,662b965d1078345767908a42,AWAITING REVIEW,Not Applicable,2024-08-13T18:08:17.408000Z,2024-08-13T18:12:26.777000Z,,2024-08-13T18:15:39.638777Z,250.0,C3MDUOHD,447,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),51,Male,White,Germany,United States,United States,German,No,Part-Time
66bba13b20e7c7292875e293,5d1c364ec2696c0019647629,AWAITING REVIEW,Not Applicable,2024-08-13T18:09:48.384000Z,2024-08-13T18:22:08.022000Z,,2024-08-13T18:22:08.896792Z,740.0,C3MDUOHD,5263,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),36,Male,Black,United States,United States,United States,English,No,Full-Time
66bba1bb20e7c7292875e2af,62ad17e032a85a4ca119b289,AWAITING REVIEW,Not Applicable,2024-08-13T18:11:17.508000Z,2024-08-13T18:23:32.106000Z,,2024-08-13T18:23:34.256551Z,735.0,C3MDUOHD,2916,Against (I feel negatively about the vaccines),No,2 (DISAGREE),44,Male,Other,United States,United States,United States,English,No,Full-Time
66bba25019b662e59227dcbe,66a5d33940941b0b4564b2f3,AWAITING REVIEW,Not Applicable,2024-08-13T18:13:41.665000Z,2024-08-13T18:30:05.067000Z,,2024-08-13T18:30:07.535033Z,984.0,C3MDUOHD,72,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),24,Male,White,United States,United States,United States,English,No,Full-Time
66bba2fb0849394c21366a2b,6537d0b80fdd63759b36b4a4,AWAITING REVIEW,Not Applicable,2024-08-13T18:24:22.865000Z,2024-08-13T18:31:39.420000Z,,2024-08-13T18:31:40.092338Z,437.0,C3MDUOHD,843,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),19,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bba3c1b6debfe8ac37c3ef,65298aca34ac384b783169d4,AWAITING REVIEW,Not Applicable,2024-08-13T18:20:05.733000Z,2024-08-13T18:29:37.430000Z,,2024-08-13T18:29:38.170410Z,572.0,C3MDUOHD,1528,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),28,Male,Mixed,United States,United States,United States,English,No,Part-Time
66bba3d329935bcfa6110c1a,6372a4ce725e6bb64a863e72,AWAITING REVIEW,Not Applicable,2024-08-13T18:20:09.664000Z,2024-08-13T18:28:01.879000Z,,2024-08-13T18:28:04.416521Z,473.0,C3MDUOHD,2794,Against (I feel negatively about the vaccines),No,2 (DISAGREE),66,Male,White,United States,United States,United States,English,No,Full-Time
66bba5bd393d53e75aa90f2b,66680974c79f43024b48a51e,AWAITING REVIEW,Not Applicable,2024-08-13T18:28:24.472000Z,2024-08-13T18:47:11.970000Z,,2024-08-13T18:47:12.783806Z,1128.0,C3MDUOHD,210,Against (I feel negatively about the vaccines),No,2 (DISAGREE),41,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
66bba61f7c5852a650ca86d1,665ba6320399db768cb43621,AWAITING REVIEW,Not Applicable,2024-08-13T18:30:07.982000Z,2024-08-13T18:39:13.262000Z,,2024-08-13T18:40:56.909243Z,546.0,C3MDUOHD,119,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),40,Male,White,United States,United States,United States,English,No,Other
66bba6816de79522572a64ad,5f1b84872171f838a8a3cfa9,AWAITING REVIEW,Not Applicable,2024-08-13T18:31:43.586000Z,2024-08-13T18:49:40.066000Z,,2024-08-13T18:51:46.101875Z,1077.0,C3MDUOHD,1380,Against (I feel negatively about the vaccines),No,2 (DISAGREE),43,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bba7cc4585ab5ae935fb8d,660ab3521d6a9f36a3f0cb95,AWAITING REVIEW,Not Applicable,2024-08-13T18:37:12.016000Z,2024-08-13T19:02:18.437000Z,,2024-08-13T19:04:33.276367Z,1507.0,C3MDUOHD,414,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bbad6c47fa96f933d55c03,66b1b543a0f22b4315d1bcb9,AWAITING REVIEW,Not Applicable,2024-08-13T19:01:12.011000Z,2024-08-13T19:07:40.250000Z,,2024-08-13T19:07:41.754268Z,389.0,C3MDUOHD,0,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),31,Male,White,United States,United States,United States,English,No,Due to start a new job within the next month
66bb6cc8f6792be8044f1ac0,659587f05678e3d1c10c78c4,TIMED-OUT,Not Applicable,2024-08-13T14:25:19.139000Z,,,,63713.0,,1078,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),49,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb6ee7f6391ac7a2b40dcd,660c183106504d4e02ca7227,RETURNED,Not Applicable,2024-08-13T14:34:24.554000Z,,,,,,27,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb6f313e66a0cff7a6fbf6,66ad6b720e558ef6ef2a19f5,TIMED-OUT,Not Applicable,2024-08-13T14:35:37.774000Z,,,,63095.0,,28,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),47,Female,White,United States,United States,United States,English,No,Part-Time
66bb70ad16055b73c6a3d2d7,6391e7dac077ff16de26d753,TIMED-OUT,Not Applicable,2024-08-13T14:42:20.723000Z,,,,62692.0,,779,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),51,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb70c1f57716b3f0ef9382,58d552e09dbe3f00012591f2,RETURNED,Not Applicable,2024-08-13T14:42:15.045000Z,,,,,,3730,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb70f45f780a729ab330cf,6646d66dff946ef256719adf,RETURNED,Not Applicable,2024-08-13T14:54:00.073000Z,,,,,,410,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb74efa6302d13ed55672d,6348846ae221cb4a0efbf3f9,RETURNED,Not Applicable,2024-08-13T15:10:00.067000Z,,,,,,2942,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb754b97e07f232b09f23e,6140d157b34095ebc86d65c1,RETURNED,Not Applicable,2024-08-13T15:02:28.535000Z,,,,,,1997,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb768a7be95208da1020db,63d7edbef6596097994e730e,RETURNED,Not Applicable,2024-08-13T15:06:56.361000Z,,,,,,4168,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb76fee9d56e841b758ff0,66512c6e83f32416e0f5021c,RETURNED,Not Applicable,2024-08-13T15:08:53.377000Z,,,,,,53,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb77a61df2a23e62eaac6f,5685775f333cbd000c4e4c27,RETURNED,Not Applicable,2024-08-13T15:11:39.645000Z,,,,,,2295,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb78164b0dc1583147c3b2,663a8f2763db911619591165,RETURNED,Not Applicable,2024-08-13T15:13:30.785000Z,,,,,,499,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66bb87e33e741ba03d597782,6272eccadd98507271a651c7,RETURNED,Not Applicable,2024-08-13T16:21:00.227000Z,,,,,,5861,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
