StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,drug_know,drug_accept,planet_know,planet_accept,vertebrate_know,vertebrate_accept,brain_know,brain_accept,boson_know,boson_accept,orbit_know,orbit_accept,material_know,material_accept,speed_know,speed_accept,cloning_know,cloning_accept,magnetic_know,magnetic_accept,drug,drug_confirm,planet,planet_confirm,vertebrate,vertebrate_confirm,brain,brain_confirm,boson,boson_confirm,orbit,orbit_confirm,material,material_confirm,speed,"speed_confirm ",cloning,cloning_confirm,magnetic,"magnetic_confirm ",Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,reason_agreement,reason_agreement_3_TEXT,reason_followup,Q1,education,comments,PROLIFIC_PID,drug_link1,drug_link2,planet_link1,planet_link2,vertebrate_link1,vertebrate_link2,brain_link1,brain_link2,boson_link1,boson_link2,orbit_link1,orbit_link2,material_link1,material_link2,speed_link1,speed_link2,cloning_link1,cloning_link2,magnetic_link1,magnetic_link2
2024-08-13 17:28:03,2024-08-13 17:43:58,IP Address,24.104.199.104,100,954,True,2024-08-13 17:43:59,R_7h6cdn7YWhFj8mW,,,,,40.9285,-73.8282,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,90,70,100,Completely true 9,,Completely false 1," 6",Completely true 9,Completely true 9,Completely false 1,Unsure 5," 7"," 6"," 7"," 3",Not at all 1,Not at all 1,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,I checked the links given,,3- or 4-year College Degree,,5ba064c10d4416000157a224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:39:35,2024-08-13 17:45:17,IP Address,136.34.213.65,100,341,True,2024-08-13 17:45:17,R_6pgL6YLSS6ajScY,,,,,39.0383,-94.5737,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,90,70,20,70," 6",,Completely false 1,Unsure 5,Unsure 5,Completely false 1,Completely false 1," 6",Completely false 1," 7",Unsure 5,Completely false 1,Some 3,Some 3," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,None,65a2bc0d60b1e46f4e1d3cc8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-08-13 17:39:34,2024-08-13 17:45:38,IP Address,172.56.153.76,100,363,True,2024-08-13 17:45:39,R_5gaDYQluBPrYcQp,,,,,45.5135,-122.5041,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,90,100,60,90," 8",,Unsure 5,Unsure 5,Completely true 9," 4"," 3"," 8"," 6"," 6"," 6"," 2",Some 3,Some 3," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,No,66ae7826a1df4204b1b27aab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-08-13 17:43:18,2024-08-13 17:46:46,IP Address,99.2.1.88,100,207,True,2024-08-13 17:46:46,R_5qqy4ZQ32hJwxcA,,,,,35.9306,-86.8788,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Not at all 1,Some 3,No confidence at all 1,"You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,,669fbb4096197e6e6ab9205c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:41:09,2024-08-13 17:51:42,IP Address,24.15.194.213,100,632,True,2024-08-13 17:51:43,R_30Ub0iXyTQtvlOj,,,,,41.923,-87.7531,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,TRUE,No,FALSE,No,FALSE,Yes,,,,,,,,,"In some theoretical models or speculative physics, there might be hypotheses about different properties of the Higgs boson.",I agree with the scientific consensus that the Higgs Boson is electrically neutral,,,,,The exact percentage of the speed of light can vary slightly depending on the specific conditions and the state of the accelerator at any given time. Precision in reporting such values is crucial.,I agree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,The success rate might also depend on the specific strain of mice used or the conditions under which the cloning was performed. Variations in experimental conditions can affect the reported success rates.,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,70,100,80,80,60," 8",," 7"," 8",Completely true 9," 8"," 6"," 8"," 7"," 6",Completely true 9," 7",Some 3,A lot 4," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,,641359b5040c453203e2c088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:43:41,2024-08-13 17:56:06,IP Address,207.109.54.133,100,745,True,2024-08-13 17:56:07,R_3OvlqLJWi68Qq8m,,,,,39.8147,-105.1168,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,TRUE,No,FALSE,No,TRUE,No,FALSE,No,,,,,,,,,Neutrality is a toxic line of thinking and only establishes constraints,I disagree with the scientific consensus that the Higgs Boson is electrically neutral,,,Universe is very old yes,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,LHC is not what they say is it,I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,"""sucess"" for one thing but also this is vague and doesn't really say much",I disagree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,No way to really know this for sure and it also doesnt matter much,I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,0,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely false 1,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely false 1,Not at all 1,Not at all 1,No confidence at all 1,Other:,"ALmost everything is subjective and ""science"" is wrong again and again although some things are objectively true with empirical evidence like math and 2 + 2 = 4",,,Some College,,60e5d60060cde4e18c4c8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:51:27,2024-08-13 17:58:52,IP Address,208.191.57.16,100,445,True,2024-08-13 17:58:53,R_7kFmBHItgUggupb,,,,,39.1027,-94.5778,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,"I think if the sun disappeared the gravitational field would disappear nearly immediately; and the Earth would continue on in a straight line. ",I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,,,,,,,,80,60,50,70,80,Completely true 9,,Completely true 9," 7",Completely true 9," 7"," 7",Unsure 5,Unsure 5,Completely true 9,Unsure 5,Completely false 1,Not much 2,Not at all 1,No confidence at all 1,"You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,,5914b7b50a4b9d0001add64f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:35:40,2024-08-13 18:00:53,IP Address,174.204.1.127,100,5113,True,2024-08-13 18:00:54,R_61smkZHrCQ5tWPu,,,,,40.6566,-111.8907,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,No,FALSE,No,FALSE,No,TRUE,Yes,FALSE,Yes,,,,,,,,,,,I accept the scientific consensus but I do not accept Wikipedia as a confirming source of scientific data.,I agree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,I don't have an explanation as to why I answered differently.,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,I thought from memory of my previous reading that my answer was correct.,I agree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,,,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Unsure 5,Completely true 9,Completely true 9," 6",Completely true 9,Unsure 5,Not much 2,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,Online research of more trusted sources,,Some College,,66ad6b720e558ef6ef2a19f5,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
2024-08-13 17:52:46,2024-08-13 18:01:32,IP Address,99.64.130.221,100,526,True,2024-08-13 18:01:33,R_7CQycU3NeMtrgxz,,,,,33.4783,-86.9272,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,No,FALSE,No,TRUE,No,TRUE,Yes,FALSE,No,FALSE,No,FALSE,Yes,FALSE,Yes,FALSE,No,,,I believe that there is not a way to accurately measure such a thing,I disagree with the scientific consensus that Kepler-452b is 97 million mi away from its star,I believe that a lot of scientists make up numbers and the numbers aren't even accurate,I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,This one might be accurate but I just wanted to disagree because I feel like it might not be accurate,I disagree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,,,I believe that a lot of those things about the Earth orbiting and stuff like that are misunderstood and not true,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,I believe that the Earth is much younger than we're told and that allow those numbers about the Earth being trillions and trillions of years old is just crazy talk,I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,I believe that the Earth does not have a magnetic field that's just a theory that is wrong in my opinion,I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,50,30,20,20,50,Unsure 5,,Completely true 9," 6"," 6"," 6",Completely true 9,Unsure 5,Unsure 5,Unsure 5,Unsure 5," 7",Not much 2,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,Basically it aligns with other things I believe to be true so I will agree with it I'm not saying that I went out of my way and did a bunch of different studies but the thing about a lot of scientific research and studies if the foundation of the study is unstable or unreliable then I can't trust that a lot of the results are accurate,,High School / GED,"Have a nice week ",6139aed4f23d087290d96200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:53:08,2024-08-13 18:05:04,IP Address,96.35.17.205,100,715,True,2024-08-13 18:05:04,R_1Ii21DWGhK3LZ2I,,,,,38.812,-89.9627,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,80,40,80,Unsure 5,,Completely false 1," 6"," 6",Completely false 1,Completely false 1," 2",Unsure 5," 7",Unsure 5,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,You mostly agree with the consensus because you have been able to independently verify it,,I clicked on the articles and read for myself. Instead of trusting the information listed in the survey on its own I clicked the links to verify the information.,,Some College,Interesting survey study. Thank you!,6655a82a88d0e8cbcc9dff42,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2024-08-13 17:52:54,2024-08-13 18:05:45,IP Address,67.8.108.20,100,770,True,2024-08-13 18:05:45,R_33fVPdl6H9pE1tc,,,,,29.2866,-81.0869,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,No,FALSE,No,FALSE,Yes,TRUE,Yes,FALSE,No,,,,,,,,,,,"Sure, it's a prediction and one that doesn't sound very plausible to me.",I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,I don't believe the earth is that old.,I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,"Once again, I don't believe the earth is that old.",I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,100,90,30,70,100,Completely true 9,,Unsure 5," 8"," 8",Unsure 5,Completely false 1,Unsure 5,Unsure 5," 7"," 4"," 7",Some 3,Some 3," 2",Other:,I believe some of the questions are easier to verify than others.,,,High School / GED,Nothing comes to mind. Thank you.,62e19208352cd518d7b2f085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:55:23,2024-08-13 18:05:48,IP Address,208.87.234.180,100,624,True,2024-08-13 18:05:49,R_51SqaFrgdcsV84K,,,,,37.751,-97.822,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,100,70,70,80," 7",,Unsure 5,Unsure 5," 7",Completely false 1,Unsure 5," 8",Unsure 5,Unsure 5,Unsure 5,Unsure 5,Not much 2,Not much 2,No confidence at all 1,Other:,I don't trust them that much because they are bought and paid for.,,,Master's Degree,,66ad6f2765f2ef7122225388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-08-13 18:01:31,2024-08-13 18:07:06,IP Address,192.24.97.70,100,335,True,2024-08-13 18:07:07,R_7G3QFIrHmc17FFZ,,,,,30.3279,-95.0089,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,Couldn't havesais it better myself,I agree with the scientific consensus that Kepler-452b is 97 million mi away from its star,,,,,,,,,No,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,,,,30,50,40,70,50,Completely true 9,,Unsure 5," 6"," 7"," 2",Completely false 1," 3"," 4",Unsure 5," 6",Completely false 1,Some 3,Some 3,A great deal of confidence 5,"You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,No,66368f33e88100726ec243d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:51:41,2024-08-13 18:07:30,IP Address,174.193.93.172,100,948,True,2024-08-13 18:07:30,R_5eXoM4Q9yaJIkAo,,,,,37.045,-76.4067,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,90,100,80,50,50,Completely true 9,,Completely false 1,Unsure 5,Unsure 5,Completely true 9,Completely false 1,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely false 1,Some 3,Some 3,A great deal of confidence 5,"You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,No,666196dbc4d36f40bb5b1b5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:58:45,2024-08-13 18:12:40,IP Address,74.197.122.4,100,834,True,2024-08-13 18:12:41,R_5LAR3EF387pySlO,,,,,32.3221,-102.5394,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,80,80,80,90," 8",," 8"," 8"," 8"," 8",Completely false 1," 8"," 7"," 8",Completely true 9,Unsure 5,Not much 2,Some 3," 3","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,Thank you,6630706b75f4ca6c14e46a19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-08-13 18:09:31,2024-08-13 18:15:33,IP Address,174.215.19.91,100,362,True,2024-08-13 18:15:34,R_7PXY4qRP2Htd7si,,,,,39.7388,-104.9868,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,50,40,90,Completely true 9,,Unsure 5," 3"," 8",Unsure 5,Completely false 1,Completely true 9,Unsure 5,Completely false 1," 7",Completely false 1,A lot 4,A lot 4," 4",Other:,I agreed because of my trust in scientists.,,,Some College,No.,66b6e8f6fe51ffa070f68c78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:59:40,2024-08-13 18:16:11,IP Address,75.80.179.155,100,990,True,2024-08-13 18:16:11,R_81SEQ1qgK745Odu,,,,,32.9661,-117.1202,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,No,,,,,,,,,,,,,,,,,Because one of the links said 8 out of 10 success rate on cloning mice.,I disagree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,Because i didn't see anything showing that the researcher pulled samples from the northern most region to do the dating. There had been 2 other heating events that could have corrupted the data if they took it from the southern area.,I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,80,100,100,40,40," 6",," 4"," 8"," 8"," 7",Completely false 1," 8"," 6",Completely true 9," 8",Completely false 1,Not much 2,Not much 2,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,i either knew the information or i followed the links provided and believed the information.,,High School / GED,no,6682edba572353c5e4e4f8c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 18:09:43,2024-08-13 18:16:32,IP Address,45.20.222.147,100,409,True,2024-08-13 18:16:33,R_5mQnxwqR5BjPvx6,,,,,41.5876,-87.3727,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,I don't fully trust the sources and the Sun's never disappeared so how would they know.,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,,,,,,,,100,100,0,100,100,Completely true 9,,Completely false 1,Completely true 9,Completely true 9,Unsure 5,Completely false 1,Unsure 5,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,,66081b698fd27e0db4393e3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 18:33:21,2024-08-13 18:39:28,IP Address,166.199.115.13,100,366,True,2024-08-13 18:39:28,R_33ewqeIWITTNR9K,,,,,39.9587,-82.9987,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,80,60,90,100," 6",,Completely false 1,Completely true 9," 7",Unsure 5,Completely false 1,Completely true 9,Unsure 5,Completely false 1,Unsure 5," 2",Some 3,Some 3,No confidence at all 1,"You mostly agree with the consensus because, on that question, you trust scientists",,,,Less than High School,,663d6ba0c72fe95fa65883f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 18:42:12,2024-08-13 18:47:58,IP Address,172.58.54.94,100,345,True,2024-08-13 18:47:59,R_77FnJXvjHyOKLFT,,,,,29.9209,-95.498,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,70,70,70,70,50," 7",," 6"," 7",Unsure 5," 3",Completely false 1," 3",Unsure 5," 2",Unsure 5," 3",Not much 2,Some 3," 2",You mostly agree with the consensus because you have been able to independently verify it,,"I search multiple doctors and scientists and compare there work and theories ",,2-year College Degree,No thank you,66b01913b9af77ea4cd38128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 18:48:22,2024-08-13 18:58:08,IP Address,24.255.79.148,100,586,True,2024-08-13 18:58:09,R_1QPGtDw5qiIjev9,,,,,37.2951,-79.987,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,No,,,,,,,,,,,,,"They are just guessing. There is no way to verify their estimates. ",I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,"Earth age estimates are just guesses there is no way to verify them. ",I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,80,80,10,50,100," 7",,Completely false 1," 2"," 7"," 8",Completely false 1," 4"," 2",Completely false 1,Unsure 5,Completely false 1,Not much 2,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,"I read research papers and look for inconsistencies or bad methodology. ",,3- or 4-year College Degree,,5defe030347de8000ab7ecab,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024-08-13 18:44:47,2024-08-13 19:00:40,IP Address,76.254.213.162,100,953,True,2024-08-13 19:00:41,R_34trLpapO0QVSWR,,,,,36.2828,-95.609,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,No,FALSE,Yes,FALSE,No,FALSE,No,FALSE,No,FALSE,No,FALSE,No,TRUE,No,FALSE,No,,,"Scientific ""Consensus"" has low credibility in my perception.",,,,"Scientific ""Consensus"" has low credibility in my perception.",,"Scientific ""Consensus"" has low credibility in my perception.",,"Scientific ""Consensus"" has low credibility in my perception.",,"Scientific ""Consensus"" has low credibility in my perception.",,"Scientific ""Consensus"" has low credibility in my perception.",,"Scientific ""Consensus"" has low credibility in my perception.",,"Scientific ""Consensus"" has low credibility in my perception.",,,100,100,100,100,100,Completely true 9,,Completely true 9," 6",Unsure 5,Completely true 9,Completely true 9,Completely true 9," 7",Completely false 1,Completely false 1,Unsure 5,Not much 2,Not much 2,No confidence at all 1,Other:,"I would agree if the subject involved could be independently verified, independent as in a non-aligned individual with any interests involving it.",,,Doctoral Degree,"I am not 100% certain about dinosaurs, but I have no doubt evolution was created as a tool to enable morally relativistic policies and to justify the current social hierarchy. The earth is not a ball floating in ""outer space"". The celestial bodies are superconductive material quantum locked within the earth's electromagnetic field, the circumference of the earth is around 70000 miles around the outer rim of the enclosure, and 60000 miles where to ice begins. The sun is powered by plasma dynamics, the sun and moon behave as anode and cathode respectively, the sun does create the moon's phases but not in the way the ""consensus"" describes it, the sun's electromagnetic field extends far out from its body and the EM field of the sun creates the moon's phases, not the sun's light, the ""earthshine"" is from electroluminescence, not from the earth. That is part of what I believe concerning the earth.",61fa904ed42cb19beec490d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 18:55:11,2024-08-13 19:01:16,IP Address,174.236.224.18,100,365,True,2024-08-13 19:01:17,R_7h46djA291YCyul,,,,,38.5824,-121.3736,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,,I don't think has to be that old.,I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,,,,100,100,100,100,100,Completely true 9,," 8",Completely true 9,Completely true 9," 8"," 7"," 8",Unsure 5,Unsure 5," 8",Unsure 5,Not much 2,Not much 2," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,,5bf6fc936c445d0001aeba98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 18:55:25,2024-08-13 19:05:23,IP Address,173.69.26.15,100,597,True,2024-08-13 19:05:23,R_54c9uc1GIdR2WM7,,,,,41.7816,-71.3897,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,40,30,20,0,0,Unsure 5,,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Not much 2,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,Google search it,,High School / GED,,66443f8a78c19c6cf8de958c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 19:03:09,2024-08-13 19:12:56,IP Address,208.191.88.247,100,586,True,2024-08-13 19:12:57,R_1oLVDq4QxOIRXvc,,,,,33.5504,-101.8871,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,,,,,"It did not sound right to me, and that science can be wrong too.",I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,,,,,I will agree with science on this one because they  create weird things.,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,100,100,90,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9," 8",Completely true 9,Completely true 9,Completely true 9," 7"," 8",Not much 2,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,"I heard of these questions before, and I looked at the sources and my sources.",,Some College,very interesting survey,5e0696dea7fba607951ae479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
