paperID,reference,ref,intervention_study,comments_intervention_selection,comments,peer_reviewed,sampleID, country,design,online,pre_test,details_pretest,recycled_news,recycled_news_reference,news_selection,selection_fake_news,selection_true_news,news_family,newsID,n_news,n_news_pool,share_true_news,news_format,news_source,accuracy_measure,accuracy_measure_detailed,symetry,perfect_symetry,accuracy_scale,condition,treatment_intention,intervention,intervention_detail,experimentID,correlates,correlates_detail,n,mean_fake_as_accurate,SD_fake_as_accurate,mean_true_as_accurate,SD_true_as_accurate,values_from,panel
30,"Arechar, A. A., Allen, J., Berinsky, A. J., Cole, R., Epstein, Z., Garimella, K., Gully, A., Lu, J. G., Ross, R. M., Stagnaro, M. N., Zhang, Y., Pennycook, G., & Rand, D. G. (2023). Understanding and combatting misinformation across 16 countries on six continents. Nature Human Behaviour, 7(9), 1502–1513. https://doi.org/10.1038/s41562-023-01641-6",Arechar 2022,,,"data correspond to 'accuracy condition'; values in the paper are only displayed in fig. 1, upon request authors sent means and standard deviations;
sample sizes are taken from supplementary material, table S1; Only in 'accuracy condition' participants rated accuracy - since this was only one of four conditions that participants got randomly assigned to, we divide sample size by 4;
attention: original scale was from 1 to 6; upon request via e-mail, they explained they transposed this as follows to a scale from 0 to 1: ""This is how it was done: rating=(rating-1)/5,This way, resulting values went from 1,2,3,4,5,6 to 0,.2,.4,.6,.8,1""",no,9,Mexico,within,yes,yes,"seems as if fake news had been selected to not appear too true and true news to not appear too fake (fig. S1, supplementary material); so the potential bias from this should bias fake and true news equally (i.e. both errors should be underestimated);
""Specifically, we started with a list of 69 true and false headlines gathered from various sources online. Of those, we discarded 9 that involved a particular country or public figure (e.g. Donald Trump), as the relevance of those headlines was likely to vary considerably across countries (this was further confirmed by a group of researchers, native from the countries selected, expressly contacted to get feedback on such headlines). We then conducted a pilot survey using participants from the United States in which we measured the accuracy ratings and sharing intentions for each of the 60 headlines (see Fig S1). Based on these pre-test ratings, we choose a set of 30 false headlines and 15 true headlines that were clearly differentiated and reasonably representative.""",original,,researchers,fact_checking,mainstream,covid,1,20,45,0.5,title,,accuracy,"We asked them to assess either the accuracy of a headline in the Accuracy condition (“To the best of your knowledge, is the above headline accurate?” 6-point Likert scale)",1,1,1,control,,,,,,,509,0.319597,0.344106,0.576529,0.336654,authors,no
30,"Arechar, A. A., Allen, J., Berinsky, A. J., Cole, R., Epstein, Z., Garimella, K., Gully, A., Lu, J. G., Ross, R. M., Stagnaro, M. N., Zhang, Y., Pennycook, G., & Rand, D. G. (2023). Understanding and combatting misinformation across 16 countries on six continents. Nature Human Behaviour, 7(9), 1502–1513. https://doi.org/10.1038/s41562-023-01641-6",Arechar 2022,,,"data correspond to 'accuracy condition'; values in the paper are only displayed in fig. 1, upon request authors sent means and standard deviations;
sample sizes are taken from supplementary material, table S1; Only in 'accuracy condition' participants rated accuracy - since this was only one of four conditions that participants got randomly assigned to, we divide sample size by 4;
attention: original scale was from 1 to 6; upon request via e-mail, they explained they transposed this as follows to a scale from 0 to 1: ""This is how it was done: rating=(rating-1)/5,This way, resulting values went from 1,2,3,4,5,6 to 0,.2,.4,.6,.8,1""",no,10,Nigeria,within,yes,yes,"seems as if fake news had been selected to not appear too true and true news to not appear too fake (fig. S1, supplementary material); so the potential bias from this should bias fake and true news equally (i.e. both errors should be underestimated);
""Specifically, we started with a list of 69 true and false headlines gathered from various sources online. Of those, we discarded 9 that involved a particular country or public figure (e.g. Donald Trump), as the relevance of those headlines was likely to vary considerably across countries (this was further confirmed by a group of researchers, native from the countries selected, expressly contacted to get feedback on such headlines). We then conducted a pilot survey using participants from the United States in which we measured the accuracy ratings and sharing intentions for each of the 60 headlines (see Fig S1). Based on these pre-test ratings, we choose a set of 30 false headlines and 15 true headlines that were clearly differentiated and reasonably representative.""",original,,researchers,fact_checking,mainstream,covid,1,20,45,0.5,title,,accuracy,"We asked them to assess either the accuracy of a headline in the Accuracy condition (“To the best of your knowledge, is the above headline accurate?” 6-point Likert scale)",1,1,1,control,,,,,,,530,0.363151,0.349342,0.589266,0.341725,authors,no
30,"Arechar, A. A., Allen, J., Berinsky, A. J., Cole, R., Epstein, Z., Garimella, K., Gully, A., Lu, J. G., Ross, R. M., Stagnaro, M. N., Zhang, Y., Pennycook, G., & Rand, D. G. (2023). Understanding and combatting misinformation across 16 countries on six continents. Nature Human Behaviour, 7(9), 1502–1513. https://doi.org/10.1038/s41562-023-01641-6",Arechar 2022,,,"data correspond to 'accuracy condition'; values in the paper are only displayed in fig. 1, upon request authors sent means and standard deviations;
sample sizes are taken from supplementary material, table S1; Only in 'accuracy condition' participants rated accuracy - since this was only one of four conditions that participants got randomly assigned to, we divide sample size by 4;
attention: original scale was from 1 to 6; upon request via e-mail, they explained they transposed this as follows to a scale from 0 to 1: ""This is how it was done: rating=(rating-1)/5,This way, resulting values went from 1,2,3,4,5,6 to 0,.2,.4,.6,.8,1""",no,11,Philippines,within,yes,yes,"seems as if fake news had been selected to not appear too true and true news to not appear too fake (fig. S1, supplementary material); so the potential bias from this should bias fake and true news equally (i.e. both errors should be underestimated);
""Specifically, we started with a list of 69 true and false headlines gathered from various sources online. Of those, we discarded 9 that involved a particular country or public figure (e.g. Donald Trump), as the relevance of those headlines was likely to vary considerably across countries (this was further confirmed by a group of researchers, native from the countries selected, expressly contacted to get feedback on such headlines). We then conducted a pilot survey using participants from the United States in which we measured the accuracy ratings and sharing intentions for each of the 60 headlines (see Fig S1). Based on these pre-test ratings, we choose a set of 30 false headlines and 15 true headlines that were clearly differentiated and reasonably representative.""",original,,researchers,fact_checking,mainstream,covid,1,20,45,0.5,title,,accuracy,"We asked them to assess either the accuracy of a headline in the Accuracy condition (“To the best of your knowledge, is the above headline accurate?” 6-point Likert scale)",1,1,1,control,,,,,,,546,0.329582,0.333733,0.607715,0.332361,authors,no
30,"Arechar, A. A., Allen, J., Berinsky, A. J., Cole, R., Epstein, Z., Garimella, K., Gully, A., Lu, J. G., Ross, R. M., Stagnaro, M. N., Zhang, Y., Pennycook, G., & Rand, D. G. (2023). Understanding and combatting misinformation across 16 countries on six continents. Nature Human Behaviour, 7(9), 1502–1513. https://doi.org/10.1038/s41562-023-01641-6",Arechar 2022,,,"data correspond to 'accuracy condition'; values in the paper are only displayed in fig. 1, upon request authors sent means and standard deviations;
sample sizes are taken from supplementary material, table S1; Only in 'accuracy condition' participants rated accuracy - since this was only one of four conditions that participants got randomly assigned to, we divide sample size by 4;
attention: original scale was from 1 to 6; upon request via e-mail, they explained they transposed this as follows to a scale from 0 to 1: ""This is how it was done: rating=(rating-1)/5,This way, resulting values went from 1,2,3,4,5,6 to 0,.2,.4,.6,.8,1""",no,12,Russia,within,yes,yes,"seems as if fake news had been selected to not appear too true and true news to not appear too fake (fig. S1, supplementary material); so the potential bias from this should bias fake and true news equally (i.e. both errors should be underestimated);
""Specifically, we started with a list of 69 true and false headlines gathered from various sources online. Of those, we discarded 9 that involved a particular country or public figure (e.g. Donald Trump), as the relevance of those headlines was likely to vary considerably across countries (this was further confirmed by a group of researchers, native from the countries selected, expressly contacted to get feedback on such headlines). We then conducted a pilot survey using participants from the United States in which we measured the accuracy ratings and sharing intentions for each of the 60 headlines (see Fig S1). Based on these pre-test ratings, we choose a set of 30 false headlines and 15 true headlines that were clearly differentiated and reasonably representative.""",original,,researchers,fact_checking,mainstream,covid,1,20,45,0.5,title,,accuracy,"We asked them to assess either the accuracy of a headline in the Accuracy condition (“To the best of your knowledge, is the above headline accurate?” 6-point Likert scale)",1,1,1,control,,,,,,,516,0.315435,0.244673,0.556754,0.253776,authors,no
30,"Arechar, A. A., Allen, J., Berinsky, A. J., Cole, R., Epstein, Z., Garimella, K., Gully, A., Lu, J. G., Ross, R. M., Stagnaro, M. N., Zhang, Y., Pennycook, G., & Rand, D. G. (2023). Understanding and combatting misinformation across 16 countries on six continents. Nature Human Behaviour, 7(9), 1502–1513. https://doi.org/10.1038/s41562-023-01641-6",Arechar 2022,,,"data correspond to 'accuracy condition'; values in the paper are only displayed in fig. 1, upon request authors sent means and standard deviations;
sample sizes are taken from supplementary material, table S1; Only in 'accuracy condition' participants rated accuracy - since this was only one of four conditions that participants got randomly assigned to, we divide sample size by 4;
attention: original scale was from 1 to 6; upon request via e-mail, they explained they transposed this as follows to a scale from 0 to 1: ""This is how it was done: rating=(rating-1)/5,This way, resulting values went from 1,2,3,4,5,6 to 0,.2,.4,.6,.8,1""",no,13,Saudi Arabia,within,yes,yes,"seems as if fake news had been selected to not appear too true and true news to not appear too fake (fig. S1, supplementary material); so the potential bias from this should bias fake and true news equally (i.e. both errors should be underestimated);
""Specifically, we started with a list of 69 true and false headlines gathered from various sources online. Of those, we discarded 9 that involved a particular country or public figure (e.g. Donald Trump), as the relevance of those headlines was likely to vary considerably across countries (this was further confirmed by a group of researchers, native from the countries selected, expressly contacted to get feedback on such headlines). We then conducted a pilot survey using participants from the United States in which we measured the accuracy ratings and sharing intentions for each of the 60 headlines (see Fig S1). Based on these pre-test ratings, we choose a set of 30 false headlines and 15 true headlines that were clearly differentiated and reasonably representative.""",original,,researchers,fact_checking,mainstream,covid,1,20,45,0.5,title,,accuracy,"We asked them to assess either the accuracy of a headline in the Accuracy condition (“To the best of your knowledge, is the above headline accurate?” 6-point Likert scale)",1,1,1,control,,,,,,,482,0.350115,0.326133,0.542672,0.326199,authors,no
30,"Arechar, A. A., Allen, J., Berinsky, A. J., Cole, R., Epstein, Z., Garimella, K., Gully, A., Lu, J. G., Ross, R. M., Stagnaro, M. N., Zhang, Y., Pennycook, G., & Rand, D. G. (2023). Understanding and combatting misinformation across 16 countries on six continents. Nature Human Behaviour, 7(9), 1502–1513. https://doi.org/10.1038/s41562-023-01641-6",Arechar 2022,,,"data correspond to 'accuracy condition'; values in the paper are only displayed in fig. 1, upon request authors sent means and standard deviations;
sample sizes are taken from supplementary material, table S1; Only in 'accuracy condition' participants rated accuracy - since this was only one of four conditions that participants got randomly assigned to, we divide sample size by 4;
attention: original scale was from 1 to 6; upon request via e-mail, they explained they transposed this as follows to a scale from 0 to 1: ""This is how it was done: rating=(rating-1)/5,This way, resulting values went from 1,2,3,4,5,6 to 0,.2,.4,.6,.8,1""",no,14,UK,within,yes,yes,"seems as if fake news had been selected to not appear too true and true news to not appear too fake (fig. S1, supplementary material); so the potential bias from this should bias fake and true news equally (i.e. both errors should be underestimated);
""Specifically, we started with a list of 69 true and false headlines gathered from various sources online. Of those, we discarded 9 that involved a particular country or public figure (e.g. Donald Trump), as the relevance of those headlines was likely to vary considerably across countries (this was further confirmed by a group of researchers, native from the countries selected, expressly contacted to get feedback on such headlines). We then conducted a pilot survey using participants from the United States in which we measured the accuracy ratings and sharing intentions for each of the 60 headlines (see Fig S1). Based on these pre-test ratings, we choose a set of 30 false headlines and 15 true headlines that were clearly differentiated and reasonably representative.""",original,,researchers,fact_checking,mainstream,covid,1,20,45,0.5,title,,accuracy,"We asked them to assess either the accuracy of a headline in the Accuracy condition (“To the best of your knowledge, is the above headline accurate?” 6-point Likert scale)",1,1,1,control,,,,,,,520,0.195027,0.270954,0.590117,0.317161,authors,no
30,"Arechar, A. A., Allen, J., Berinsky, A. J., Cole, R., Epstein, Z., Garimella, K., Gully, A., Lu, J. G., Ross, R. M., Stagnaro, M. N., Zhang, Y., Pennycook, G., & Rand, D. G. (2023). Understanding and combatting misinformation across 16 countries on six continents. Nature Human Behaviour, 7(9), 1502–1513. https://doi.org/10.1038/s41562-023-01641-6",Arechar 2022,,,"data correspond to 'accuracy condition'; values in the paper are only displayed in fig. 1, upon request authors sent means and standard deviations;
sample sizes are taken from supplementary material, table S1; Only in 'accuracy condition' participants rated accuracy - since this was only one of four conditions that participants got randomly assigned to, we divide sample size by 4;
attention: original scale was from 1 to 6; upon request via e-mail, they explained they transposed this as follows to a scale from 0 to 1: ""This is how it was done: rating=(rating-1)/5,This way, resulting values went from 1,2,3,4,5,6 to 0,.2,.4,.6,.8,1""",no,15,United States,within,yes,yes,"seems as if fake news had been selected to not appear too true and true news to not appear too fake (fig. S1, supplementary material); so the potential bias from this should bias fake and true news equally (i.e. both errors should be underestimated);
""Specifically, we started with a list of 69 true and false headlines gathered from various sources online. Of those, we discarded 9 that involved a particular country or public figure (e.g. Donald Trump), as the relevance of those headlines was likely to vary considerably across countries (this was further confirmed by a group of researchers, native from the countries selected, expressly contacted to get feedback on such headlines). We then conducted a pilot survey using participants from the United States in which we measured the accuracy ratings and sharing intentions for each of the 60 headlines (see Fig S1). Based on these pre-test ratings, we choose a set of 30 false headlines and 15 true headlines that were clearly differentiated and reasonably representative.""",original,,researchers,fact_checking,mainstream,covid,1,20,45,0.5,title,,accuracy,"We asked them to assess either the accuracy of a headline in the Accuracy condition (“To the best of your knowledge, is the above headline accurate?” 6-point Likert scale)",1,1,1,control,,,,,,,522,0.288856,0.327485,0.581097,0.323315,authors,no
30,"Arechar, A. A., Allen, J., Berinsky, A. J., Cole, R., Epstein, Z., Garimella, K., Gully, A., Lu, J. G., Ross, R. M., Stagnaro, M. N., Zhang, Y., Pennycook, G., & Rand, D. G. (2023). Understanding and combatting misinformation across 16 countries on six continents. Nature Human Behaviour, 7(9), 1502–1513. https://doi.org/10.1038/s41562-023-01641-6",Arechar 2022,,,"data correspond to 'accuracy condition'; values in the paper are only displayed in fig. 1, upon request authors sent means and standard deviations;
sample sizes are taken from supplementary material, table S1; Only in 'accuracy condition' participants rated accuracy - since this was only one of four conditions that participants got randomly assigned to, we divide sample size by 4;
attention: original scale was from 1 to 6; upon request via e-mail, they explained they transposed this as follows to a scale from 0 to 1: ""This is how it was done: rating=(rating-1)/5,This way, resulting values went from 1,2,3,4,5,6 to 0,.2,.4,.6,.8,1""",no,16,South Africa,within,yes,yes,"seems as if fake news had been selected to not appear too true and true news to not appear too fake (fig. S1, supplementary material); so the potential bias from this should bias fake and true news equally (i.e. both errors should be underestimated);
""Specifically, we started with a list of 69 true and false headlines gathered from various sources online. Of those, we discarded 9 that involved a particular country or public figure (e.g. Donald Trump), as the relevance of those headlines was likely to vary considerably across countries (this was further confirmed by a group of researchers, native from the countries selected, expressly contacted to get feedback on such headlines). We then conducted a pilot survey using participants from the United States in which we measured the accuracy ratings and sharing intentions for each of the 60 headlines (see Fig S1). Based on these pre-test ratings, we choose a set of 30 false headlines and 15 true headlines that were clearly differentiated and reasonably representative.""",original,,researchers,fact_checking,mainstream,covid,1,20,45,0.5,title,,accuracy,"We asked them to assess either the accuracy of a headline in the Accuracy condition (“To the best of your knowledge, is the above headline accurate?” 6-point Likert scale)",1,1,1,control,,,,,,,517,0.280302,0.32174,0.581557,0.339087,authors,no
31,"Hlatky, R. (2024). Unintended Consequences? Russian Disinformation and Public Opinion. OSF. https://doi.org/10.31219/osf.io/85vmt",Hlatky n.d.,,,"data correspond to the the two between conditions 'fake' and 'true'; values correspond to table 3, upon request authors sent standard deviations and sample size per condition",no,1,Slovakia,within,yes,no,,original,,researchers,fact_checking,mainstream,identity_related,1,8,,0.5,title_picture,,accuracy,Respondents indicated whether a given headline was true; whether they would “share the headline on social media; whether the headline was familiar to them; and whether the headline confirmed their previous beliefs (all on 1-4 scale).,NA,NA,4,control,,,,,,,651,1.87,0.6945381,2.19,0.6276497,authors,no
31,"Hlatky, R. (2024). Unintended Consequences? Russian Disinformation and Public Opinion. OSF. https://doi.org/10.31219/osf.io/85vmt",Hlatky n.d.,,,"data correspond to the the within condition 'true + false'; values correspond to table 3, upon request authors sent standard deviations and sample size per condition",no,2,Slovakia,within,yes,no,,original,,researchers,fact_checking,mainstream,identity_related,1,8,,0.5,title_picture,,accuracy,Respondents indicated whether a given headline was true; whether they would “share the headline on social media; whether the headline was familiar to them; and whether the headline confirmed their previous beliefs (all on 1-4 scale).,NA,NA,4,control,,,,,,,310,1.93,0.7031596,2.2,0.6568336,authors,no
32,"Lyons, B., Montgomery, J., & Reifler, J. (2023). Partisanship and older Americans’ engagement with dubious political news. OSF. https://doi.org/10.31219/osf.io/etb89",Lyons 2022,yes,,"data correspond to 'june/july' sample, wave 1; 
values for first waves of survey 1 and 2 ('june/july' and 'Oct./Nov.')are taken from table 1 in paper, values for second waves of surveys 1 and 2, as well as both waves of survey three ('Nov./Dec.') are taken from correspondence with authors ;
it was important to get in touch with the authors since (i) the paper did not differentiate wave 2 results between familiarized items from wave 1 and new items and (ii) it was not clear when and to whom additional treatments were administered; 
from exchange with the author via e-mail, we know that: ""Yes, w2 means respond to 
all ratings (all 12 headlines). Respondents saw 6 of the 12 in w1, then 
all 12 in w2. The 6 they saw in w1 were randomly drawn from within each 
""bin"" (eg 1 of 2 possible false pro-Democrat, 1 of 2 possible false 
pro-Republican, 2 of 4 possible mainstream pro-D, 2 of 4 possible 
mainstream pro-R."" ;
from another exchange with the author we know that two of the three surveys we integrate here administered a treatement to everybody: 
""yes that's right. treatment was given in w1 of all surveys. only survey 3 has a control due to the programming error."";
news headlines for survey 2 and 3 are identical (see appendix);  
attention: pdf from twitter, doesn't appear anywhere, no pre-print, not even on the author's homepage;",no,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,6,,0.5,title_picture,source,accuracy,"News headline evaluations To the best of your knowledge, how accurate is the claim in the above headline? -Not at all accurate (1) -Not very accurate (2) -Somewhat accurate (3) -Very accurate (4)",1,0,4,treatment,positive,literacy,,,,,1718,1.68,0.62,2.69,0.64,authors,
32,"Lyons, B., Montgomery, J., & Reifler, J. (2023). Partisanship and older Americans’ engagement with dubious political news. OSF. https://doi.org/10.31219/osf.io/etb89",Lyons 2022,yes,,"data correspond to 'june/july' sample, wave 2, familiarized news items; 
values for first waves of survey 1 and 2 ('june/july' and 'Oct./Nov.')are taken from table 1 in paper, values for second waves of surveys 1 and 2, as well as both waves of survey three ('Nov./Dec.') are taken from correspondence with authors ;
it was important to get in touch with the authors since (i) the paper did not differentiate wave 2 results between familiarized items from wave 1 and new items and (ii) it was not clear when and to whom additional treatments were administered; 
from exchange with the author via e-mail, we know that: ""Yes, w2 means respond to 
all ratings (all 12 headlines). Respondents saw 6 of the 12 in w1, then 
all 12 in w2. The 6 they saw in w1 were randomly drawn from within each 
""bin"" (eg 1 of 2 possible false pro-Democrat, 1 of 2 possible false 
pro-Republican, 2 of 4 possible mainstream pro-D, 2 of 4 possible 
mainstream pro-R."" ;
from another exchange with the author we know that two of the three surveys we integrate here administered a treatement to everybody: 
""yes that's right. treatment was given in w1 of all surveys. only survey 3 has a control due to the programming error."";
news headlines for survey 2 and 3 are identical (see appendix);  
attention: pdf from twitter, doesn't appear anywhere, no pre-print, not even on the author's homepage;",no,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,6,,0.5,title_picture,source,accuracy,"News headline evaluations To the best of your knowledge, how accurate is the claim in the above headline? -Not at all accurate (1) -Not very accurate (2) -Somewhat accurate (3) -Very accurate (4)",1,0,4,treatment,positive,multiple_1monthbeforeliteracy_familiarization,,,,,1499,2.038731,0.9817144,2.801803,0.9880499,authors,
32,"Lyons, B., Montgomery, J., & Reifler, J. (2023). Partisanship and older Americans’ engagement with dubious political news. OSF. https://doi.org/10.31219/osf.io/etb89",Lyons 2022,yes,,"data correspond to 'june/july' sample, wave 2, new news items; 
values for first waves of survey 1 and 2 ('june/july' and 'Oct./Nov.')are taken from table 1 in paper, values for second waves of surveys 1 and 2, as well as both waves of survey three ('Nov./Dec.') are taken from correspondence with authors ;
it was important to get in touch with the authors since (i) the paper did not differentiate wave 2 results between familiarized items from wave 1 and new items and (ii) it was not clear when and to whom additional treatments were administered; 
from exchange with the author via e-mail, we know that: ""Yes, w2 means respond to 
all ratings (all 12 headlines). Respondents saw 6 of the 12 in w1, then 
all 12 in w2. The 6 they saw in w1 were randomly drawn from within each 
""bin"" (eg 1 of 2 possible false pro-Democrat, 1 of 2 possible false 
pro-Republican, 2 of 4 possible mainstream pro-D, 2 of 4 possible 
mainstream pro-R."" ;
from another exchange with the author we know that two of the three surveys we integrate here administered a treatement to everybody: 
""yes that's right. treatment was given in w1 of all surveys. only survey 3 has a control due to the programming error."";
news headlines for survey 2 and 3 are identical (see appendix);  
attention: pdf from twitter, doesn't appear anywhere, no pre-print, not even on the author's homepage;",no,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,2,6,,0.5,title_picture,source,accuracy,"News headline evaluations To the best of your knowledge, how accurate is the claim in the above headline? -Not at all accurate (1) -Not very accurate (2) -Somewhat accurate (3) -Very accurate (4)",1,0,4,treatment,positive,1monthbefore_literacy,,,,,1499,1.880348,0.9019397,2.707081,0.9975935,authors,
32,"Lyons, B., Montgomery, J., & Reifler, J. (2023). Partisanship and older Americans’ engagement with dubious political news. OSF. https://doi.org/10.31219/osf.io/etb89",Lyons 2022,yes,,"data correspond to 'Oct./Nov.' sample, wave 1; 
values for first waves of survey 1 and 2 ('june/july' and 'Oct./Nov.')are taken from table 1 in paper, values for second waves of surveys 1 and 2, as well as both waves of survey three ('Nov./Dec.') are taken from correspondence with authors ;
it was important to get in touch with the authors since (i) the paper did not differentiate wave 2 results between familiarized items from wave 1 and new items and (ii) it was not clear when and to whom additional treatments were administered; 
from exchange with the author via e-mail, we know that: ""Yes, w2 means respond to 
all ratings (all 12 headlines). Respondents saw 6 of the 12 in w1, then 
all 12 in w2. The 6 they saw in w1 were randomly drawn from within each 
""bin"" (eg 1 of 2 possible false pro-Democrat, 1 of 2 possible false 
pro-Republican, 2 of 4 possible mainstream pro-D, 2 of 4 possible 
mainstream pro-R."" ;
from another exchange with the author we know that two of the three surveys we integrate here administered a treatement to everybody: 
""yes that's right. treatment was given in w1 of all surveys. only survey 3 has a control due to the programming error."";
news headlines for survey 2 and 3 are identical (see appendix);  
attention: pdf from twitter, doesn't appear anywhere, no pre-print, not even on the author's homepage;",no,2,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,3,6,,0.5,title_picture,source,accuracy,"News headline evaluations To the best of your knowledge, how accurate is the claim in the above headline? -Not at all accurate (1) -Not very accurate (2) -Somewhat accurate (3) -Very accurate (4)",1,0,4,treatment,positive,literacy,,,,,3378,1.76,0.68,2.59,0.59,authors,
32,"Lyons, B., Montgomery, J., & Reifler, J. (2023). Partisanship and older Americans’ engagement with dubious political news. OSF. https://doi.org/10.31219/osf.io/etb89",Lyons 2022,yes,,"data correspond to 'Oct./Nov.' sample, wave 2, familiarized news items; 
values for first waves of survey 1 and 2 ('june/july' and 'Oct./Nov.')are taken from table 1 in paper, values for second waves of surveys 1 and 2, as well as both waves of survey three ('Nov./Dec.') are taken from correspondence with authors ;
it was important to get in touch with the authors since (i) the paper did not differentiate wave 2 results between familiarized items from wave 1 and new items and (ii) it was not clear when and to whom additional treatments were administered; 
from exchange with the author via e-mail, we know that: ""Yes, w2 means respond to 
all ratings (all 12 headlines). Respondents saw 6 of the 12 in w1, then 
all 12 in w2. The 6 they saw in w1 were randomly drawn from within each 
""bin"" (eg 1 of 2 possible false pro-Democrat, 1 of 2 possible false 
pro-Republican, 2 of 4 possible mainstream pro-D, 2 of 4 possible 
mainstream pro-R."" ;
from another exchange with the author we know that two of the three surveys we integrate here administered a treatement to everybody: 
""yes that's right. treatment was given in w1 of all surveys. only survey 3 has a control due to the programming error."";
news headlines for survey 2 and 3 are identical (see appendix);  
attention: pdf from twitter, doesn't appear anywhere, no pre-print, not even on the author's homepage;",no,2,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,3,6,,0.5,title_picture,source,accuracy,"News headline evaluations To the best of your knowledge, how accurate is the claim in the above headline? -Not at all accurate (1) -Not very accurate (2) -Somewhat accurate (3) -Very accurate (4)",1,0,4,treatment,positive,multiple_1monthbeforeliteracy_familiarization,,,,,2948,1.939441,0.9763524,2.73705,1.012479,authors,
32,"Lyons, B., Montgomery, J., & Reifler, J. (2023). Partisanship and older Americans’ engagement with dubious political news. OSF. https://doi.org/10.31219/osf.io/etb89",Lyons 2022,yes,,"data correspond to 'Oct./Nov.' sample, wave 2, new news items; 
values for first waves of survey 1 and 2 ('june/july' and 'Oct./Nov.')are taken from table 1 in paper, values for second waves of surveys 1 and 2, as well as both waves of survey three ('Nov./Dec.') are taken from correspondence with authors ;
it was important to get in touch with the authors since (i) the paper did not differentiate wave 2 results between familiarized items from wave 1 and new items and (ii) it was not clear when and to whom additional treatments were administered; 
from exchange with the author via e-mail, we know that: ""Yes, w2 means respond to 
all ratings (all 12 headlines). Respondents saw 6 of the 12 in w1, then 
all 12 in w2. The 6 they saw in w1 were randomly drawn from within each 
""bin"" (eg 1 of 2 possible false pro-Democrat, 1 of 2 possible false 
pro-Republican, 2 of 4 possible mainstream pro-D, 2 of 4 possible 
mainstream pro-R."" ;
from another exchange with the author we know that two of the three surveys we integrate here administered a treatement to everybody: 
""yes that's right. treatment was given in w1 of all surveys. only survey 3 has a control due to the programming error."";
news headlines for survey 2 and 3 are identical (see appendix);  
attention: pdf from twitter, doesn't appear anywhere, no pre-print, not even on the author's homepage;",no,2,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,4,6,,0.5,title_picture,source,accuracy,"News headline evaluations To the best of your knowledge, how accurate is the claim in the above headline? -Not at all accurate (1) -Not very accurate (2) -Somewhat accurate (3) -Very accurate (4)",1,0,4,treatment,positive,1monthbefore_literacy,,,,,2948,1.861992,0.9409798,2.620338,1.015016,authors,
32,"Lyons, B., Montgomery, J., & Reifler, J. (2023). Partisanship and older Americans’ engagement with dubious political news. OSF. https://doi.org/10.31219/osf.io/etb89",Lyons 2022,yes,,"data correspond to 'Nov./Dec.' sample, wave 1, control group; 
values for first waves of survey 1 and 2 ('june/july' and 'Oct./Nov.')are taken from table 1 in paper, values for second waves of surveys 1 and 2, as well as both waves of survey three ('Nov./Dec.') are taken from correspondence with authors ;
it was important to get in touch with the authors since (i) the paper did not differentiate wave 2 results between familiarized items from wave 1 and new items and (ii) it was not clear when and to whom additional treatments were administered; 
from exchange with the author via e-mail, we know that: ""Yes, w2 means respond to 
all ratings (all 12 headlines). Respondents saw 6 of the 12 in w1, then 
all 12 in w2. The 6 they saw in w1 were randomly drawn from within each 
""bin"" (eg 1 of 2 possible false pro-Democrat, 1 of 2 possible false 
pro-Republican, 2 of 4 possible mainstream pro-D, 2 of 4 possible 
mainstream pro-R."" ;
from another exchange with the author we know that two of the three surveys we integrate here administered a treatement to everybody: 
""yes that's right. treatment was given in w1 of all surveys. only survey 3 has a control due to the programming error."";
news headlines for survey 2 and 3 are identical (see appendix);  
attention: pdf from twitter, doesn't appear anywhere, no pre-print, not even on the author's homepage;",no,3,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,3,6,,0.5,title_picture,source,accuracy,"News headline evaluations To the best of your knowledge, how accurate is the claim in the above headline? -Not at all accurate (1) -Not very accurate (2) -Somewhat accurate (3) -Very accurate (4)",1,0,4,control,,,,,,,2453.5,2.029963,0.975813,2.581142,0.9868082,authors,
