StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,CONSENT,DEM_GENDER,DEM_GENDER_2_TEXT,DEM_AGE,education,ATTCHECK_NUMBER,SCIINFO_newspapersmags,SCIINFO_tvradio,SCIINFO_newswebsitesapps,SCIINFO_videospodcasts,SCIINFO_filmsseries,SCIINFO_books,SCIINFO_socialmedia,SCIINFO_messengers,SCIINFO_museumszoos,SCIINFO_rlconversations,SCIENGAGE_conversations,SCIENGAGE_messengers,SCIENGAGE_socialmedia,SCIENGAGE_publicprotests,BENEFIT_OPEN,TRUST_OPEN,BENEFIT_ONESELF,BENEFIT_REGION_MOST,BENEFIT_REGION_LEAST,GOALS_PRIO_health,GOALS_PRIO_energy,GOALS_PRIO_poverty,GOALS_PRIO_defense,GOALS_TACKLE_health,GOALS_TACKLE_energy,GOALS_TACKLE_poverty,GOALS_TACKLE_defense,influence_integrate,influence_advocate,influence_communicate,influence_involved,NORMPERC_outreach,influence_independent,WILLVUL_gov,WILLVUL_you,competence_expert,integrity_honest,benevolence_concerned,TRUST_SCI_open,competence_intelligent,integrity_ethical,benevolence_improve,TRUST_SCI_trans,competence_qualified,integrity_sincere,benevolence_otherinterest,TRUST_SCI_otherviews,trust_method,TRUST_PEW,OUTSPOKEN_othersthink,OUTSPOKEN_isolate,OUTSPOKEN_against,SCIPOP_common,SCIPOP_good,SCIPOP_advantage,SCIPOP_cahoots,SCIPOP_influence,SCIPOP_involved,SCIPOP_lifeexp,SCIPOP_rely,ATTCHECK_RES,SDO_allgroupsconsider,SDO_notpushequality,SDO_equalityideal,SDO_superiordominate,CLIM_TRUST,CLIM_EMO_helpless,CLIM_EMO_anxious,CLIM_EMO_optimistic,CLIM_EMO_angry,CLIM_EMO_guilty,CLIM_EMO_ashamed,CLIM_EMO_depressed,CLIM_EMO_pessimistic,CLIM_EMO_indifferent,CLIM_GOV_concerns,CLIM_GOV_doingenough,CLIM_GOV_dismisspeople,CLIM_GOV_science,CLIM_GOV_futuregens,CLIM_GOV_trustworthy,CLIM_GOV_lying,CLIM_POLSUPPORT_fueltax,CLIM_POLSUPPORT_publictransport,CLIM_POLSUPPORT_sustenergy,CLIM_POLSUPPORT_protection,CLIM_POLSUPPORT_foodtax,CLIM_WEATHERPAST_floods,CLIM_WEATHERPAST_heatwaves,CLIM_WEATHERPAST_heavystorms,CLIM_WEATHERPAST_wildfires,CLIM_WEATHERPAST_heavyrain,CLIM_WEATHERPAST_droughts,CLIM_WEATHERFUTU_floods,CLIM_WEATHERFUTU_heatwaves,CLIM_WEATHERFUTU_heavystorms,CLIM_WEATHERFUTU_wildfires,CLIM_WEATHERFUTU_heavyrain,CLIM_WEATHERFUTU_droughts,DEM_INCOME,DEM_POL_conservative,DEM_POL_right,DEM_RELIGIOUS,DEM_RESIDENCE,disciplines_trust_general,disciplines_trust_biology,disciplines_trust_physics,disciplines_trust_climate,disciplines_trust_economics,disciplines_trust_sociology,disciplines_consensus_general,disciplines_consensus_biology,disciplines_consensus_physics,disciplines_consensus_climate,disciplines_consensus_economics,disciplines_consensus_sociology,disciplines_precision_general,disciplines_precision_biology,disciplines_precision_physics,disciplines_precision_climate,disciplines_precision_economics,disciplines_precision_sociology,CT_climate...140,CT_vaccine...141,CT_lantian...142,VJS_1,VJS_2,subjective_status,CT_climate...146,Q122_5...147,CT_vaccine...148,Q122_6...149,CT_climate...150,Q122_5...151,CT_vaccine...152,Q122_6...153,CT_climate...154,Q122_5...155,CT_vaccine...156,Q122_6...157,ATT_AI _P1...158,ATT_AI _P2...159,ATT_AI _P3...160,ATT_AI _N1...161,ATT_AI _N2...162,ATT_AI _N3...163,ATT_TRUST_AI_11,ATT_TRUST_AI_12,ATT_AI _P1...166,ATT_AI _P2...167,ATT_AI _P3...168,ATT_AI _N1...169,ATT_AI _N2...170,ATT_AI _N3...171,CT_lantian...172,ID,attcheck_number,attcheck_res,benevolence,competence,integrity,influence_policy,influence_lifestyle,trust_composite,income,income_log,id
2023-03-03 13:28:48,2023-03-03 13:48:43,0,100,1194,1,2023-03-03 13:48:43,R_RqToo7Yjr3QZgt3,anonymous,FR,1,0,NA,73,4,213,4,4,4,3,3,1,3,1,3,4,5,1,3,3,Tout le monde car la science est partout dans le quotidien,NA,5,6,1,5,4,4,3,5,4,3,3,3,3,3,3,3,4,4,1,3,3,2,3,3,4,4,3,4,4,3,3,4,3,1,1,1,3,3,3,2,1,1,1,1,1,5,10,6,1,4,3,3,2,1,2,3,3,3,3,3,2,4,3,2,1,4,1,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,45000,99,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,4,2,5,6,4,1,4,3,1,5,4,4,3,3,3,3,3,3,4,4,3,3,3,7,237457968341110,213,1,3,3.3333333333333335,3.6666666666666665,3.2,3,3.1666666666666665,45000,10.714417768752456,987
2023-03-03 13:31:38,2023-03-03 13:49:50,0,100,1092,1,2023-03-03 13:49:51,R_cTLHqLxPu3REen7,anonymous,FR,1,1,NA,47,3,213,3,3,3,1,3,3,3,1,2,3,3,1,1,1,NA,"Le fait qu'il fasse consensus, qu'il explique à travers des exemples simples ses dires.",4,6,1,5,5,3,2,4,4,3,3,3,4,3,3,4,5,4,3,4,4,4,5,5,4,4,4,5,5,4,5,5,5,4,4,4,4,4,1,1,2,3,3,3,1,8,2,10,2,4,4,4,3,5,3,4,4,4,1,3,3,4,3,3,4,2,2,2,3,3,1,4,5,4,4,4,4,5,5,5,5,5,5,25000,3,3,2,1,5,5,5,4,4,5,5,5,4,3,3,4,5,5,5,5,3,4,1,5,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457967296551,213,1,4,4.666666666666667,4.333333333333333,3.6,4,4.333333333333333,25000,10.126631103850338,988
2023-03-03 13:30:53,2023-03-03 13:50:12,0,100,1158,1,2023-03-03 13:50:12,R_8lczYzkIEHWwGQ1,anonymous,FR,1,1,NA,23,3,213,4,1,4,2,1,2,3,2,2,2,4,1,2,1,NA,La fiabilité de la société dans laquelle il travaille,5,6,1,4,5,5,4,4,5,4,4,3,3,4,3,3,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,1,9,5,7,2,4,4,3,2,3,4,4,3,3,1,3,2,3,3,3,3,3,2,3,3,3,4,3,5,3,4,3,4,4,4,4,4,4,4,3500,99,99,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,2,6,4,6,4,1,4,1,3,5,3,4,3,3,3,3,3,5,3,3,3,3,3,5,237361107464218,213,1,4,4,3.6666666666666665,3.4,4,4,3500,8.160518247477505,989
2023-03-03 13:37:10,2023-03-03 13:50:32,0,100,802,1,2023-03-03 13:50:33,R_TgZE0N8EMeLTMdz,anonymous,FR,1,1,NA,42,4,213,1,2,2,1,3,3,1,1,1,2,2,1,1,1,NA,Ses diplômes,2,4,1,4,4,2,2,5,4,1,3,3,1,2,2,4,5,4,3,4,4,3,2,5,4,4,3,4,4,4,3,5,4,4,4,4,2,1,2,1,1,3,3,2,1,3,8,5,1,3,5,2,1,1,2,2,2,3,4,1,1,4,1,2,1,4,1,3,2,3,1,4,5,5,5,5,5,5,5,5,5,5,5,4600,99,4,2,2,4,4,5,3,2,2,4,4,4,4,4,4,5,5,4,3,4,4,1,1,3,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457967329283,213,1,3.6666666666666665,4.333333333333333,4,2.6,4,4,4600,8.433811582477187,990
2023-03-03 13:38:39,2023-03-03 13:52:53,0,100,853,1,2023-03-03 13:52:53,R_cvZJlJf0Oa8aCD7,anonymous,FR,1,1,NA,58,4,213,5,6,3,1,4,5,5,1,6,5,4,3,3,1,humanité,NA,4,1,4,4,5,3,5,3,5,3,5,5,1,5,1,1,1,3,5,4,2,2,1,3,3,1,1,3,1,1,1,5,1,5,5,5,3,1,5,5,4,1,4,4,1,1,10,1,1,1,5,2,4,2,1,1,1,1,2,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46000,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,5,7,7,7,7,3,3,1,3,1,1,1,1,5,5,1,1,1,1,3,1,5,5,1,237123007746172,213,1,1.3333333333333333,3.3333333333333335,2,2.6,5,2.3333333333333335,46000,10.736396675471232,991
2023-03-03 13:51:24,2023-03-03 13:54:25,0,100,180,1,2023-03-03 13:54:26,R_336XhdN87lOgMv0,anonymous,FR,1,1,NA,47,4,213,3,2,3,4,5,6,5,5,4,6,3,4,6,5,je sais pas,NA,4,4,4,2,3,4,4,3,4,4,3,4,4,4,3,2,3,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,3,2,5,4,5,3,4,3,1,5,8,9,7,4,3,3,2,4,3,3,4,4,2,2,3,4,4,3,3,4,2,3,2,3,1,2,3,4,4,3,3,3,4,4,3,5,5,75000,5,4,3,2,3,4,4,5,4,5,4,3,4,5,4,3,4,3,4,4,3,3,5,6,7,6,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457967860760,213,1,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.6,3,3.5,75000,11.225243392518447,992
2023-03-03 13:30:57,2023-03-03 13:56:12,0,100,1514,1,2023-03-03 13:56:13,R_TvfBmmE3fuhquKB,anonymous,FR,1,0,NA,66,4,213,5,3,5,2,1,1,5,5,3,3,4,4,4,2,Tout un chacun . Cela permet d'améliorer le quotidien et d'envisager l'avenir,NA,4,6,1,5,5,4,1,3,3,1,5,5,5,5,5,5,5,5,4,4,3,3,2,4,3,3,3,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,3,3,1,8,4,10,1,3,4,4,1,5,3,3,2,4,1,1,1,5,1,1,1,5,3,3,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,64000,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,1,6,7,5,1,1,3,3,3,2,2,2,5,4,5,1,1,2,1,2,5,5,4,2,237457968489566,213,1,3,4,3.3333333333333335,5,5,3.5,64000,11.06663836234181,993
2023-03-03 13:38:38,2023-03-03 13:58:28,0,100,1190,1,2023-03-03 13:58:29,R_3iRsfsZEzpiy42F,anonymous,FR,1,0,NA,26,4,213,1,3,3,4,3,3,3,1,1,1,2,1,1,1,NA,rien,3,4,1,5,5,5,3,3,4,2,5,2,2,3,3,4,4,5,4,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,2,2,4,3,4,3,3,1,9,6,7,1,3,3,2,1,1,1,1,1,2,1,1,2,4,2,2,2,4,2,3,3,3,2,2,3,2,4,5,4,3,4,2,5,5,5,40000,99,99,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,4,6,6,6,2,1,1,1,1,2,4,3,4,3,3,3,3,3,3,2,4,3,2,5,237457968488523,213,1,3,3.3333333333333335,3.3333333333333335,2.8,4,3.1666666666666665,40000,10.596634733096073,994
2023-03-03 13:34:27,2023-03-03 13:58:41,0,100,1454,1,2023-03-03 13:58:42,R_3Rlb4Em0k251w7y,anonymous,FR,1,1,NA,62,4,213,5,4,5,5,3,1,5,4,2,4,4,5,5,2,Ceux qui en font des recherches et qui s en intéresse . Pas assez de prise de conscience des médias et du public lambda,NA,4,6,1,4,4,5,3,3,3,2,4,5,5,3,5,5,2,4,4,4,4,4,2,4,3,4,2,4,4,4,2,4,3,5,5,4,4,4,3,3,3,4,2,2,1,7,7,4,6,4,4,4,1,3,4,3,2,4,1,3,2,4,2,1,3,4,3,2,3,3,3,5,5,5,4,4,4,5,5,5,5,4,5,2600,2,4,3,1,4,3,4,3,3,4,3,3,4,3,2,2,4,4,4,3,3,3,2,4,6,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457967685779,213,1,4,4,3.6666666666666665,4,4,4,2600,7.8632667240095735,995
2023-03-03 10:46:07,2023-03-03 13:59:36,0,100,11608,1,2023-03-03 13:59:36,R_1hGcngCK2bBijCt,anonymous,FR,1,0,NA,34,4,213,1,4,1,1,4,3,1,1,1,4,4,3,3,1,NA,ses études,4,1,5,5,4,3,3,4,4,1,2,4,4,4,4,5,3,4,3,4,3,4,3,5,3,4,3,4,4,4,4,4,4,3,1,2,4,4,2,3,3,4,2,2,1,6,4,5,1,4,4,3,2,2,2,2,2,4,3,2,2,4,3,3,3,4,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,21000,3,3,1,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,1,2,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457967362296,213,1,4,4.333333333333333,3.3333333333333335,3.8,4,4.166666666666667,21000,9.95227771670556,996
2023-03-03 13:14:06,2023-03-03 14:03:00,0,100,2933,1,2023-03-03 14:03:00,R_1QFtWHZaeFuXRaf,anonymous,FR,1,0,NA,59,3,213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,nsp,1,6,1,5,3,2,3,2,3,2,2,5,1,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,1,5,5,4,4,4,4,1,8,8,8,8,3,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,5,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,33200,99,99,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457967342705,213,1,3,3,3,2.8,3,3,33200,10.410305154904579,997
2023-03-03 13:48:15,2023-03-03 14:05:14,0,100,1018,1,2023-03-03 14:05:14,R_2DMtl79IwsOIFOi,anonymous,FR,1,0,NA,28,4,213,2,4,2,3,2,1,3,1,4,4,4,2,1,1,NA,"sources identifiées, plusieurs théories similaires établies par d'autres scientifiques diplomés",5,4,5,4,4,4,2,4,3,2,3,5,5,4,5,5,3,5,5,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,3,3,4,3,2,3,3,4,2,3,1,8,1,10,1,4,4,3,3,4,2,3,2,3,2,2,1,3,2,2,2,3,3,4,3,4,3,4,5,4,5,4,5,5,5,5,5,5,5,30000,2,2,1,2,4,4,4,4,4,4,4,4,3,4,2,3,4,5,5,4,4,4,1,4,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361107865817,213,1,4.666666666666667,4.333333333333333,4,4.4,4,4.5,30000,10.308952660644293,998
2023-03-03 13:34:30,2023-03-03 14:05:35,0,100,1865,1,2023-03-03 14:05:36,R_3D72E3ZU0h1G6fY,anonymous,FR,1,1,NA,37,4,213,4,3,4,3,2,1,2,3,4,5,5,5,3,2,NA,Les démonstrations argumenté et réaliste,4,6,5,5,5,4,3,2,2,2,3,3,3,4,3,4,4,4,4,3,3,2,2,5,2,3,3,4,3,3,3,3,3,4,3,5,3,3,2,3,4,3,3,4,1,8,10,9,3,4,5,4,3,4,1,3,4,3,1,1,2,5,3,4,2,5,3,3,3,3,3,5,5,5,4,4,5,5,5,5,5,5,5,45000,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,5,2,4,3,5,2,2,2,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,8,237457968503894,213,1,2.6666666666666665,4,2.6666666666666665,3.4,4,3.3333333333333335,45000,10.714417768752456,999
2023-03-03 13:41:31,2023-03-03 14:06:28,0,100,1497,1,2023-03-03 14:06:29,R_3R6VjIkgKSl9tGp,anonymous,FR,1,1,NA,63,3,213,3,3,4,2,3,1,3,2,1,3,3,2,1,1,NA,La reconnaissance de ces confrères Les diverses publications dans des magazines spécialisés,3,6,1,4,5,4,3,3,4,3,4,5,4,4,4,3,5,4,3,4,3,4,3,4,3,4,3,4,3,2,2,5,3,4,4,4,3,2,4,4,4,5,3,3,1,9,9,9,10,3,5,2,3,2,1,1,1,4,2,3,1,5,3,1,3,4,3,3,3,3,3,4,5,5,4,4,4,5,5,5,4,4,4,60000,99,99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,2,4,7,7,3,2,3,3,3,3,4,5,4,3,3,4,4,5,5,3,3,5,5,5,237457968482519,213,1,3.3333333333333335,4,3,4.4,4,3.6666666666666665,60000,11.002099841204238,1000
2023-03-03 11:54:57,2023-03-03 14:10:02,0,100,8105,1,2023-03-03 14:10:03,R_SIDe1aLHYbYkd4l,anonymous,FR,1,0,NA,29,4,213,3,4,3,2,2,2,5,1,1,3,5,3,3,2,NA,"Des preuves, des documents, des faits, des chiffres",4,4,1,3,4,3,2,2,3,2,2,5,3,4,5,4,3,5,4,4,4,4,3,4,3,4,3,4,3,4,2,4,4,3,2,1,4,1,3,2,1,2,2,1,1,7,8,7,1,4,5,4,2,4,3,3,4,4,2,1,1,4,2,2,2,4,3,3,3,2,3,5,5,3,5,5,5,5,5,5,5,5,5,3900,1,1,2,1,4,4,4,4,4,4,2,2,4,4,4,3,3,4,5,4,4,4,1,2,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237298315349004,213,1,4,4,3.3333333333333335,4,4,4,3900,8.268731832117737,1001
2023-03-03 13:53:42,2023-03-03 14:13:41,0,100,1198,1,2023-03-03 14:13:42,R_2TY3x9cBM1AqyK1,anonymous,FR,1,0,NA,59,3,213,3,2,1,2,2,3,1,3,1,1,3,3,2,1,Les gens qui travaillent dans ce milieu. Car ils sont plus au cœur de la science,NA,3,4,1,5,3,4,4,3,3,2,1,4,3,5,3,5,3,4,4,4,3,4,3,5,3,4,3,4,3,2,2,3,3,3,1,3,3,3,3,3,3,3,4,2,1,8,8,5,1,3,5,1,4,3,4,3,1,1,1,4,2,5,3,3,3,3,3,3,3,3,4,5,5,5,5,4,4,5,5,5,5,5,5,33000,99,99,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,2,4,4,2,2,1,1,1,1,5,3,4,3,4,3,3,3,5,3,5,3,4,3,5,237457967300682,213,1,3.3333333333333335,4.333333333333333,3,3.6,4,3.8333333333333335,33000,10.404262840448617,1002
2023-03-03 13:54:06,2023-03-03 14:13:52,0,100,1186,1,2023-03-03 14:13:53,R_ApoQuCmlu4JJH7X,anonymous,FR,1,1,NA,71,3,213,5,4,6,1,2,3,5,1,2,3,3,1,1,1,tout le monde utilise ou dispose un jour ou l'autre de la science.,NA,4,2,1,5,5,4,3,3,4,3,4,4,2,4,3,5,4,3,4,3,3,2,2,3,2,3,2,4,4,3,3,4,2,4,3,2,5,2,4,3,3,2,4,4,1,8,1,10,1,3,2,2,2,1,1,1,1,1,3,1,2,2,3,2,2,4,3,3,2,3,1,3,4,3,4,3,4,2,3,3,4,3,4,4500,3,3,2,2,2,3,3,2,1,1,2,3,2,2,1,1,3,4,4,2,1,1,2,1,2,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457967465674,213,1,2.6666666666666665,3.3333333333333335,3,3.4,3,3,4500,8.411832675758411,1003
2023-03-03 13:58:09,2023-03-03 14:15:21,0,100,1031,1,2023-03-03 14:15:21,R_2ccFlEJ2Od8FmXL,anonymous,FR,1,0,NA,66,4,213,5,5,5,5,3,3,2,1,2,3,4,2,1,1,NA,"son cursus, son expérience, ses sources, le fait de ne pas trop chercher la lumière médiatique",4,4,1,5,5,5,3,4,4,2,3,3,5,4,5,5,3,4,5,3,3,3,4,4,2,3,2,3,4,3,2,4,4,4,3,4,4,4,3,3,3,3,3,4,1,10,8,7,5,4,3,4,2,3,2,2,3,4,2,3,2,4,2,2,3,4,2,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1500,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,3,6,6,2,1,1,1,3,2,5,4,5,4,5,5,3,3,5,4,5,4,5,5,7,237457968344238,213,1,3,3.3333333333333335,3,4,4,3.1666666666666665,1500,7.313220387090301,1004
2023-03-03 13:54:11,2023-03-03 14:15:22,0,100,1270,1,2023-03-03 14:15:22,R_3iPtjoPK72exvfN,anonymous,FR,1,1,NA,21,4,213,3,3,4,1,1,1,5,2,2,3,3,2,4,1,NA,"Justifie ses propos avec des arguments solides, approbation des autres scientifiques, obtention de récompense",4,4,1,4,5,3,4,5,5,1,4,5,3,5,5,5,2,5,5,4,5,4,3,5,4,4,5,5,5,5,4,5,5,4,5,4,4,3,2,1,2,4,1,1,1,4,7,8,5,5,4,3,4,4,3,3,3,3,2,1,1,4,2,2,2,3,2,3,2,3,3,2,5,2,4,3,5,5,5,5,5,4,5,3000,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,4,7,5,6,1,1,1,1,5,4,5,3,1,1,3,3,5,5,5,2,1,1,2,237298314776748,213,1,4.333333333333333,4.666666666666667,4.666666666666667,4,5,4.5,3000,8.006367567650246,1005
2023-03-03 13:57:59,2023-03-03 14:18:52,0,100,1253,1,2023-03-03 14:18:53,R_1CeDfMm82EcykDg,anonymous,FR,1,1,NA,66,3,213,4,4,2,1,3,1,2,2,2,2,2,2,1,1,La science c'est l'avenir,NA,5,1,2,5,5,5,5,5,5,5,3,5,5,5,5,5,1,5,5,4,4,4,3,4,4,5,5,5,4,4,4,5,4,5,5,5,4,2,2,3,4,5,3,2,1,10,10,10,1,5,1,4,2,4,1,3,4,4,1,5,2,4,4,4,4,2,4,3,3,3,3,5,5,5,5,5,5,4,4,4,4,4,4,18000,99,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,3,7,5,6,2,1,1,1,3,5,5,3,5,5,5,1,1,3,5,4,5,5,5,9,237457967378528,213,1,4.333333333333333,4.333333333333333,4,4.2,5,4.333333333333333,18000,9.798127036878302,1006
2023-03-03 14:11:08,2023-03-03 14:25:04,0,100,836,1,2023-03-03 14:25:05,R_1CeH1n444RcieTx,anonymous,FR,1,1,NA,61,4,213,1,2,1,1,1,1,1,1,1,1,1,1,1,1,Les entreprises en terme d'innovation de production et la médecine,NA,5,6,1,5,3,3,3,5,3,1,1,1,3,1,1,1,5,4,3,4,4,4,3,4,3,3,2,3,4,3,2,4,4,5,4,4,3,1,2,3,1,2,2,2,1,10,6,5,8,3,4,1,1,1,1,1,1,3,3,1,1,5,1,1,1,5,1,3,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,18000,3,5,1,1,4,4,4,4,2,2,1,2,1,1,1,1,4,4,4,4,2,2,1,1,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457967360226,213,1,3.3333333333333335,3.6666666666666665,3.6666666666666665,2.2,4,3.5,18000,9.798127036878302,1007
2023-03-03 11:03:41,2023-03-03 14:27:08,0,100,12206,1,2023-03-03 14:27:08,R_21vTKNBBIPN8x3d,anonymous,FR,1,1,NA,26,4,213,4,4,4,5,5,4,4,3,3,3,4,3,4,1,"Tout le monde bénéficie de la science, on a toujours à apprendre sur un phénomène naturel, sur la physique, sur les maladies. Comprendre comment cela fonctionne permet de mieux appréhender le monde et permet de se faire une idée par soi même",NA,4,4,5,4,4,3,2,3,3,2,4,4,3,3,4,4,3,4,4,4,3,3,2,3,3,4,2,4,3,3,3,4,4,5,4,4,4,3,3,2,3,3,3,3,1,5,5,6,2,3,2,4,2,4,2,3,4,4,3,2,2,4,2,1,3,3,2,3,3,3,2,5,4,4,4,3,4,5,4,5,4,3,4,44000,99,99,2,1,4,4,4,3,3,2,4,4,4,3,3,3,5,4,5,3,2,2,1,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237457968341115,213,1,3.3333333333333335,3.6666666666666665,3,3.4,4,3.5,44000,10.691944912900398,1008
2023-03-03 14:02:36,2023-03-03 14:27:29,0,100,1493,1,2023-03-03 14:27:30,R_3GlCwY4L2Y47m94,anonymous,FR,1,1,NA,22,4,213,2,3,5,4,4,3,4,1,1,6,5,1,1,1,"L'humanité, qui d'autre, tout finit par retomber dans le domaine ""public"", cela finit par améliorer la vie de tous",NA,4,6,1,4,5,3,3,4,5,2,3,4,3,4,4,5,3,5,3,4,4,4,4,5,5,4,4,4,5,5,4,5,5,5,4,5,4,3,2,2,3,5,2,2,1,7,6,8,2,5,5,4,4,3,2,1,2,3,1,3,5,3,5,4,4,2,2,2,3,3,2,2,4,2,3,4,5,3,4,3,4,3,5,21000,99,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,3,7,7,4,5,2,4,1,1,5,5,5,2,3,5,4,4,5,5,5,3,3,5,2,237361108019260,213,1,4.333333333333333,4.333333333333333,4.666666666666667,3.6,4,4.333333333333333,21000,9.95227771670556,1009
