StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,0_acc_a_1,0_com_a,0_acc_b_1,0_com_b,1_acc_a_1,1_com_a,1_acc_b_1,1_com_b,2_acc_a_1,2_com_a,2_acc_b_1,2_com_b,3_acc_a_1,3_com_a,3_acc_b_1,3_com_b,Q1,gender,age,education,PROLIFIC_PID,number,counter
2023-06-06 13:00:04,2023-06-06 13:03:36,0,86.165.69.226,100,211,1,2023-06-06 13:03:36,R_tST9IYzjdxKakZX,,,,,52.0618,1.156,anonymous,EN,1," I pay attention ",31,4,30,4,31,4,30,4,67,6,67,5,97,6,98,6,,2,47,6,60886f033e4f5c214da0c898,three,8
2023-06-06 13:00:10,2023-06-06 13:03:36,0,2.24.81.104,100,206,1,2023-06-06 13:03:37,R_3Ibkoi0YswecLZg,,,,,52.2835,-0.8951,anonymous,EN,1,I pay attention.,35,3,33,3,33,4,34,4,65,4,66,4,94,6,93,5,,2,40,6,5cedaba627d8ce00018469bb,three,8
2023-06-06 13:00:08,2023-06-06 13:03:37,0,82.19.49.138,100,208,1,2023-06-06 13:03:38,R_qw4qPYXG6uDFkyd,,,,,52.6181,-1.1804,anonymous,EN,1,I pay attention,25,5,25,5,35,5,35,5,75,5,75,5,100,5,100,5,,1,27,2,5ec957b88b62d208f6997476,ten_distant,8
2023-06-06 13:00:15,2023-06-06 13:03:38,0,92.4.4.88,100,202,1,2023-06-06 13:03:38,R_eYdi6igZy7w8xpf,,,,,51.3295,0.578,anonymous,EN,1,I pay attention,31,5,29,5,95,5,95,5,70,5,95,5,96,5,95,5,,2,54,4,5a59c1dfeedc32000142835a,three,8
2023-06-06 12:59:56,2023-06-06 13:03:38,0,51.146.43.215,100,221,1,2023-06-06 13:03:39,R_2ylnoS8cq6rmdUq,,,,,51.4279,0.3896,anonymous,EN,1,I pay attention,30,4,20,3,50,4,50,4,82,5,66,5,90,6,90,6,,1,45,5,632892646eb1fff474584dd7,ten,8
2023-06-06 12:59:53,2023-06-06 13:03:38,0,86.26.132.136,100,225,1,2023-06-06 13:03:39,R_sb6tVNUD6ov7uGB,,,,,50.368,-4.1329,anonymous,EN,1,I pay attention,28,4,40,4,32,4,32,4,62,4,65,4,75,4,77,4,,1,59,6,6229f5e383b58ef0f3514299,three,8
2023-06-06 12:59:59,2023-06-06 13:03:39,0,90.248.87.203,100,220,1,2023-06-06 13:03:39,R_3F280EvD6xCb5qB,,,,,51.3488,-0.0321,anonymous,EN,1,I pay attention,80,4,82,4,81,4,83,4,81,4,82,4,81,4,81,4,,1,43,2,6315fe25e70567e43c4febdb,ten,8
2023-06-06 12:59:42,2023-06-06 13:03:40,0,86.190.27.35,100,238,1,2023-06-06 13:03:41,R_2v7gO7FwQBc7pTh,,,,,53.4834,-2.0596,anonymous,EN,1,I pay attention,47,4,50,4,25,3,46,4,70,5,70,5,80,6,80,6,,3,18,4,63d145fb7cd4c26c56b2e3e6,three,8
2023-06-06 13:00:13,2023-06-06 13:03:41,0,81.131.147.206,100,208,1,2023-06-06 13:03:42,R_2f3TNgp0AmsTrIB,,,,,52.6755,-2.7616,anonymous,EN,1,I pay attention,24,3,19,3,30,4,33,3,37,4,36,4,81,3,41,4,,1,59,5,5f52450d6df3fe09b06bc2cc,three,8
2023-06-06 13:01:54,2023-06-06 13:03:43,0,147.147.152.54,100,108,1,2023-06-06 13:03:44,R_6xU8NC2rNGpbVIZ,,,,,52.701,-2.5052,anonymous,EN,1,I pay attention,12,1,33,2,33,4,33,4,65,5,66,5,98,6,90,6,,1,30,5,60bb9dd521d84c33662850ae,three,8
2023-06-06 13:00:25,2023-06-06 13:03:43,0,86.22.134.77,100,198,1,2023-06-06 13:03:44,R_2uV53jOMTPccSyB,,,,,51.5435,-0.1733,anonymous,EN,1,I pay attention,44,4,43,4,66,4,88,5,68,4,66,5,91,5,91,6,,1,35,5,5efc4644f6f5950008d892a2,three,8
2023-06-06 12:59:25,2023-06-06 13:03:44,0,86.24.208.14,100,258,1,2023-06-06 13:03:44,R_5gvJpwvWCPxlYVX,,,,,53.4969,-2.7072,anonymous,EN,1,I pay attention,40,4,48,4,50,4,50,4,80,5,75,5,88,6,90,6,,2,26,5,6044bd895068a35321a661da,ten,8
2023-06-06 12:59:43,2023-06-06 13:03:44,0,92.7.224.122,100,241,1,2023-06-06 13:03:45,R_2CQhBjd1UrBtwhK,,,,,50.368,-4.1329,anonymous,EN,1,I pay attention,45,4,39,4,35,4,75,5,66,5,60,4,85,5,85,5,,1,71,4,5c4afb7234ee9300011cbbfc,three,8
2023-06-06 13:00:11,2023-06-06 13:03:46,0,82.71.32.62,100,214,1,2023-06-06 13:03:46,R_RwSwqbsdk2W55rH,,,,,51.5268,-0.187,anonymous,EN,1,I pay attention,30,3,32,3,40,5,29,4,76,5,70,5,91,6,100,6,,1,77,6,5706296bac75a4000f94a28d,ten,8
2023-06-06 12:59:30,2023-06-06 13:03:47,0,51.7.54.209,100,256,1,2023-06-06 13:03:48,R_2zuQ9dUfoixT84o,,,,,54.6534,-5.6689,anonymous,EN,1,I pay attention,33,3,33,3,51,4,50,4,67,6,66,6,95,7,95,7,,1,55,6,568f981a7d961b000c969d2f,ten,8
2023-06-06 12:59:27,2023-06-06 13:03:48,0,82.153.119.94,100,261,1,2023-06-06 13:03:49,R_1F5JXse9E5mvKIE,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,51,5,50,5,34,4,36,4,50,5,51,5,50,5,50,5,,2,46,3,62e1975a303029942e08439a,three,8
2023-06-06 13:00:46,2023-06-06 13:03:49,0,90.192.138.16,100,182,1,2023-06-06 13:03:50,R_3qkCLBz58iwY3WT,,,,,51.5161,0.0584,anonymous,EN,1,I pay attention,73,5,72,5,77,5,74,5,74,5,73,5,77,5,75,5,,1,39,5,60c9ab402f1c532d26288def,ten,8
2023-06-06 12:59:50,2023-06-06 13:03:51,0,87.81.106.129,100,240,1,2023-06-06 13:03:51,R_8hNh8ux1iEmdfdD,,,,,53.75,-1.6755,anonymous,EN,1,"I pay attention ",19,2,20,2,37,3,30,4,54,4,60,4,60,4,65,4,,1,38,2,5d9c42e8e8204f0018b832e9,three,8
2023-06-06 13:00:12,2023-06-06 13:03:51,0,84.70.105.137,100,219,1,2023-06-06 13:03:51,R_3DwqQUfZ2KLU0nN,,,,,53.7407,-1.4903,anonymous,EN,1,I pay attention,15,3,15,3,33,4,33,4,71,5,67,5,95,6,95,6,,1,67,1,5e480e306f7753000b908cb2,three,8
2023-06-06 13:00:30,2023-06-06 13:03:51,0,151.226.61.84,100,201,1,2023-06-06 13:03:52,R_Zh58SSeefgRBXjj,,,,,52.9292,-1.1065,anonymous,EN,1,I pay attention,20,2,20,3,33,4,33,4,75,5,75,5,81,6,82,6,,2,24,5,5f47d058419176201f26ad10,three,8
2023-06-06 13:00:29,2023-06-06 13:03:53,0,188.221.137.16,100,203,1,2023-06-06 13:03:54,R_1IdhLCT2hcPnNQQ,,,,,53.3562,-1.2939,anonymous,EN,1,I pay attention,68,3,20,3,32,4,33,4,66,5,66,4,69,4,51,5,,1,40,5,63cff0d0e584d82c3566c8d6,three,8
2023-06-06 12:59:51,2023-06-06 13:03:53,0,87.115.5.176,100,242,1,2023-06-06 13:03:54,R_2b3gyGdvxiB0o3f,,,,,57.5986,-4.4913,anonymous,EN,1,I pay attention,33,4,33,4,30,4,30,4,67,4,64,4,90,5,90,5,,2,64,5,5e1e5c3c80e02e1c36679187,ten_distant,8
2023-06-06 13:00:00,2023-06-06 13:03:54,0,94.192.255.11,100,233,1,2023-06-06 13:03:55,R_b9JRLB0ry5ZCpO1,,,,,51.4032,-0.9207,anonymous,EN,1,i pay attention,11,2,32,2,34,4,92,5,73,6,71,5,100,6,98,5,,1,33,6,612266b4f9ae4a5d04a21dd4,three,8
2023-06-06 12:59:41,2023-06-06 13:03:55,0,86.170.59.182,100,254,1,2023-06-06 13:03:56,R_1lbdYjPwkusYJWy,,,,,51.5518,-0.1345,anonymous,EN,1,I pay attention,10,2,10,2,20,3,30,3,75,5,75,5,99,6,99,6,,1,50,5,5da6b2aca2860400146b8ace,ten_distant,8
2023-06-06 12:59:46,2023-06-06 13:03:56,0,86.186.186.128,100,250,1,2023-06-06 13:03:56,R_1FrzIVool4BOoIv,,,,,53.2069,-4.1184,anonymous,EN,1,I pay attention,30,6,20,5,100,7,30,4,64,6,62,6,100,7,100,7,,2,53,5,602a2911a73ba046955f6c58,ten,8
2023-06-06 13:00:31,2023-06-06 13:03:56,0,86.163.83.81,100,204,1,2023-06-06 13:03:56,R_2rZxjoaLAgb2zTs,,,,,53.4606,-2.2572,anonymous,EN,1,I pay attention,31,4,95,6,20,4,20,4,85,5,85,5,95,6,94,6,,1,38,7,5d5a75c570a7c1000152623e,ten_distant,8
2023-06-06 12:59:30,2023-06-06 13:03:56,0,81.111.19.47,100,265,1,2023-06-06 13:03:56,R_2fs9oSkEmwrdegy,,,,,54.6784,-5.9695,anonymous,EN,1,"I pay attention ",51,4,78,7,45,5,81,6,71,3,60,4,93,6,85,4,,1,20,2,6413761e11e66bad9d8cbd71,three,8
2023-06-06 12:59:41,2023-06-06 13:03:56,0,151.229.56.125,100,255,1,2023-06-06 13:03:57,R_3GDGT3n5Sx15GW1,,,,,52.4241,-1.8404,anonymous,EN,1,I pay attention,50,3,44,3,50,4,50,3,50,4,50,4,70,6,70,6,,2,50,2,5b550c6e303c330001660747,ten_distant,8
2023-06-06 12:59:49,2023-06-06 13:03:57,0,90.243.210.155,100,248,1,2023-06-06 13:03:58,R_1I6hPW7RkZd5Lxq,,,,,51.5597,-0.0528,anonymous,EN,1,I pay attention,33,3,50,3,51,4,33,3,61,5,81,5,83,5,75,6,,1,43,5,5875778b5c17910001ea4f35,three,8
2023-06-06 12:59:45,2023-06-06 13:03:58,0,82.12.78.137,100,253,1,2023-06-06 13:03:59,R_1LpnRwLPmXjV0e1,,,,,53.278,-2.9349,anonymous,EN,1,I pay attention,20,3,38,4,33,4,35,4,67,4,81,5,91,4,87,4,,1,40,2,6415cfa5324b6e802473285c,three,8
2023-06-06 12:59:42,2023-06-06 13:03:59,0,150.143.31.158,100,256,1,2023-06-06 13:04:00,R_2B3vsydJ6sKWIaI,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,40,4,40,4,50,4,95,6,95,6,95,6,95,6,95,6,,2,54,5,58713c5e58ca4c00018ce3ea,three,8
2023-06-06 12:59:37,2023-06-06 13:03:59,0,90.208.120.239,100,261,1,2023-06-06 13:04:00,R_SNTVj91D1f3qjNn,,,,,54.8706,-2.946,anonymous,EN,1,I pay attention,15,2,35,5,31,5,41,5,80,6,92,6,100,7,100,7,,2,52,5,6465bb2b97161e3311033429,ten_distant,8
2023-06-06 12:59:50,2023-06-06 13:04:00,0,92.18.26.134,100,249,1,2023-06-06 13:04:00,R_eKSzHtfeX76qLT3,,,,,52.6264,0.7201,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,50,5,50,5,80,5,80,5,,1,67,5,56d84c584a9be1000a535f9c,three,8
2023-06-06 13:00:00,2023-06-06 13:04:01,0,82.132.219.178,100,241,1,2023-06-06 13:04:02,R_OJ4Y5nAr2DVHhER,,,,,51.4964,-0.1224,anonymous,EN,1,"I pay attention ",27,3,81,5,81,5,81,5,84,5,81,5,80,5,88,5,,1,41,5,5ec19ee0501a370888fa99b0,ten_distant,8
2023-06-06 13:00:43,2023-06-06 13:04:04,0,176.250.60.200,100,201,1,2023-06-06 13:04:05,R_2Po5EeDMI9u5imo,,,,,50.9142,-1.388,anonymous,EN,1,I pay attention,49,4,56,4,51,4,51,4,51,4,50,4,50,4,50,4,,2,32,5,614cddb9b329b42011f1876f,ten_distant,8
2023-06-06 13:00:10,2023-06-06 13:04:04,0,212.159.72.134,100,234,1,2023-06-06 13:04:05,R_yxp9TLZSaTviqcN,,,,,51.5095,-0.0955,anonymous,EN,1,I pay attention,30,4,30,4,30,4,50,4,60,4,60,4,90,5,90,5,,2,51,6,5bff1d05b5b8b600018d9300,ten,8
2023-06-06 13:00:08,2023-06-06 13:04:05,0,92.15.17.79,100,237,1,2023-06-06 13:04:06,R_2e9iuQvzvM52TbJ,,,,,55.8227,-4.2927,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,66,5,66,5,95,6,95,6,,1,78,3,5d52e15363bdb100010883f1,ten,8
2023-06-06 12:59:59,2023-06-06 13:04:08,0,146.199.227.159,100,248,1,2023-06-06 13:04:09,R_2SugtuwD43e4D6X,,,,,53.5133,-2.0373,anonymous,EN,1,I pay attention,100,7,100,4,53,4,64,4,100,7,99,7,100,7,100,7,,2,78,2,5a8044b1eea3d300016e3da1,ten_distant,8
2023-06-06 13:00:28,2023-06-06 13:04:08,0,92.40.168.210,100,220,1,2023-06-06 13:04:09,R_paftkiWKez0jon7,,,,,51.5095,-0.0955,anonymous,EN,1,I pay attention,20,3,20,3,33,4,33,4,67,5,67,5,90,6,90,5,,1,38,6,5eaecb0824839e59ed3523eb,three,8
2023-06-06 12:59:43,2023-06-06 13:04:10,0,82.16.160.152,100,267,1,2023-06-06 13:04:11,R_UYgdngW4pVaR1Pb,,,,,51.521,-3.2037,anonymous,EN,1,I pay attention,10,2,20,3,20,2,40,4,80,6,70,5,90,7,90,6,,2,58,5,63861a54c47e7f59fdb5a4c8,ten_distant,8
2023-06-06 12:59:34,2023-06-06 13:04:11,0,86.160.114.119,100,277,1,2023-06-06 13:04:12,R_3EyBgZ895nld4FH,,,,,53.8743,-3.0233,anonymous,EN,1,I pay attention,36,4,54,5,29,4,31,4,81,5,100,7,100,7,100,7,,2,78,4,571b60465d40840012c3fd40,ten_distant,8
2023-06-06 12:59:19,2023-06-06 13:04:14,0,109.152.9.163,100,294,1,2023-06-06 13:04:14,R_2bT9zrorxDCmMOX,,,,,51.533,-0.245,anonymous,EN,1,I pay attention,13,3,13,3,33,4,33,4,87,5,86,5,95,6,95,6,,2,22,5,5f612fe73bb6c60afeafb0e9,ten_distant,8
2023-06-06 12:59:41,2023-06-06 13:04:15,0,86.183.150.75,100,274,1,2023-06-06 13:04:16,R_8IdCxVqfu1qoYIF,,,,,52.0958,-2.3291,anonymous,EN,1,I pay attention,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,,1,54,4,6266b0409582f553a3e10d9a,ten_distant,8
2023-06-06 12:59:39,2023-06-06 13:04:16,0,86.9.44.65,100,277,1,2023-06-06 13:04:17,R_3erjjYvuNQRRKwG,,,,,53.8151,-3.0603,anonymous,EN,1,I pay attention,10,5,10,5,10,5,10,5,31,6,34,6,100,7,100,7,,2,29,3,5d192384c1e685001a907257,ten_distant,8
2023-06-06 13:00:09,2023-06-06 13:04:16,0,90.216.193.45,100,247,1,2023-06-06 13:04:17,R_1GPSHwwqoYTU4Ci,,,,,50.5745,-4.1957,anonymous,EN,1,I pay attention,10,2,19,3,20,3,20,3,62,5,62,5,91,6,91,6,,1,58,6,60f5df9db9380d875c320307,ten,8
2023-06-06 12:59:58,2023-06-06 13:04:16,0,150.143.228.250,100,258,1,2023-06-06 13:04:17,R_1HdyZK7zc7yG4VU,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,80,6,80,6,33,4,81,6,80,6,60,5,80,6,80,6,,2,59,7,62a447d91e71bfacd2e8c006,ten,8
2023-06-06 13:00:32,2023-06-06 13:04:20,0,79.70.247.63,100,227,1,2023-06-06 13:04:20,R_30oAb8ilESMmOVX,,,,,53.6413,-2.6692,anonymous,EN,1,I pay attention,33,4,33,3,33,4,33,5,66,6,66,6,90,6,100,7,,2,43,5,5e62ece11e3088084e0039b8,ten,8
2023-06-06 13:00:16,2023-06-06 13:04:22,0,95.146.49.162,100,245,1,2023-06-06 13:04:23,R_1Uqh46ELXmHujsJ,,,,,51.8053,-0.8086,anonymous,EN,1,I pay attention,30,2,18,2,31,4,50,4,85,6,84,6,90,6,90,6,,1,42,7,598c4b28cceb0f0001b39675,ten_distant,8
2023-06-06 13:00:15,2023-06-06 13:04:23,0,82.45.221.215,100,248,1,2023-06-06 13:04:24,R_5vDMrpecDf3dxhT,,,,,51.8686,-2.2446,anonymous,EN,1,I pay attention,30,4,29,4,31,4,30,4,30,4,30,4,30,5,30,4,,1,63,3,644033622f87627e42b9f41e,three,8
2023-06-06 13:00:56,2023-06-06 13:04:24,0,217.43.167.183,100,207,1,2023-06-06 13:04:25,R_1N8fQIeOdCmWnp7,,,,,51.8053,-0.8086,anonymous,EN,1,I pay attention,91,6,90,6,89,6,90,6,90,6,90,6,90,6,90,6,,1,"59 ",2,5b731044b9daa700013fb269,ten,8
2023-06-06 12:59:59,2023-06-06 13:04:26,0,31.49.62.237,100,266,1,2023-06-06 13:04:26,R_295jqcfhAA9EeEs,,,,,51.5936,-0.1463,anonymous,EN,1,I pay attention,26,3,28,3,33,4,29,4,33,6,33,5,100,7,33,6,,2,52,2,61698a8779cd6c1922b2a204,three,8
2023-06-06 13:00:47,2023-06-06 13:04:27,0,84.68.236.240,100,220,1,2023-06-06 13:04:28,R_sh4QgOKskCqrcWZ,,,,,54.6988,-1.6465,anonymous,EN,1,I pay attention,32,4,11,4,10,4,12,4,58,5,52,5,63,5,75,5,,2,31,6,60fd58f89d037589c34f5a18,ten,8
2023-06-06 13:00:26,2023-06-06 13:04:28,0,77.99.9.214,100,241,1,2023-06-06 13:04:29,R_1QFn5ezEkhwYPWW,,,,,53.7128,-1.8515,anonymous,EN,1,I pay attention,35,3,35,4,50,3,50,3,70,4,75,4,90,5,90,5,,2,36,5,5f64647e17ef411eb0c20359,three,8
2023-06-06 12:59:31,2023-06-06 13:04:29,0,81.151.151.170,100,297,1,2023-06-06 13:04:30,R_AupzqEszWrNpTvX,,,,,50.9973,-0.1053,anonymous,EN,1,I pay attention,20,3,10,3,33,4,33,4,80,6,90,5,95,6,95,6,,2,41,6,5bd589e31feb3d0001c8d526,three,8
2023-06-06 12:59:44,2023-06-06 13:04:30,0,86.167.136.96,100,286,1,2023-06-06 13:04:31,R_RfYAaPycNaewjGF,,,,,51.4409,0.0985,anonymous,EN,1,I pay attention,10,4,10,4,10,4,10,4,15,4,13,4,60,5,60,5,,1,40,5,5e380457679e67000c56b02f,ten,8
2023-06-06 12:59:48,2023-06-06 13:04:30,0,109.149.93.114,100,281,1,2023-06-06 13:04:31,R_3n0Yhf07zj0BHFz,,,,,51.0822,0.0327,anonymous,EN,1,I pay attention,30,2,21,2,32,3,35,3,63,5,81,6,90,6,81,6,,1,51,5,60fc12dc938ec5fd9284a25c,three,8
2023-06-06 12:59:35,2023-06-06 13:04:31,0,92.1.172.133,100,295,1,2023-06-06 13:04:32,R_3kv2xT6EJAd7SvC,,,,,51.5571,-0.2972,anonymous,EN,1,I pay attention,30,3,30,3,33,4,33,4,70,6,71,6,100,7,100,7,,1,52,3,5c5c8b70758f310001ed429a,three,8
2023-06-06 12:59:41,2023-06-06 13:04:35,0,86.20.14.231,100,294,1,2023-06-06 13:04:37,R_p0p26QFOcSQJT6p,,,,,53.8017,-1.7848,anonymous,EN,1,"I pay attention ",80,5,86,6,80,5,81,5,81,5,80,5,80,5,81,5,,2,52,2,645a178964bdf1b4de1fc79f,ten,8
2023-06-06 12:59:57,2023-06-06 13:04:37,0,86.31.143.216,100,280,1,2023-06-06 13:04:38,R_2ZIWhDX7AbWN2FC,,,,,51.4771,-2.5531,anonymous,EN,1,I pay attention,20,3,20,3,30,4,30,4,60,4,60,4,90,5,91,5,,1,50,5,543e85adfdf99b7356902e90,ten,8
2023-06-06 13:00:10,2023-06-06 13:04:39,0,86.12.213.78,100,268,1,2023-06-06 13:04:39,R_6nhfYILG5VoYEh3,,,,,52.1981,-0.2078,anonymous,EN,1,I pay attention,30,3,30,4,33,4,33,4,66,5,60,5,85,6,85,6,,2,51,5,5e132349b199e49599de669e,three,8
2023-06-06 13:00:23,2023-06-06 13:04:41,0,31.94.10.28,100,258,1,2023-06-06 13:04:42,R_238EM8rtvuphbZ7,,,,,51.5415,-0.0601,anonymous,EN,1,I pay attention,10,2,10,2,30,3,31,3,70,5,71,6,100,7,96,7,,1,37,2,62a7475265c50a65c524adb0,ten,8
2023-06-06 13:00:04,2023-06-06 13:04:44,0,82.69.11.84,100,280,1,2023-06-06 13:04:44,R_Xt54RBKeV8mDQyd,,,,,51.5507,-0.0998,anonymous,EN,1,"I pay attention ",40,4,40,4,45,4,45,4,70,5,70,5,80,5,80,5,,1,23,5,5bbd2bdcf7358a000171636f,ten,8
2023-06-06 13:00:12,2023-06-06 13:04:45,0,86.1.121.54,100,273,1,2023-06-06 13:04:46,R_11XeY0pd82MkYt0,,,,,53.4798,-2.3307,anonymous,EN,1,I pay attention,9,2,7,2,29,3,29,3,70,5,97,6,100,7,100,7,,2,73,2,5e54367e80cd0944205b27f9,three,8
2023-06-06 12:59:58,2023-06-06 13:04:45,0,109.151.19.214,100,287,1,2023-06-06 13:04:46,R_2UbYyLpC4hk6yd0,,,,,53.7012,-1.7894,anonymous,EN,1,I pay attention,2,1,10,2,39,3,53,3,100,6,100,7,100,7,100,7,,2,41,3,5b98f31b9e2ffe0001c23910,ten_distant,8
2023-06-06 12:59:35,2023-06-06 13:04:47,0,82.36.196.87,100,312,1,2023-06-06 13:04:48,R_r1Lko2jSSGYhQ53,,,,,51.4623,-2.5502,anonymous,EN,1,I pay attention,30,4,15,2,50,4,33,4,85,4,85,4,100,6,100,6,,1,51,3,63ecfa4920e41ec5c057672c,ten_distant,8
2023-06-06 13:00:24,2023-06-06 13:04:50,0,84.64.126.167,100,266,1,2023-06-06 13:04:51,R_2nwVu6HraKoRSzn,,,,,55.8857,-4.151,anonymous,EN,1,I pay attention,20,4,25,4,33,4,33,4,80,6,85,6,95,6,90,6,,1,39,2,5601ab2ea66d100012d5c38a,three,8
2023-06-06 13:00:18,2023-06-06 13:04:51,0,83.244.221.137,100,272,1,2023-06-06 13:04:52,R_24r4gqe3ymI1n34,,,,,53.4344,-2.2664,anonymous,EN,1,I pay attention,40,4,70,5,30,3,50,4,50,4,60,5,20,2,80,6,,1,36,2,641ecfa9f83175a3d9f63636,three,8
2023-06-06 13:00:04,2023-06-06 13:04:51,0,2.125.12.12,100,286,1,2023-06-06 13:04:52,R_2pXoYMMfSYaZG3C,,,,,51.4279,0.3896,anonymous,EN,1,I pay attention,5,2,5,2,10,4,10,4,55,5,55,5,65,5,65,5,,2,49,5,5ccef4423f15b900199e1ec3,ten_distant,8
2023-06-06 12:59:46,2023-06-06 13:04:53,0,109.144.22.39,100,307,1,2023-06-06 13:04:54,R_etzW0P6TOIYeeTD,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,33,3,33,3,33,4,33,4,66,4,66,4,90,4,99,5,,1,55,5,6321ddc7c6363a9c0b934d8d,three,8
2023-06-06 13:00:32,2023-06-06 13:04:54,0,151.228.156.237,100,262,1,2023-06-06 13:04:55,R_2fCgBZiHkchtpxt,,,,,51.5978,0.3371,anonymous,EN,1,"I pay attention ",9,2,8,3,50,4,50,4,95,7,96,7,100,7,100,7,,2,36,2,5a606ae1eedc32000142ea79,ten,8
2023-06-06 12:59:37,2023-06-06 13:04:58,0,84.69.227.184,100,321,1,2023-06-06 13:04:58,R_2rC74yPh2Okv8rm,,,,,53.6393,-1.5249,anonymous,EN,1,I pay attention,35,4,34,4,43,4,38,4,70,5,70,5,89,6,84,6,,1,37,5,5c9d88bb2b3c77001744ec1c,ten_distant,8
2023-06-06 13:00:35,2023-06-06 13:05:01,0,81.79.198.114,100,266,1,2023-06-06 13:05:02,R_31hM8oFnmMR8CAt,,,,,55.8306,-4.2593,anonymous,EN,1,I pay attention,33,3,32,2,33,3,33,3,33,5,34,6,33,6,100,7,,2,29,5,63cef461ea154b8c03eab9fa,three,8
2023-06-06 12:59:47,2023-06-06 13:05:02,0,109.157.1.30,100,315,1,2023-06-06 13:05:03,R_wR844Kl6bURtUPv,,,,,53.753,-2.359,anonymous,EN,1,I pay attention,85,6,10,4,33,4,10,4,60,5,85,6,85,6,90,6,,1,32,2,6400d8cab617f6fe54c31542,ten_distant,8
2023-06-06 12:59:55,2023-06-06 13:05:03,0,86.1.4.165,100,308,1,2023-06-06 13:05:04,R_1CBaUYJuUdHNjPm,,,,,51.6013,-0.2636,anonymous,EN,1,I pay attention,40,4,40,4,38,5,40,4,62,5,61,5,92,6,100,7,,2,36,5,60a528c06be454058cc71b82,three,8
2023-06-06 12:59:35,2023-06-06 13:05:03,0,146.198.70.101,100,328,1,2023-06-06 13:05:04,R_eeNhhR8R3LZ0VXz,,,,,53.3785,-1.0684,anonymous,EN,1,I pay attention,20,5,18,4,33,5,33,5,40,6,42,6,91,7,92,7,,2,61,4,5c4ff1ff3e4c8400010aa969,ten,8
2023-06-06 12:59:46,2023-06-06 13:05:05,0,86.13.171.81,100,319,1,2023-06-06 13:05:06,R_3M39HPXodNFjuVf,,,,,51.4703,-3.2811,anonymous,EN,1,I pay attention,25,4,20,4,35,4,25,4,50,5,50,5,75,5,75,5,,1,54,5,609d81679bcff493c7d143de,three,8
2023-06-06 13:00:02,2023-06-06 13:05:08,0,217.43.51.182,100,305,1,2023-06-06 13:05:09,R_2scAsRz7K9KjhKv,,,,,51.3507,-0.2015,anonymous,EN,1,I pay attention,95,6,95,6,95,6,95,6,95,6,95,6,95,6,95,6,,2,35,2,5af07de697a14300017d0c4f,three,8
2023-06-06 12:59:57,2023-06-06 13:05:15,0,86.171.69.195,100,317,1,2023-06-06 13:05:16,R_AuI4nWhI0SY7UbL,,,,,51.7657,-1.2797,anonymous,EN,1,I pay attention,10,2,9,2,30,3,29,3,61,4,67,5,92,6,91,6,,2,39,6,57b715b842195e000159f82b,three,8
2023-06-06 12:59:30,2023-06-06 13:05:18,0,2.222.43.226,100,347,1,2023-06-06 13:05:18,R_1g1PBVY6peKETRf,,,,,51.3738,0.4913,anonymous,EN,1,"I pay attention ",90,6,30,3,20,4,34,4,63,4,81,6,90,5,95,6,,2,72,5,630be3605287a0f49b87c709,ten,8
2023-06-06 13:00:32,2023-06-06 13:05:18,0,88.98.252.157,100,285,1,2023-06-06 13:05:19,R_2sbAb0hZF0Rxfta,,,,,53.3793,-1.4602,anonymous,EN,1,I pay attention,5,1,5,1,10,2,10,2,60,5,60,5,95,7,95,7,,1,34,7,5f522c40069004482b3af322,ten,8
2023-06-06 13:00:04,2023-06-06 13:05:19,0,46.208.235.139,100,314,1,2023-06-06 13:05:19,R_2Qui9DK5l9iIx3O,,,,,55.4754,-4.6062,anonymous,EN,1,I pay attention,40,4,40,3,50,4,50,4,85,6,80,5,99,6,100,7,,2,37,4,59e00cefae9f950001d83e10,three,8
2023-06-06 12:59:47,2023-06-06 13:05:23,0,90.206.188.106,100,335,1,2023-06-06 13:05:24,R_2E74lC42Q5wjnqu,,,,,52.894,-1.4236,anonymous,EN,1,I pay attention,33,4,33,4,40,3,33,4,65,5,60,5,90,6,90,6,,2,55,4,63cd461c5f597e27b2a054fb,ten,8
2023-06-06 12:59:57,2023-06-06 13:05:25,0,2.220.142.158,100,328,1,2023-06-06 13:05:26,R_2YM8eXarOnejCo0,,,,,52.9648,-1.2132,anonymous,EN,1,I pay attention,5,2,4,2,10,3,10,3,32,5,30,5,59,6,35,5,,1,30,5,64413671c63572bd033c5615,ten_distant,8
2023-06-06 13:00:00,2023-06-06 13:05:26,0,82.132.215.64,100,326,1,2023-06-06 13:05:27,R_20M98Mej4wOIU2b,,,,,51.509,-0.1882,anonymous,EN,1,"I pay attention ",92,6,63,4,48,4,52,4,60,5,34,4,61,4,58,4,,2,26,5,6096eca15340fc49ef3f1ab3,three,8
