StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,"antibiotics_accept ",continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,water_know,water_accept,electrons,antibiotics,continents,sex,lasers,orbit,diamonds,speed,salt,water,Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,Q1,education,comments,PROLIFIC_PID
2024-04-03 15:40:37,2024-04-03 15:47:42,IP Address,108.188.32.17,100,424,True,2024-04-03 15:47:43,R_2sbN7X4lfs3iRPp,,,,,28.6618,-82.1553,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,20,10,0,10," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,no,5d6ac7e17658a1001a8c63b2
2024-04-03 15:44:25,2024-04-03 15:47:47,IP Address,174.84.35.123,100,201,True,2024-04-03 15:47:47,R_1GW8Bo5D33n5hRH,,,,,43.642,-84.2673,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,90,100,50,100," 7",," 7"," 2"," 4"," 2",Completely false 1,Completely false 1," 2"," 2"," 3",Completely false 1,Some 3,Some 3," 3",,High School / GED,,633edc50cfae73d4a72ca889
2024-04-03 15:42:49,2024-04-03 15:47:50,IP Address,69.137.154.214,100,301,True,2024-04-03 15:47:51,R_7tgOiy3FuoMvHkQ,,,,,39.494,-77.4608,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,90,30,40,30," 6",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Some 3,Some 3,A great deal of confidence 5,,Master's Degree,nol,62cc29c588d2f7282c384ab9
2024-04-03 15:44:24,2024-04-03 15:48:06,IP Address,129.252.70.108,100,221,True,2024-04-03 15:48:06,R_1E6t7VMoGSZvwvK,,,,,33.998,-81.03,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,30,50,10,40,40," 4",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,,55ca03e1fdf99b2735fc1dde
2024-04-03 15:38:45,2024-04-03 15:48:07,IP Address,73.224.110.119,100,562,True,2024-04-03 15:48:07,R_1hcgGQ3Fy9HLKCm,,,,,30.223,-81.7595,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,,,,,,,,,,"After I put ""No"", I realized that I was thinking about ""H2o"" incorrectly. So yes, I actually do agree.",,90,80,90,50,70," 7",," 2"," 7"," 6",Completely false 1,Completely false 1," 7",Unsure 5,Completely true 9," 6",Completely false 1,Some 3,Some 3," 4",,Some College,na,6085bb66296b0a411198d8fd
2024-04-03 15:44:06,2024-04-03 15:48:09,IP Address,98.204.144.186,100,243,True,2024-04-03 15:48:10,R_102hbkp1qgQrpEH,,,,,39.4114,-77.2823,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,0,10,0,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,All went well thanks.,63c3068bd61c16717eeea2e5
2024-04-03 15:43:59,2024-04-03 15:48:16,IP Address,174.101.36.103,100,257,True,2024-04-03 15:48:16,R_1rjUOxZQnTC8fMS,,,,,39.4522,-83.841,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,Atoms are known to be the smallest unit of matter.,,,,,,,,,,,20,20,50,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,High School / GED,No comments or feedback.,5d951ede9b6f880018f63b6e
2024-04-03 15:44:38,2024-04-03 15:48:16,IP Address,174.74.40.229,100,218,True,2024-04-03 15:48:17,R_6n8CK3HA6K7iqDA,,,,,41.2315,-96.0519,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,10,50,20,20,Unsure 5,,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 4",,Master's Degree,,600db78b56935a5dd8c759b3
2024-04-03 15:44:09,2024-04-03 15:48:24,IP Address,174.100.1.33,100,254,True,2024-04-03 15:48:24,R_5GxYdJFDjBAtpgV,,,,,42.0753,-80.0671,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,30,60,20,10,20," 4",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,2-year College Degree,,614f6bad672ef7cf5ecfd965
2024-04-03 15:41:01,2024-04-03 15:48:26,IP Address,73.64.240.4,100,445,True,2024-04-03 15:48:27,R_5aDIqNAkXAnQOqM,,,,,40.3226,-76.4042,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,80,80,100," 7",," 2",Unsure 5," 7"," 3",Completely false 1," 6",Unsure 5," 6",Unsure 5," 2",Some 3,Some 3," 4",,3- or 4-year College Degree,"Love this survey! Made me want to don a tin foil hat and grow my own medicines. But really, these are important questions. Thanks for letting me ponder this morning.",660c07baa9e4720e9e1ab51d
2024-04-03 15:44:34,2024-04-03 15:48:28,IP Address,172.86.11.91,100,233,True,2024-04-03 15:48:28,R_6yWON1A9ySqQAI9,,,,,42.0161,-92.1017,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,"I believe God make it they way it is and if He wanted it changed, He would have done it",,,,,,,,,100,100,100,100,100,Completely true 9,," 8"," 8",Completely true 9,Completely true 9," 3",Completely true 9," 8"," 7",Completely true 9," 7",Not at all 1,Not at all 1,No confidence at all 1,,Some College,no,5dbc73047d3d3622bcd31170
2024-04-03 15:44:07,2024-04-03 15:48:28,IP Address,72.189.140.180,100,261,True,2024-04-03 15:48:29,R_5ds3omzl3rNG2PV,,,,,28.5836,-81.5324,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,,,,no,,,,,no,,,60,70,70,60,60," 6",," 7"," 4"," 4"," 6"," 4"," 3"," 4"," 3"," 3"," 4",A lot 4,A lot 4," 4",,Some College,,57864d24900cc80001d2de56
2024-04-03 15:44:28,2024-04-03 15:48:37,IP Address,67.167.67.250,100,248,True,2024-04-03 15:48:37,R_2B9zLsFZOu6Okpj,,,,,41.4893,-88.159,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,It’s early and I’m tired. I misread it.,,,,,,40,100,70,40,50," 8",,Completely false 1," 7",Unsure 5,Completely true 9,Completely false 1," 6"," 3"," 6",Unsure 5,Unsure 5,Not at all 1,Not much 2,No confidence at all 1,,Master's Degree,,5d64759fedf23500018f9334
2024-04-03 15:35:40,2024-04-03 15:48:37,IP Address,136.32.166.78,100,776,True,2024-04-03 15:48:38,R_1EppsAXBbWC9lrs,,,,,38.8939,-94.7067,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,80,60,50,80,Completely true 9,,Unsure 5,Completely true 9,Completely true 9,Unsure 5,Unsure 5,Unsure 5,Unsure 5,Completely true 9,Unsure 5,Completely false 1,Not much 2,Not much 2," 2",,Some College,,5b01965a6a67f90001f6a2bb
2024-04-03 15:44:16,2024-04-03 15:48:39,IP Address,172.56.194.84,100,263,True,2024-04-03 15:48:40,R_5yIFK5Pylr10IN3,,,,,42.2903,-71.0798,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,90,80,100,Completely true 9,,Unsure 5,Completely true 9," 7",Unsure 5," 4"," 8"," 4",Completely true 9,Unsure 5,Unsure 5,Not much 2,Not much 2,No confidence at all 1,,High School / GED,,629e241d171ec6698e05f149
2024-04-03 15:39:58,2024-04-03 15:48:54,IP Address,98.16.144.67,100,536,True,2024-04-03 15:48:55,R_2DvwBhEdwotzQ3T,,,,,40.787,-97.2865,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,90,90,90,60,80," 6",,Completely false 1,Unsure 5," 6"," 8",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5," 4",Some 3,Some 3," 4",,2-year College Degree,,65e4c24edcfff6181de40e11
2024-04-03 15:44:29,2024-04-03 15:48:56,IP Address,75.161.212.207,100,266,True,2024-04-03 15:48:57,R_7IcOtbEEddglp3t,,,,,35.1871,-106.6659,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,10,30,10,10,10," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5b97f70161c19e00018db4a8
2024-04-03 15:44:19,2024-04-03 15:48:57,IP Address,24.197.205.81,100,278,True,2024-04-03 15:48:58,R_4e4RMcv5zX8ldJv,,,,,43.1228,-89.3841,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,10,40,20,10,10," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5bf4afe0b8e9f800014c9c0b
2024-04-03 15:42:49,2024-04-03 15:49:04,IP Address,143.59.97.212,100,374,True,2024-04-03 15:49:05,R_7JF6R7Wll6pCd0z,,,,,32.9758,-80.1869,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,90,80,50,20,30,Unsure 5,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,65dcab9175b11bf09c3c54a1
2024-04-03 15:44:02,2024-04-03 15:49:08,IP Address,172.115.87.70,100,306,True,2024-04-03 15:49:09,R_70PezwFWMyrrl7h,,,,,34.11,-117.2955,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,30,60,10,10,20," 4",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,2-year College Degree,,5ffb8c5b60571908f3ac19fa
2024-04-03 15:44:17,2024-04-03 15:49:13,IP Address,73.82.17.148,100,296,True,2024-04-03 15:49:14,R_6sZUOEXeLrZNmld,,,,,33.7315,-84.4195,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,50,50,20,10,90," 6",,Completely false 1," 8"," 2",Completely false 1,Completely false 1," 2"," 2",Unsure 5,Unsure 5,Completely false 1,Some 3,Some 3," 3",,Master's Degree,,65ca8b87ebd847a5d4ac354e
2024-04-03 15:44:30,2024-04-03 15:49:17,IP Address,148.100.200.164,100,286,True,2024-04-03 15:49:18,R_7zGNv8xWrmqgE37,,,,,41.7017,-73.9078,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,10,10,10,0,10," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,,6516d5862e627be30bea296f
2024-04-03 15:44:11,2024-04-03 15:49:20,IP Address,108.248.229.204,100,308,True,2024-04-03 15:49:20,R_6LU3fMTXAzUbaVL,,,,,37.6692,-97.2754,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,100,100,60,70,100," 8",,Completely false 1," 3"," 2",Completely false 1,Completely false 1,Completely false 1," 4"," 6"," 3",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,6604613c980e905f7748e9c1
2024-04-03 15:43:52,2024-04-03 15:49:22,IP Address,73.46.46.18,100,329,True,2024-04-03 15:49:22,R_73Az75xSm64Bfa1,,,,,26.0168,-80.1537,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,70,70,50,80," 6",,Unsure 5,Unsure 5," 6",Unsure 5," 4",Unsure 5,Unsure 5," 6",Unsure 5,Unsure 5,Not much 2,Some 3," 3",,High School / GED,,58404dae32e21e0001f80519
2024-04-03 15:44:04,2024-04-03 15:49:29,IP Address,74.69.211.88,100,324,True,2024-04-03 15:49:29,R_5qDbqdc2fTmsLPE,,,,,42.6701,-73.7754,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,50,90,20,30,50," 7",,Unsure 5,Completely false 1," 3",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5," 3",Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,61074792728f0f9e791ad083
2024-04-03 15:42:04,2024-04-03 15:49:31,IP Address,68.59.86.220,100,446,True,2024-04-03 15:49:31,R_7dcNg7GQqQPT4WY,,,,,30.2165,-84.3069,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,90,0,0,10," 3",,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,55bcd160fdf99b1c4e4ae632
2024-04-03 15:44:20,2024-04-03 15:49:32,IP Address,75.133.155.168,100,311,True,2024-04-03 15:49:32,R_50CzUXdgeBC25zH,,,,,37.7759,-90.4071,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Completely false 1,Completely true 9,Completely true 9," 4",Completely false 1,Completely true 9,Unsure 5,Completely false 1,Completely true 9," 4",Not at all 1,Not at all 1,No confidence at all 1,,3- or 4-year College Degree,no,62897d2024f826ea90b7efa1
2024-04-03 15:44:18,2024-04-03 15:49:33,IP Address,160.3.215.53,100,315,True,2024-04-03 15:49:34,R_52OXNmOnEaFghsp,,,,,34.1688,-109.9902,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,90,100,100,Completely true 9,,Unsure 5," 7",Completely true 9," 2",Completely false 1," 8"," 7",Completely true 9," 8",Completely false 1,Some 3,Some 3," 3",,Master's Degree,"Thanks for letting me participate. ",5f0c7ea47cf1495f4587f741
2024-04-03 15:36:34,2024-04-03 15:49:49,IP Address,69.120.57.96,100,794,True,2024-04-03 15:49:49,R_2EMzLeugNQRYJEr,,,,,40.8806,-74.1456,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,40,40,30,40,30," 4",," 3"," 3"," 3"," 6"," 2"," 4"," 4",Unsure 5," 3"," 2",Some 3,Some 3," 4",,Some College,,6400ed09421b2727c2f7c553
2024-04-03 15:44:11,2024-04-03 15:49:49,IP Address,24.18.93.139,100,337,True,2024-04-03 15:49:50,R_7d6w9XUDDOQTiVy,,,,,47.6663,-117.3017,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,20,80,20,0,0," 3",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 3",,Some College,,5dc483cf74939e34e55c3619
2024-04-03 15:45:55,2024-04-03 15:49:50,IP Address,24.167.164.241,100,234,True,2024-04-03 15:49:50,R_5fltNnTpWJGXs6n,,,,,36.0322,-79.8588,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,20,10,0,0," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 3",,Some College,,5c1ffe5295f978000173df84
2024-04-03 15:44:23,2024-04-03 15:49:54,IP Address,24.224.80.144,100,330,True,2024-04-03 15:49:55,R_81yuTQqB5b9uhqv,,,,,35.474,-80.8729,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,60,10,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,none,63d2797ee24c80630f3b67e1
2024-04-03 15:44:34,2024-04-03 15:49:55,IP Address,174.238.97.4,100,321,True,2024-04-03 15:49:56,R_31b8UfYXovTl7Uv,,,,,34.0021,-81.0423,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,100,60,50,80," 7",," 4"," 7"," 6",Completely false 1,Completely false 1,Completely false 1," 2"," 8"," 2",Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,Thanks for the opportunity!,65c39067cbd525efe109a5e4
2024-04-03 15:44:11,2024-04-03 15:50:10,IP Address,70.92.133.93,100,359,True,2024-04-03 15:50:11,R_7C0VP52Ya2TbqOl,,,,,42.951,-87.9437,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,100,100,100,80,100,Completely true 9,,Completely false 1," 3",Completely true 9,Completely true 9,Completely false 1," 6",Completely false 1,Completely false 1,Completely true 9,Completely false 1,Not much 2,Some 3," 2",,Some College,None that I can think of.,559ffa9bfdf99b0ad674856a
2024-04-03 15:44:08,2024-04-03 15:50:14,IP Address,24.46.11.68,100,365,True,2024-04-03 15:50:15,R_1RG7vPqMVuvSFFL,,,,,41.328,-74.1894,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,80,90,0,10,50,Unsure 5,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 6"," 3",Completely false 1,Completely false 1,Some 3,A lot 4,A great deal of confidence 5,,Master's Degree,,64776e3beba1085215214ec0
2024-04-03 15:35:03,2024-04-03 15:50:15,IP Address,204.242.1.228,100,912,True,2024-04-03 15:50:16,R_7RXhE6H2c4Jwxpn,,,,,39.0469,-77.4903,anonymous,EN,I give my informed consent to participate in this study.," 2",TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,70,80,60,80," 7",," 6",Unsure 5," 4",Unsure 5," 2"," 4",Unsure 5," 7",Unsure 5," 8",Some 3,Some 3," 4",,Master's Degree,,652175497ec9c15507cfbc0b
2024-04-03 15:41:03,2024-04-03 15:50:20,IP Address,67.7.24.162,100,556,True,2024-04-03 15:50:20,R_5qNElRJ3kgZhnjz,,,,,32.5421,-96.2841,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,10,70,0,10,0," 4",,Completely false 1," 6",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 4",,Some College,,64626b7afedc6a67a08dec52
2024-04-03 15:44:20,2024-04-03 15:50:21,IP Address,70.127.130.236,100,360,True,2024-04-03 15:50:21,R_2tx9f1IZykClbcR,,,,,27.8673,-82.7091,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,40,100,0,30,90,Completely true 9,,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Some 3,Some 3," 3",,3- or 4-year College Degree,interesting......,55914b15fdf99b1e5e44e714
2024-04-03 15:44:18,2024-04-03 15:50:32,IP Address,72.80.116.225,100,374,True,2024-04-03 15:50:32,R_5Cwl2ld53nNDDP5,,,,,40.5978,-74.0001,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,20,100,40,0,10," 3",,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,A lot 4," 4",,3- or 4-year College Degree,"Please do not present questions one at a time if possible. You create a lot of excess clicking when you do this (answer the question, advance the page, repeat) and make the survey feel more tedious",558fff05fdf99b3f7aada357
